source_id,angular_distance,number_of_neighbours,gaia_astrometric_params,table2_oid,ra,dec,ep,vmag,sptype,dist,pmra,pmde,simbadname,original_ext_source_id
1437124683199761920,0.002651644402303973,1,5,1163,255.82791666666665,59.58527777777778,2000,8.61,"K4V... ",25.1,-0.36,0.24,HIP83451,83451.0
1047559604579391872,3.1342716737088117E-4,1,5,716,157.6958333333333,59.75083333333333,2000,8.74,"K5     ",22.3,-0.44,-0.29,HIP51468,51468.0
2011565220332867584,0.002629914180900928,1,5,1639,358.3325,59.94499999999999,2000,10.4,"K8     ",27.3,0.08,0.03,HIP117795,117795.0
1603267143629157120,0.006258276386822483,1,5,1055,233.83333333333331,60.08694444444445,2000,8.39,"K5     ",19.0,0.17,-0.16,HIP76315,76315.0
1003351437484254464,0.0036003534233304785,1,5,473,102.48749999999998,60.33527777777778,2000,8.59,"M0p    ",16.4,0.25,0.41,HIP32769,32769.0
427322415301550208,0.017552672426104393,1,5,65,13.267499999999998,61.12388888888889,2000,4.8,"F8V    ",18.5,-0.07,0.17,HIP4151,4151.0
474648763011926272,0.004677836813913714,1,5,274,58.76583333333332,61.166666666666664,2000,7.84,"K0V    ",21.2,0.44,-0.25,HIP18324,18324.0
1625209684868172544,0.13577431187991632,1,5,1122,245.99791666666664,61.51416666666667,2000,2.73,"G8III  ",26.8,-0.02,0.06,HIP80331,80331.0
466417441010173568,0.0020432854763831,1,5,206,43.987083333333324,61.52111111111111,2000,5.59,"F4V    ",26.4,0.15,0.03,HIP13665,13665.0
1439069444391326208,0.0033886987089327544,1,5,1212,263.89374999999995,61.68138888888889,2000,9.98,"M1     ",14.0,0.26,-0.51,HIP86087,86087.0
1090049716041842816,0.00395088180129011,1,5,585,127.4845833333333,61.72555555555556,2000,10.2,"M0     ",19.1,0.53,-0.72,HIP41689,41689.0
862759874936898816,0.008858063711844158,1,5,781,172.26916666666665,61.77833333333333,2000,5.83,F5Vawva,32.8,-0.11,0.24,HIP56035,56035.0
2195115561163064960,0.022825782863989962,1,5,1427,311.3225,61.83861111111111,2000,3.41,"K0IV   ",14.3,0.09,0.82,HIP102422,102422.0
2195886971653527168,0.003812643807011201,1,5,1438,313.3325,62.15416666666667,2000,8.55,"M2V    ",7.04,0.0,-0.77,HIP103096,103096.0
283569928616960768,0.004793260703198219,1,5,413,86.45125,62.236666666666665,2000,9.02,"M0     ",13.6,0.3,-0.79,HIP27188,27188.0
522863309964987520,0.003057588053807015,1,5,74,15.662083333333332,62.345,2000,9.56,"K5V... ",10.0,0.73,0.09,HIP4872,4872.0
1051547052218220160,0.005813427239533749,1,5,674,149.03625,62.788333333333334,2000,8.99,"M2     ",10.4,-0.3,-0.58,HIP48714,48714.0
1631010158460327168,0.020174475001923375,1,5,1179,258.13583333333327,62.87416666666667,2000,5.54,"F0IV   ",41.6,0.02,0.05,HIP84183,84183.0
1064092789128664960,0.02529782285613924,1,5,651,142.88208333333333,63.06166666666666,2000,3.65,"F0IV   ",23.1,0.11,0.03,HIP46733,46733.0
863776987616459392,0.00438216365017735,1,5,784,172.8045833333333,63.1575,2000,9.98,"M0     ",23.3,0.07,0.03,HIP56199,56199.0
1667027548045598208,0.006385891281941319,1,5,985,217.6920833333333,63.18555555555555,2000,6.1,"F4IV   ",31.7,-0.18,0.01,HIP70952,70952.0
1665517334465010432,0.004533547886859604,1,5,915,201.49958333333328,63.26111111111111,2000,6.5,"G6V    ",21.3,-0.39,0.22,HIP65530,65530.0
1007904858732031104,0.001491701059959791,1,5,445,93.39708333333333,63.39388888888889,2000,9.67,"M0     ",24.7,0.17,-0.2,HIP29548,29548.0
512129087182637696,0.0025844142510847864,1,5,121,25.919583333333332,63.82333333333334,2000,8.42,"K5V    ",13.4,-0.39,-0.58,HIP8070,8070.0
512167948043650816,0.007462748218319551,1,5,124,26.936666666666664,63.8525,2000,5.63,"K0V    ",9.97,0.58,-0.25,HIP8362,8362.0
2205488624442109824,0.003573587182674856,1,5,1541,336.63624999999996,63.87916666666667,2000,9.52,"K7     ",25.0,0.2,0.21,HIP110774,110774.0
523433578540463488,0.002502203755570678,1,5,78,16.784166666666668,63.941111111111105,2000,9.0,"K7V    ",15.0,1.55,0.32,HIP5247,5247.0
2161275788716592256,0.014092533159993322,1,5,1255,273.47416666666663,64.39722222222223,2000,4.99,"F5V    ",23.4,0.35,0.04,HIP89348,89348.0
2211393521580984320,0.001187453106656437,1,5,1560,341.02416666666664,64.57055555555556,2000,7.5,"G8V    ",25.1,0.05,-0.3,HIP112245,112245.0
1440964624481230464,0.003203587163567332,1,5,1221,264.98208333333326,65.00138888888888,2000,8.39,"K0     ",26.4,-0.02,0.11,HIP86456,86456.0
1092545710514654464,0.007263289023827298,1,5,594,129.79874999999998,65.02083333333333,2000,5.63,"G1.5Vb ",14.2,-0.03,0.09,HIP42438,42438.0
1635375460141804800,0.03379983012328807,1,5,1152,254.0070833333333,65.13472222222222,2000,4.88,"F6Vvar ",15.0,0.24,0.05,HIP82860,82860.0
1677302170674242560,0.006100009911496864,1,5,871,193.86916666666664,65.43833333333333,2000,5.23,"A5n    ",28.8,0.0,-0.03,HIP63076,63076.0
2246206567973292160,0.0024699566551175333,1,5,1410,307.6333333333333,65.44944444444445,2000,10.5,"M3     ",7.96,0.44,0.28,HIP101180,101180.0
1057318835428596096,0.006325422732361325,1,5,773,170.01999999999998,65.84638888888888,2000,9.31,"M1Vvar ",9.09,-2.95,0.18,HIP55360,55360.0
1092897519875582592,0.0019312362800338058,1,5,604,133.00124999999997,66.13138888888888,2000,9.26,"K5     ",16.4,0.09,0.1,HIP43534,43534.0
518458597663391744,0.004139655098509764,1,5,129,28.52541666666666,66.17611111111111,2000,8.47,"G5     ",22.1,-0.04,-0.14,HIP8867,8867.0
2211820991079869312,0.054320704415212376,1,5,1564,342.41999999999996,66.20027777777779,2000,3.5,"K0III  ",35.3,-0.07,-0.12,HIP112724,112724.0
2245998176160116736,0.011017279399439113,1,5,1422,310.7958333333333,66.65722222222223,2000,5.59,"A8V    ",42.5,0.03,0.03,HIP102253,102253.0
2212272649844661504,0.002285615961072471,1,5,1583,346.1258333333333,66.76416666666667,2000,9.86,"M1V:   ",20.0,0.3,-0.08,HIP113944,113944.0
2246581329639103872,0.001729780476612492,1,5,1398,304.38041666666663,66.8536111111111,2000,5.91,"G3V    ",17.5,0.47,0.3,HIP100017,100017.0
1068982214258617216,0.015774043515128486,1,5,627,137.59791666666666,67.13388888888889,2000,4.8,"F7IV-V ",20.4,0.01,-0.09,HIP45038,45038.0
1642641410934267008,0.00398786221016215,1,5,1108,244.17791666666665,67.23861111111111,2000,8.61,"M0Vvar ",10.6,-0.5,0.09,HIP79755,79755.0
1642642957122493824,0.001824304638267373,1,5,1109,244.18874999999994,67.25611111111111,2000,10.6,"M3     ",10.7,-0.49,0.09,HIP79762,79762.0
2255173119656110336,0.03271226874276375,1,5,1326,288.13874999999996,67.6613888888889,2000,3.07,"G9III  ",30.7,0.09,0.09,HIP94376,94376.0
1105408965770145920,0.002707807290124106,1,5,439,91.98041666666664,67.97666666666667,2000,9.75,"K8     ",24.9,-0.05,-0.11,HIP29067,29067.0
1648568843759668480,0.00294425505404175,1,5,1139,250.66083333333327,68.10194444444444,2000,7.56,"K1V    ",24.3,-0.28,0.43,HIP81813,81813.0
1103079616027292416,0.007304794158788728,1,5,497,106.10791666666664,68.28861111111111,2000,11.9,"M5     ",15.2,0.35,0.05,HIP34115,34115.0
2220169200616370432,0.003350900881678566,1,5,1529,334.13249999999994,68.33972222222222,2000,9.23,"K5     ",23.9,0.38,-0.01,HIP109980,109980.0
1637717179389828224,0.02690902924438895,1,5,1214,264.23791666666665,68.75777777777778,2000,4.77,"F5V    ",23.4,0.0,0.32,HIP86201,86201.0
532057254394731776,0.00426019608017281,1,5,109,23.638749999999998,68.94805555555556,2000,6.52,"G6V    ",20.9,-0.38,0.12,HIP7339,7339.0
532855499837123584,0.0038246475297778414,1,5,68,14.26833333333333,69.04333333333334,2000,9.12,"K4V    ",24.1,0.72,-0.23,HIP4454,4454.0
532870034006715264,0.002060119107156604,1,5,75,15.738333333333332,69.22694444444444,2000,7.67,"G5     ",25.8,0.22,-0.15,HIP4907,4907.0
493935296471302784,0.004223907912061197,1,5,290,62.39583333333333,69.5411111111111,2000,7.7,"G5     ",18.4,0.07,-0.3,HIP19422,19422.0
1072844970405231104,0.005959538617262484,1,5,743,164.40874999999997,69.59638888888888,2000,10.2,"M0     ",23.0,-0.63,0.06,HIP53580,53580.0
2261614264930275072,0.009305827324734702,1,5,1341,293.09,69.66111111111111,2000,4.67,"K0V    ",5.76,0.6,-1.74,HIP96100,96100.0
2223560373653613312,0.008187684069138567,1,5,1521,332.6616666666667,70.1325,2000,5.52,"F2V    ",32.6,-0.06,0.02,HIP109474,109474.0
530158019855216896,0.0031288881572253346,1,5,37,6.719583333333333,70.14222222222223,2000,10.5,"M0     ",16.2,-0.14,-0.15,HIP2120,2120.0
536088338900732544,0.005078046530315825,1,5,59,12.443749999999998,70.44944444444445,2000,7.75,"K0     ",21.5,0.37,0.2,HIP3876,3876.0
1107458592882148096,0.004724803460718857,1,5,448,94.01124999999999,70.78138888888888,2000,7.43,"G5     ",25.7,-0.01,-0.44,HIP29761,29761.0
533621859441169920,0.004390215292827153,1,5,73,15.634166666666665,71.67972222222222,2000,9.98,"M3.5e  ",8.14,1.75,-0.38,HIP4856,4856.0
1651235193817400448,0.005284884934679487,1,5,1213,264.05583333333334,71.87833333333333,2000,8.55,"K5     ",19.0,0.09,-0.04,HIP86141,86141.0
546439965991980288,0.04715368335216951,1,5,140,30.858749999999993,72.42111111111112,2000,3.95,"A2V    ",49.7,-0.04,0.02,HIP9598,9598.0
1078773262224027520,0.005125882195638685,1,5,768,168.79958333333332,73.47500000000001,2000,7.68,"K5     ",14.6,-0.4,0.11,HIP54952,54952.0
547825694242685184,0.006127621280525212,1,5,224,47.984583333333326,74.39361111111111,2000,4.85,"A2Vnn  ",49.6,0.01,-0.09,HIP14862,14862.0
1703559779655983616,0.008729651391285047,1,5,1072,237.04166666666666,74.41388888888889,2000,9.24,"K5     ",26.3,0.11,-0.3,HIP77409,77409.0
1124490092418453376,0.0027346806285075084,1,5,643,141.72124999999997,75.93416666666667,2000,9.02,"K2     ",20.0,-0.35,-0.1,HIP46343,46343.0
548172349642820352,0.00533991301066499,1,5,220,47.26875,76.0411111111111,2000,9.82,"M0     ",21.3,0.19,-0.49,HIP14633,14633.0
551050046451136256,0.0025230068010473603,1,5,278,60.33166666666666,76.15916666666668,2000,8.2,"K4V    ",15.9,0.33,-0.55,HIP18774,18774.0
2292498687560557056,0.00830836492754155,1,5,1320,287.29124999999993,76.56027777777777,2000,5.11,"A9V    ",27.2,0.05,-0.12,HIP94083,94083.0
560130775546153344,0.0027275503601589604,1,5,100,20.49625,76.71000000000001,2000,7.17,"K0     ",16.8,-0.03,-0.03,HIP6379,6379.0
540077264003238528,9.603939524895394E-4,1,5,38,7.729583333333332,77.01916666666666,2000,6.18,"K0IV   ",39.4,0.34,-0.03,HIP2422,2422.0
2290483248388179328,0.0060584041145384585,1,5,1386,302.7183333333333,77.2388888888889,2000,8.88,"K5     ",16.7,0.06,0.51,HIP99427,99427.0
1693272581363394304,0.023186846346597557,1,5,825,183.04958333333332,77.61611111111111,2000,5.14,"A5m    ",33.6,0.01,0.02,HIP59504,59504.0
1709205638721316352,0.003792880189916716,1,5,1126,246.43,78.96361111111112,2000,5.55,"F0V    ",42.3,-0.11,0.1,HIP80480,80480.0
2282846074981010688,0.0031633209788142695,1,5,1605,349.8608333333333,79.00333333333333,2000,7.53,"G9V    ",19.7,0.2,0.07,HIP115147,115147.0
553480551264062848,0.010522541801538622,1,5,383,80.63958333333332,79.23111111111112,2000,5.08,"F6V    ",20.9,-0.08,0.16,HIP25110,25110.0
1141280704422528128,0.003988890291944171,1,5,469,101.55916666666666,79.56472222222222,2000,5.44,"F8V    ",17.8,-0.1,-0.6,HIP32439,32439.0
567659818855055488,0.0038543126297605444,1,5,237,50.34083333333333,79.96722222222222,2000,11.2,"M2:    ",13.7,0.41,0.28,HIP15638,15638.0
565471721996476160,0.0077743365897978145,1,5,98,20.37875,80.15166666666667,2000,9.67,"K8     ",24.1,0.28,-0.08,HIP6344,6344.0
1139252071109797760,0.0035912841648603876,1,5,553,119.07166666666666,80.26527777777778,2000,6.55,"G8V    ",17.0,-0.48,0.09,HIP38784,38784.0
1720995598827435648,0.007572141580167382,1,5,1049,232.29666666666665,80.44833333333334,2000,6.57,G8IV-V+,22.0,-0.23,0.11,HIP75809,75809.0
1720995598827436928,0.005882400883169777,1,5,1050,232.3483333333333,80.45,2000,7.3,"G5     ",21.7,-0.22,0.11,HIP75829,75829.0
1144584084028819072,0.006725726875750329,1,5,644,141.98416666666665,80.58,2000,9.27,"K8     ",22.9,0.01,-0.44,HIP46417,46417.0
1721626615421969408,0.08053792732201631,1,5,982,217.34291666666664,80.80972222222222,2000,6.88,"G5     ",19.5,-0.07,-0.13,HIP70857,70857.0
2299942278201276288,0.004644880804412786,1,5,1562,341.8829166666667,83.69694444444445,2000,7.53,"K2     ",19.9,-0.15,0.12,HIP112527,112527.0
1147862174868109184,0.0034613307205236424,1,5,722,158.79708333333332,84.39916666666667,2000,7.29,"K0     ",21.0,0.02,0.05,HIP51819,51819.0
1727877167227120128,0.011413501171647081,1,5,1204,262.6983333333333,86.96777777777778,2000,5.78,"A2m    ",47.8,0.06,0.01,HIP85699,85699.0
5765846127180770432,0.004634070990884671,1,5,897,198.85999999999999,-87.56055555555555,2000,7.11,"G5IV-V ",24.6,-0.22,-0.16,HIP64690,64690.0
5772879737424829184,0.0106071491844843,1,5,968,214.55791666666667,-81.0075,2000,4.89,"A2m... ",42.8,-0.02,-0.07,HIP69896,69896.0
5788524757093517568,0.055522253644303146,1,5,855,189.96291666666664,-77.84305555555555,2000,9.05,"K5V    ",26.8,-0.85,0.36,HIP61792,61792.0
6356922790630285312,0.006917281483712748,1,5,1531,334.4608333333333,-77.51138888888889,2000,5.49,"F3III  ",38.4,-0.04,0.01,HIP110078,110078.0
5210240323024349440,0.04804535232516188,1,5,574,124.63166666666667,-76.91944444444445,2000,4.05,"F5III  ",19.4,0.11,0.11,HIP40702,40702.0
6377828354964753792,0.004653337630223602,1,5,1641,358.45874999999995,-75.6325,2000,9.99,"M...   ",10.1,0.24,-0.38,HIP117828,117828.0
6357835694518769408,0.004791972269993215,1,5,1539,336.4633333333333,-75.01555555555555,2000,6.12,"G3IV   ",23.0,0.06,0.01,HIP110712,110712.0
5264749303461634816,0.010609317342784346,1,5,440,92.56041666666667,-74.75277777777778,2000,5.08,"G5V    ",10.1,0.12,-0.21,HIP29271,29271.0
6370513647703084544,0.003321227741211161,1,5,1487,325.12416666666667,-74.07416666666666,2000,7.07,"G8V    ",22.1,-0.14,0.21,HIP107022,107022.0
5205029672995661056,0.026471660671796703,1,5,707,156.09875,-74.03138888888888,2000,3.99,"F2IV   ",16.2,-0.02,-0.03,HIP50954,50954.0
4644127147661088256,0.003989643267407402,1,5,171,38.245416666666664,-72.68722222222223,2000,8.84,"K4V    ",22.5,0.14,0.2,HIP11852,11852.0
6416143002299883904,0.006046590859250544,1,5,1362,299.0670833333333,-72.36416666666666,2000,8.4,"K5V    ",23.3,-0.01,-0.3,HIP98106,98106.0
5843518239923379328,0.04680315631876282,1,5,882,195.56791666666663,-71.54861111111111,2000,3.61,"K2III  ",27.8,0.26,-0.02,HIP63613,63613.0
4657193606465368704,0.0019104878173541301,2,5,411,86.13291666666666,-70.14333333333335,2000,8.09,"K0V    ",25.5,-0.31,1.24,HIP27080,27080.0
6387649914378668160,0.004156818870761868,1,5,1591,347.5858333333333,-68.83888888888889,2000,8.7,"K3V    ",20.8,0.07,0.32,HIP114416,114416.0
5856411869205581568,0.00568780268696802,1,5,847,188.3808333333333,-68.75555555555556,2000,7.13,"K0V    ",16.1,-0.55,-0.31,HIP61291,61291.0
4693818888483537664,0.02292700498468092,2,5,161,35.437083333333334,-68.65916666666668,2000,4.08,"A3V    ",41.4,-0.05,0.0,HIP11001,11001.0
6421542154150684160,0.006182539956150391,1,5,1322,287.4704166666666,-68.42416666666666,2000,5.31,G8/K0II,36.8,0.15,-0.04,HIP94150,94150.0
4706564427272810624,0.1038371581269177,1,5,2,0.5362499999999999,-68.28055555555555,2000,9.24,"M0V    ",15.8,0.21,-0.23,HIP169,169.0
4695167130257150592,0.006651536219842273,1,5,180,39.897499999999994,-68.26666666666667,2000,4.12,"B9III  ",47.0,0.09,0.0,HIP12394,12394.0
4706630501049679744,0.006032970036935977,1,5,7,1.3237499999999998,-67.8325,2000,8.49,"K5V    ",16.0,-0.12,-0.56,HIP436,436.0
6391176735363140480,0.00609487983995234,1,5,1588,347.42083333333323,-67.73277777777778,2000,8.29,"K5V    ",15.0,-0.32,-0.22,HIP114361,114361.0
6385955326441803264,0.0032832737107670036,1,5,1543,337.1570833333333,-67.4888888888889,2000,5.56,"A3V    ",43.5,0.15,-0.07,HIP110935,110935.0
4704272495284592512,0.24752845081001965,1,5,85,17.595416666666665,-67.44472222222223,2000,9.8,"K      ",8.13,0.39,0.57,HIP5496,5496.0
6427244702486210816,0.004645199690384607,1,5,1379,301.3866666666666,-67.32083333333333,2000,6.07,"G2V    ",17.7,0.84,-0.67,HIP98959,98959.0
6388327179181381248,0.006438830417919981,1,5,1601,349.3225,-66.93777777777778,2000,9.02,"K5V    ",27.1,0.35,-0.41,HIP114980,114980.0
6434153380720177664,0.003402037488672121,1,5,1334,291.28999999999996,-66.46861111111112,2000,8.4,"K5V    ",26.1,-0.23,0.24,HIP95467,95467.0
5248192926090003968,0.050517672414905374,1,5,620,135.61166666666665,-66.39583333333334,2000,4.0,"Am     ",38.1,0.0,-0.1,HIP44382,44382.0
5273030069127658240,0.02561820188929352,1,5,583,126.43416666666664,-66.13666666666667,2000,3.77,K2IIIva,33.1,-0.04,-0.15,HIP41312,41312.0
5274724274807870336,0.004398616744973387,1,5,561,120.62999999999998,-66.02083333333333,2000,7.18,"K1V    ",17.2,-0.16,-0.13,HIP39342,39342.0
6485255520080979968,0.0026254963638145915,1,5,1640,358.41624999999993,-65.94694444444445,2000,6.64,"G0V    ",25.8,-0.04,0.09,HIP117815,117815.0
4660016396371388672,0.08007053081831202,1,5,412,86.19333333333333,-65.73527777777778,2000,4.34,"A7V    ",44.4,-0.03,0.01,HIP27100,27100.0
6401464693866921472,0.013518086981243039,1,5,1472,321.61083333333335,-65.36611111111111,2000,4.21,"F6V    ",9.21,0.08,0.8,HIP105858,105858.0
6438274350302427776,0.0191812384422011,1,5,1288,281.3620833333333,-64.8711111111111,2000,4.78,"A7V    ",29.2,0.03,-0.15,HIP92024,92024.0
6053245135151088512,0.01277443090049185,1,5,818,181.72041666666664,-64.61361111111111,2000,4.14,"F2III  ",19.6,0.03,-0.04,HIP59072,59072.0
6485789573494536832,0.017904547639147256,1,5,1644,359.39624999999995,-64.29805555555555,2000,5.0,"A1V    ",48.7,0.08,-0.06,HIP118121,118121.0
5828317422956035072,0.0031590424593531423,1,5,1129,246.98874999999995,-64.05777777777777,2000,5.28,"F4IV   ",40.4,0.05,0.03,HIP80645,80645.0
5237611398000522880,0.014676623498759074,1,5,778,171.4295833333333,-63.97222222222222,2000,5.18,"F7V    ",27.4,-0.31,-0.07,HIP55779,55779.0
6629790584164277376,0.0024821897629695314,1,5,1258,274.9170833333333,-63.88638888888889,2000,6.17,"F9V    ",22.9,0.04,-0.28,HIP89805,89805.0
4721111481504251264,0.003551674275784237,1,5,202,43.092499999999994,-63.67972222222222,2000,11.3,"M      ",11.5,0.98,0.63,HIP13389,13389.0
4673947174316727040,0.004323704999582663,1,5,245,51.74666666666666,-63.49888888888889,2000,8.08,"K5V    ",16.3,0.36,-0.25,HIP16069,16069.0
5826168461827543168,0.07546240015682712,1,5,1083,238.7858333333333,-63.43055555555555,2000,2.83,"F2III  ",12.3,-0.19,-0.4,HIP77952,77952.0
5285775539195330560,0.003678883322972977,1,5,504,108.27958333333332,-63.344722222222224,2000,9.08,"K5V    ",19.9,-0.27,0.58,HIP34890,34890.0
5863130980814698112,0.0025267007818690506,1,5,880,195.33166666666665,-63.19499999999999,2000,10.9,"---    ",16.8,-0.39,-0.41,HIP63550,63550.0
4900916679578514048,0.006425814738174983,1,5,40,8.182916666666666,-63.03138888888889,2000,5.07,"A0V    ",46.4,0.09,-0.05,HIP2578,2578.0
4674061072553303040,0.021156999093216836,1,5,247,52.344583333333325,-62.9375,2000,4.71,"F5IV-V ",21.4,0.38,0.37,HIP16245,16245.0
4722111590409480064,0.0020252483853553825,1,5,232,49.442499999999995,-62.57527777777778,2000,5.53,"G2V    ",12.1,1.34,0.65,HIP15330,15330.0
4722135642226356736,0.021846602740287255,1,5,233,49.55333333333333,-62.50611111111111,2000,5.24,"G1V    ",12.0,1.33,0.65,HIP15371,15371.0
6631770869026896512,0.0048340234704648275,1,5,1295,282.6108333333333,-62.05083333333333,2000,10.7,"M3     ",16.6,0.09,0.06,HIP92451,92451.0
6489909443564308224,0.010040276585716287,1,5,1599,349.24041666666665,-62.00111111111111,2000,5.64,"F7V    ",20.5,0.18,-0.03,HIP114948,114948.0
5479782647926975360,0.007645375165721072,1,5,464,99.95833333333333,-61.47805555555556,2000,9.71,"M1V    ",21.9,-0.03,0.08,HIP31878,31878.0
5876112300125320448,0.0022204308242212514,1,5,1027,227.68624999999997,-61.42222222222222,2000,6.29,"G3IV   ",24.1,-0.18,-0.01,HIP74273,74273.0
5854627701096227200,0.011699410125080049,1,5,974,214.9645833333333,-61.272777777777776,2000,5.22,"Am     ",48.3,-0.17,-0.09,HIP70035,70035.0
6056280401373072000,0.014517509338971455,1,5,863,191.40874999999997,-60.98111111111111,2000,4.69,"K1III  ",38.2,0.11,-0.06,HIP62268,62268.0
6409473742721612544,0.0011023166266534478,1,5,1509,329.88375,-60.93277777777777,2000,9.53,"K7     ",23.2,-0.01,-0.09,HIP108567,108567.0
5914096303621755520,0.002981253956541782,1,5,1173,257.54333333333335,-60.728611111111114,2000,7.38,"K0V    ",13.6,0.07,0.59,HIP83990,83990.0
6454999399628150016,0.02562028066511858,1,5,1413,308.8954166666666,-60.58166666666667,2000,4.75,"F1III  ",27.5,0.07,-0.19,HIP101612,101612.0
6490470881687779968,0.0040828554212163455,1,5,1603,349.7725,-60.52055555555555,2000,8.93,"K7V    ",19.2,-0.1,-0.04,HIP115123,115123.0
4759543295545939840,0.0031188785247963256,1,5,390,81.91416666666666,-60.41583333333333,2000,6.99,"G5V    ",19.5,-0.15,-0.09,HIP25544,25544.0
5291028181119851776,0.009628732606666668,1,5,554,119.44541666666665,-60.30305555555555,2000,5.59,"G2V... ",16.1,0.52,0.12,HIP38908,38908.0
5299440441521812992,0.0036902322793882286,1,5,640,140.40666666666664,-60.28194444444444,2000,9.49,"M0V    ",10.4,-0.84,0.18,HIP45908,45908.0
4714571105305843456,0.0025749322689744172,1,5,132,29.135416666666664,-60.22638888888889,2000,8.61,"K5V    ",19.7,0.45,0.19,HIP9044,9044.0
5481848424118748672,0.005466687738764754,1,5,453,95.62874999999998,-60.218611111111116,2000,6.53,"G1V    ",23.4,-0.01,0.06,HIP30314,30314.0
4723578819956587776,0.0054376906457419775,1,5,218,47.09333333333333,-60.1725,2000,9.27,"K5V    ",21.4,0.21,0.13,HIP14587,14587.0
4758877919212831104,0.0069434190252944785,1,5,423,88.51749999999998,-60.02333333333333,2000,7.17,"K3V    ",12.8,-0.05,-0.06,HIP27887,27887.0
6409685433069148288,0.005520446677031663,1,5,1510,329.89458333333334,-59.75277777777778,2000,9.74,"M2     ",11.8,0.89,-0.13,HIP108569,108569.0
4681579571719845632,0.002443585701099701,1,5,287,62.14874999999999,-59.526666666666664,2000,9.71,"K4V    ",25.6,-0.08,-0.12,HIP19333,19333.0
4906784051581554560,0.0029155220468455177,1,5,47,10.107083333333332,-59.45444444444445,2000,5.89,"G1V    ",25.4,0.88,0.44,HIP3170,3170.0
5866992641380992256,0.003957251175926867,1,5,971,214.76999999999998,-59.37888888888889,2000,6.66,"K3V    ",11.8,-0.45,-0.81,HIP69972,69972.0
4678664766394767616,0.009509815627347394,1,5,301,64.12083333333334,-59.301944444444445,2000,4.44,"K2IV   ",18.2,-0.05,-0.17,HIP19921,19921.0
6062166950455775232,0.019044824688424423,1,5,896,198.5629166666666,-59.10305555555556,2000,4.9,"F7IV   ",18.0,-0.25,-0.15,HIP64583,64583.0
5303126622966501376,0.008181052960197093,1,5,617,134.85083333333333,-59.08361111111111,2000,5.17,"F3V    ",26.1,-0.17,0.28,HIP44143,44143.0
5338833263115792512,0.032011444328734186,1,5,741,163.37374999999997,-58.85305555555556,2000,3.78,K0III-I,29.6,0.08,0.04,HIP53253,53253.0
5877059048305044480,0.02780567103780342,1,5,1033,229.3783333333333,-58.801111111111105,2000,4.07,"A3V    ",29.6,-0.1,-0.14,HIP74824,74824.0
6453300894679705984,0.002676298689025826,1,5,1469,321.0629166666666,-58.69222222222222,2000,8.68,"K3V    ",25.3,-0.1,-0.02,HIP105675,105675.0
4762394397915837056,0.002475977122377535,1,5,352,73.72083333333333,-58.5475,2000,6.11,"F3V    ",30.8,0.1,0.07,HIP22844,22844.0
5927236979422123264,0.002852690014277624,1,5,1137,249.7670833333333,-58.25805555555556,2000,7.01,"G3V    ",21.6,-0.23,-0.29,HIP81520,81520.0
4726387007013852672,0.6707909929943324,1,2,178,39.754999999999995,-58.18694444444444,2000,9.48,"M0Ve   ",16.5,-0.02,0.03,HIP12351,12351.0
4717465707105157120,0.0046101924547277675,1,5,110,23.8125,-58.13944444444444,2000,6.03,"F2V    ",40.4,0.28,-0.03,HIP7387,7387.0
4918476567469050624,3.938060120546043E-4,1,5,18,3.2095833333333332,-57.9125,2000,7.22,"K0V    ",20.3,-0.12,0.04,HIP1031,1031.0
5835113573101867520,0.004478439556176104,1,5,1103,243.45249999999996,-57.57027777777778,2000,7.53,"K0V    ",13.7,-0.85,-1.41,HIP79537,79537.0
4763897739549071744,0.0034607134370623852,1,5,367,76.44749999999999,-57.55361111111111,2000,8.98,"K7V    ",11.5,-0.03,0.12,HIP23708,23708.0
4763906879239461632,0.007783781473527927,1,5,366,76.37791666666666,-57.472500000000004,2000,4.71,"F7V    ",11.6,-0.03,0.12,HIP23693,23693.0
6060965699625586176,0.005145605055068923,1,5,862,191.30999999999997,-57.35777777777778,2000,7.82,"K3V    ",20.1,-0.2,-0.13,HIP62229,62229.0
5918660719981686144,0.01274309152250223,1,5,1231,266.6424999999999,-57.31888888888889,2000,10.7,"M5     ",5.81,-1.12,-1.35,HIP86990,86990.0
4764027962957023104,0.0024920692034923523,1,5,358,75.19624999999999,-57.25694444444444,2000,10.0,"---    ",26.2,0.04,0.07,HIP23309,23309.0
5342789374656153088,0.005525911099172178,1,5,782,172.64583333333331,-57.13361111111111,2000,8.34,"K4V    ",22.2,-0.55,0.04,HIP56153,56153.0
6456884409233519360,0.010226754439667252,1,5,1449,315.80791666666664,-56.96333333333334,2000,12.8,"M4     ",14.1,-0.36,0.35,HIP103910,103910.0
5895265380327966464,0.006088231127239867,1,5,959,213.30374999999998,-56.74194444444444,2000,10.2,"M2V:   ",11.7,0.36,0.18,HIP69454,69454.0
5895265380327966464,0.006088231127239867,1,5,958,213.30374999999998,-56.74194444444444,2000,10.2,"M2V:   ",11.7,0.36,0.18,HIP69454,69454.0
5835498883232034816,0.004780572428229014,1,5,1100,242.4283333333333,-56.44499999999999,2000,7.11,"K3V    ",14.3,-0.14,0.33,HIP79190,79190.0
6460163255986109056,0.005887001681464284,1,5,1474,321.74375,-56.125,2000,8.65,"K3V    ",23.1,0.66,0.14,HIP105905,105905.0
