source_id,original_ext_source_id,angular_distance,number_of_neighbours,gaia_astrometric_params
589733919234988160,46812,0.006204879574368926,1,5
589595213266676352,47336,0.005970170466895382,1,5
3339075771127129216,25554,0.006183514119799271,1,5
1744953235641556096,104178,9.844097802424018E-4,1,5
3386931602408686080,24606,0.004016104711786337,1,5
4299811611095296896,99295,0.002066975787569246,1,5
3868368196151665152,53872,0.005341937220038046,1,5
3868404132142677376,53625,0.005301539325587535,1,5
3303023678205685120,18700,0.0015496471684059,1,5
3147783494041445632,39359,0.003000209404724224,1,5
1801671336806129664,99912,0.006778702662565076,1,5
2571366790920160640,9210,0.0011703013327893873,1,5
36227297525551488,17778,0.002688117625117864,1,5
3303718500832809600,19217,0.0094718138544975,1,5
3159084515071602688,32962,0.0019939381034296613,1,5
3303613737991988736,19443,0.004099688651482084,1,5
27385162451495296,13759,0.004329793110650079,1,5
3870646487323534848,51997,0.0017085342667939132,1,5
15572731077193600,14436,0.011471711480141785,1,5
1765599383951226112,107780,0.00828190751777568,1,5
4311971453825255296,92779,0.00890360363556947,1,5
1168319963091205120,74589,0.005026208876137394,1,5
22319162626504320,12877,0.006563542878218369,1,5
3916077070833037568,56999,0.0047413489188890875,1,5
2574136151473001600,8708,0.009668448476893016,1,5
1801627734298203136,100282,0.002256377507092109,1,5
2715342237940142336,113894,0.001945067728029699,1,5
3738318338775659648,65790,0.006410554214935292,1,5
3300766380832558336,20481,0.0040468898405447325,1,5
592001288305681280,44935,0.005830333609489035,1,5
4444857157801998080,83204,0.0030377148274284955,1,5
3906535027891367040,59589,0.005252289444095741,1,5
1189279506575622528,77095,0.0015639440428449332,1,5
3161729287211002752,36810,0.002758772786642849,1,5
1168312507028053632,74718,0.009563492153784468,1,5
4482994298432915328,89331,0.002838260863404427,1,5
3724137731153649280,68879,0.0027820323420008866,1,5
2583040370296633856,5422,0.004748749289152814,1,5
1177915091829027328,71695,0.007850104247773233,1,5
1175109138154938880,72543,0.0035394865048729938,1,5
1180316356504626560,73008,0.008331033805615964,1,5
2717594072113581696,112029,0.034537966402383595,1,5
3904290615420778112,61397,0.0036027007418336417,1,5
24570756281835392,11130,0.0039015366463141334,1,5
1754011459110721664,100802,0.008454946434279026,1,5
1756741374681702784,103527,0.008081466227508933,1,5
3726354449674413696,67233,0.004921739574050378,1,5
3294198585563223552,21506,0.003947720871072221,1,5
3327823437849055104,31465,0.0020134714007292954,1,5
3303200974453288320,18063,0.0022552394260581103,1,5
612713510392406528,48033,0.004764013553631295,1,5
603820660347680640,44050,0.020760886947143148,1,5
3303614287747793920,19460,0.006490743562716168,1,5
589655201074817280,47151,0.008617787991591222,1,5
3330644681608709632,30402,0.004226192936606558,1,5
648861707505022464,40280,0.00387817559313687,1,5
2574033892596199680,8904,0.0075655329794388675,1,5
2727493078377616256,109703,0.0024060860919994714,1,5
603673325789272832,44548,0.0013101646269127584,1,5
1177366018914257280,70721,0.005663186911674276,1,5
3327794953625803776,31662,0.003068239878791384,1,5
2774453082560954368,3577,8.316938075098536E-4,1,5
3291991006733044736,23544,0.0015114543274238144,1,5
4539864892406879872,84417,0.006102720683859951,1,5
1751680734976457728,102582,0.0052655368825587235,1,5
4456538949154014848,79191,0.004225281946302161,1,5
4539829158279285504,84671,0.014378848686795117,1,5
3150465787014896640,38786,0.0015808149892706904,1,5
601466331074780416,42355,0.0015160522019547213,1,5
3294750261225993600,22348,0.0022240179175829363,1,5
3906512625342044032,59797,0.004717268989928168,1,5
3877274442199475840,50611,0.002820224518187743,1,5
27257344224863360,14036,0.01838822015316669,1,5
1745568309317609088,105533,0.0030334935405946055,1,5
4447540447210019072,82604,0.00520982167221449,1,5
3159698042557434240,34384,0.0541662635920851,1,5
4456127942261895808,77725,0.02094742893239058,1,5
1756782949965209344,103316,0.007276890961638618,1,5
4489761934236881280,87252,0.0034325065128946353,1,5
3882446579256460928,51304,0.00472073270373396,1,5
613053225125738112,48312,0.0038624282245973704,1,5
4302968785712738688,96632,0.004470740019350392,1,5
3149941697926770304,37492,0.003107283981254905,1,5
2762587702830226688,116087,0.007473895209741011,1,5
613616754899605248,47384,0.00816793256623024,1,5
2585304406472297344,7117,0.0016303124917229016,1,5
4458811403469446400,81000,5.951192054680411E-4,1,5
4480760576159046528,91090,0.004436117420413582,1,5
4480898393059979776,90599,0.0036656138998583786,1,5
2583056283150624256,5359,0.0024058318122953904,1,5
3291772203919064960,23866,0.006467116851192226,1,5
1753792931170644352,101160,0.007107292299741975,1,5
3158913644093016960,33667,0.006362834803574192,1,5
2718150528076517888,113134,0.0378448250414778,1,5
4492025004044534784,85570,0.0038067346241532317,1,5
13327627117470208,16250,0.0053125506783479725,1,5
4503943469579629184,91882,0.005430236071021099,1,5
1742754040586905728,106460,0.004863008574406655,1,5
2585267297954893440,7277,0.003031263187866528,1,5
3161904040841129472,36006,0.0037295097444406456,1,5
3162657309385631232,35894,0.009660457535600436,1,5
3341910896220673664,28558,0.031311405173957516,1,5
3916227429048068480,56553,0.002115738344337706,1,5
4300708365912183936,98705,0.00504360724622046,1,5
4302828529268337536,97145,0.007359558419885037,1,5
3868231169515063680,54351,0.003010372045047989,1,5
3330088809760027520,29519,0.006777523810636026,1,5
4444870592459737472,83165,8.394908330192335E-4,1,5
2585270321611891712,7328,4.817310114472094E-4,1,5
2765579405250769408,118019,0.006399763101740759,1,5
4309630696619547264,95192,0.0013684883800532907,1,5
3927484332173039488,62133,1.1117006303538062,1,2
3294162885795117696,21676,0.008160444503960673,1,5
27270263486558080,14214,0.009503895660142137,1,5
3159517344694331776,34450,0.001073905934304428,1,5
1744775252197158144,105008,0.003790866559830078,1,5
3927522093525394688,61856,0.003998056749476536,1,5
1177471095289861760,70404,0.001690859297254023,1,5
3336947288414901632,27257,0.0030829454988818453,1,5
3327980255695313792,30905,0.002204124161257812,1,5
1765978990340483968,107811,0.00879342738518522,1,5
3738380255024129152,65578,0.005183845768529477,1,5
3727857413350128768,67283,0.0012687898211885306,1,5
601094799224441600,41344,0.00639564590211628,1,5
3963592603265926784,54968,0.004145977139921486,1,5
2729562290541796224,110737,0.0025712409924495373,1,5
4456702299647410432,78779,2.615821768613685E-4,1,5
592592752546464256,45700,0.0030652053743867235,1,5
3159656089318576896,34033,0.012829154349472054,1,5
4302834576582287616,97154,0.00495812592388046,1,5
2810636223525150848,114575,0.013268138163417532,1,5
4314653781172839040,96282,0.001749369141753185,1,5
2580242839053579136,6212,0.014568455215419381,1,5
4483574428255425024,90181,0.005867309673067122,1,5
2763348358718319744,116403,0.0016049039955999657,1,5
2811377878477607808,114280,0.8727175058102958,1,2
3736865265439463424,63608,0.11253361918302895,1,5
4540020748180190976,84125,0.0013554117133701491,1,5
3918699990181185408,58968,0.0032147945013484064,1,5
15630661596228352,14861,0.0030400928551202384,1,5
4503983052022778368,91586,0.001249189203417599,1,5
3294764902772002304,22324,0.0018567614797492921,1,5
1166216253750406144,76114,0.005927385871061574,1,5
1756612250784459520,103969,0.002348184015900391,1,5
3303738807440650240,19112,0.010076779153109925,1,5
2728059258146580608,108766,0.020171373236234344,1,5
2810593102053551744,114687,0.002686292854077311,1,5
4504166361225172736,92475,0.006093371601404732,1,5
16014322434665600,15922,0.008391003849650734,1,5
2754299652899648768,1670,0.07095932816382322,1,5
1189342728494145152,76899,0.003431559977947365,1,5
2764093106047292288,116198,0.0015463550999245531,1,5
1754393470680796288,101920,0.007250103038957678,1,5
4309730923966732544,94747,0.004775106519771768,1,5
3916446953416628480,57163,0.005668927255328352,1,5
4456177282846232064,78029,0.0018536425431919953,1,5
3913320320304290176,57882,0.0024387922405099713,1,5
4458956985680337024,80548,0.004444254889334333,1,5
1753973659102620416,100398,0.00456690855425954,1,5
1168936789115319424,75448,8.255570747004185E-4,1,5
4444731435519785984,83636,0.001765439181326072,1,5
3927719730740183424,62619,0.007415762473391445,1,5
1751546525838411520,103068,0.005411115303568106,1,5
4458990005388621952,80822,0.0029899627717000555,1,5
4447885522062131584,82967,0.004423278368922316,1,5
2583064770006046080,5527,5.410371982544647E-4,1,5
3351083846851995648,32012,0.004609361754997754,1,5
2765462891378117504,184,0.005001997592671068,1,5
2571199008022444416,9964,0.01072654039668941,1,5
3147844448217113088,39209,0.005751921351014694,1,5
1744837439030364416,104888,0.006771908767619433,1,5
3161782506149824128,36746,0.003550979472701289,1,5
3156713658763361152,35657,0.0048582965375032275,1,5
27274966475063552,14172,0.009265725619335275,1,5
3156866177344576000,35062,0.008775686969612617,1,5
1189346748583631104,76972,0.00239423003215897,1,5
2571433483172510848,9569,0.004989692288597454,1,5
3870665660057520640,51945,0.021994435358918065,1,5
3916285153408484736,56429,0.9623359829937042,1,2
3161967262760136192,36385,0.0036291626194543225,1,5
4504733503057690112,91451,0.003396302181922369,1,5
4314798744888764544,95772,0.0024825882455404074,1,5
3303962729853065984,19750,0.004463703102075116,1,5
3303091946708481792,18581,0.006849559585890649,1,5
1178121422057906816,71505,0.005900884968641914,1,5
2724520647475977344,109863,0.00802335680391749,1,5
4300769732407030784,98508,0.002717626871264275,1,5
1178121422057907328,71504,0.00379372944737513,1,5
2724359676396978176,110286,0.005081786528708381,1,5
601053945495427072,40983,0.006383381824303871,1,5
1177382893841485312,70828,0.002389054906372367,1,5
2574158313504213504,8588,0.00326172568956165,1,5
648763404293260032,40530,0.008583526210240666,1,5
4303770918113986304,98217,0.002092094928712657,1,5
4494986847853397888,87910,0.0017497441374299096,1,5
3150478362681760384,38810,0.004023061924320429,1,5
4540201824001540352,84923,0.0020086436601276614,1,5
2754348581167069056,1612,0.003911412880887796,1,5
3159110284874754304,33192,0.004780842201004367,1,5
4540061704988054400,84460,0.006406010745660429,1,5
25212076503356032,12194,0.002355239738129323,1,5
24417511848684928,11665,0.0033720964844190507,1,5
592469027424197760,46069,0.0021100788852146243,1,5
4314834891336816256,95510,0.005704784769132674,1,5
4483168059927386880,88930,0.0022984174945943794,1,5
1225376851271840512,69418,0.031077996441905287,1,5
2810597431380568448,114641,0.0051808566191827495,1,5
4495025949234959360,88227,0.002544441057329112,1,5
3918400304541917184,58652,0.005580146221370729,1,5
4540070535438247296,84346,0.013940763060091786,1,5
3156891195530764288,35405,0.00886558156503185,1,5
4312637517357693696,93867,0.6920421117684732,1,2
4447705030356801280,82395,0.0013218640228617692,1,5
1178273841857313792,71895,0.0064232262417825035,1,5
3877291244111532416,50729,0.0038644268310118793,1,5
2724371972887684608,110447,0.0015465638531352154,1,5
3339256640789037312,25245,0.004621384533383601,1,5
1745718697602229504,106053,0.0078055674149610605,1,5
2573513621733195264,8010,0.009210691948621102,1,5
4314849047539433984,95658,0.008446852037719658,1,5
3150150330258017280,37355,0.0033221509670180558,1,5
37175110905765760,17040,0.16477783231733065,1,5
1765985587410350336,107919,0.007936809428321924,1,5
4309815723798609280,95007,0.0059563118892921145,1,5
4483588481385686528,90285,0.007972124677274761,1,5
3963563461912298496,54714,0.004113487771643862,1,5
1765856463513533696,107280,0.0037536754438724906,1,5
3327996640991924224,31111,0.003523980132093433,1,5
3342069844369573504,28260,0.010571320804269495,1,5
3151405732019304576,38057,0.009822984564542404,1,5
2774618455981817088,3345,0.001972612129488492,1,5
4312465649933733376,94120,0.00430610206870328,1,5
3919278676894543872,58010,0.005980440829402209,1,5
3736883098144729216,63553,8.947848927704835E-4,1,5
3917027220678017664,56224,0.009724973960412801,1,5
2582653346498833664,4221,0.005719982790974621,1,5
3328031382987667968,31411,0.003059871893111212,1,5
3330672405617054976,30602,0.006698015299794172,1,5
3156859408474975616,35269,0.006325026398615178,1,5
3339301961284164864,25323,0.0020753248289457765,1,5
2760545531781174528,117238,0.004364433093947077,1,5
4448442596500189952,82239,0.004856045396506103,1,5
1169824988350407040,74809,0.010201714023638056,1,5
2751571180435171840,2724,0.0023183909953800458,1,5
3736184766526362496,64035,0.006585385688569939,1,5
598677041873269888,43530,0.0028565060125197964,1,5
2762665630716743296,115825,0.007601881122126236,1,5
27608122793834368,14298,0.00896135674354181,1,5
3907459957687901696,60784,0.004009746447795876,1,5
36472522977436928,17469,0.00936535896904297,1,5
3907471090243160192,60943,0.0016759670963128474,1,5
4312610201366622720,93695,0.004184881133056929,1,5
15636842053872512,14843,0.003129443264939152,1,5
36615734367427072,17873,0.010580954964892267,1,5
4489934695002084352,86906,0.0038335978880379867,1,5
3726996598824786688,67962,0.004009715665677151,1,5
2753834422041820928,813,0.02006637845182961,1,5
3294081521934473216,22044,0.018244820514237498,1,5
2583075833841794048,5513,0.003993678063511456,1,5
4315026412531604480,96416,0.00575319923075172,1,5
1166128602058080512,76512,7.327479817575969E-4,1,5
3351171013220344448,32220,0.00716553616869985,1,5
3330259852538068608,29022,0.010091492951998812,1,5
604623338195372800,43756,0.004691701431737629,1,5
598909481207748480,43137,0.00567448565922561,1,5
4503872551110667776,92236,0.016914481678631466,1,5
3330824279960683008,29994,0.006839789582927197,1,5
3294091211380706432,21983,0.0031952570424618335,1,5
3870728504019410304,52236,0.008259773550593348,1,5
4504187904781594624,92401,0.011688159862527959,1,5
3907144294771411712,60527,0.0094792123555116,1,5
3882560898401592448,51532,0.0022016208241399508,1,5
3303975236798772352,19663,0.008033989673962497,1,5
2753802467484742912,694,0.003663292577187886,1,5
2760581918743899392,117506,0.002779444041785678,1,5
3339693176968448512,26669,0.0073019409854323805,1,5
1765674116382219136,107647,8.787309206578417E-4,1,5
3880298721946807040,49527,0.26082159439820735,1,2
2583965304388900736,4765,0.004591588147884023,1,5
2763370245871614976,116325,0.00480893801618432,1,5
3871997546595984000,52707,0.008533609230659593,1,5
1742592515457556096,106760,0.005731008996689078,1,5
3301069605523701376,19974,0.0039071903276835405,1,5
73254725977956992,9952,0.004041308079668537,1,5
648922249363795200,40197,8.961002448217525E-4,1,5
3870728744537577728,52241,0.010520325475195512,1,5
3916153521250099712,56947,0.00665296446591686,1,5
4480931550208801536,90696,0.0028113242247209836,1,5
2762808361069940352,115408,0.0018032532428096592,1,5
4312690809316055552,93778,0.006951075948177704,1,5
3161985817018929664,36553,0.003200110286217172,1,5
3340573065446453888,25917,0.0073605713666638865,1,5
2755113944338941184,1465,0.014620438503773018,1,5
1751741276835669504,102510,0.005419002895127606,1,5
1178144580521575168,71476,0.0019445756803693796,1,5
4483969088515055872,90439,0.0031075784451891856,1,5
4312046495498949888,92638,0.005852498784031698,1,5
3726625066973767552,66898,0.003730136053979261,1,5
