source_id,original_ext_source_id,angular_distance,number_of_neighbours,gaia_astrometric_params
1744854142156208128,104759,0.003795165557094773,1,5
3906803888551408000,59278,0.0034799789356739796,1,5
4504047648325087616,91904,0.009592100763255583,1,5
3964330513007313536,54622,0.0028182227075106113,1,5
3963759312421361408,55421,0.0021955746574907273,1,5
3736371516000057728,64412,0.004396737341937869,1,5
3736149169837090816,63752,0.011324776592058652,1,5
3727367512199792128,68068,0.004231576909738004,1,5
3739145480757728384,65371,0.007356291822534272,1,5
3330686669209149824,30552,0.0019677225412176053,1,5
3879783527734066816,48654,0.002540441332188201,1,5
4453960014569228416,79989,0.00301207816134581,1,5
3883301209028759552,50845,0.0023886848975245064,1,5
4447758184871808000,82544,0.0025539106511360214,1,5
4492978826084111872,86556,0.00624536135026401,1,5
4480796241568890624,91191,0.005384026716235359,1,5
3306104544145237504,21091,0.005681736390261425,1,5
3868491612036282752,54186,0.005530207131182476,1,5
1177532908459199488,70386,0.011529266208071404,1,5
4313340105290886912,93505,0.0015219746135934594,1,5
3328013928239036032,31066,0.010113714381248314,1,5
1181144426199289984,72798,0.003552971987546413,1,5
3726582014221671808,66583,0.0019841682539451537,1,5
3919294929050823936,58171,0.005410189397126834,1,5
1801856707598192640,99575,0.003052268608158754,1,5
1755310188501616128,101233,0.25516648321910373,1,2
1178329779511387904,71830,0.01029670278177733,1,5
601822847719869952,42839,0.005303086682081251,1,5
2765848613800940544,326,0.009414618489389395,1,5
3294318565473592704,21684,0.0034693953415351995,1,5
602396895869804032,41951,0.005849737025485353,1,5
15660142251730944,14977,0.003708470115951734,1,5
4312695104283397248,93753,0.0028784215903389795,1,5
1756683203644232064,103869,0.00736795270987076,1,5
2762891923953641600,115607,0.002835177538556011,1,5
3724366292133176576,68708,0.0062821464646978286,1,5
2729601460643619072,110825,0.006655218480639563,1,5
3877532797367523968,50424,0.0023323969112130773,1,5
4495053608824960896,88272,0.007829506345276504,1,5
2718515462857930496,113427,0.004905496368243614,1,5
3871296436134635136,53200,0.04073949041648126,1,5
3726585312756522496,66517,0.0070316386518488655,1,5
3906808325250047360,59255,0.001888119374327038,1,5
3906784823189066880,59480,0.00397651995546023,1,5
4312660774553154176,94064,0.00541177943899649,1,5
3331004531148465792,30841,0.010436527461130767,1,5
4447757257157023104,82586,0.003222932809169925,1,5
3159785625531631232,34189,0.0068702875011509975,1,5
3304546811048006400,18825,0.008415587128871905,1,5
3964335697032126336,54613,0.010451322088508096,1,5
1178201789485971456,71338,0.002195353978880863,1,5
4444954189703632384,83596,0.0011892554121511567,1,5
1755320049742344960,101421,1.0485853211610452,1,2
4303793836060924032,98377,0.0026971167677257296,1,5
22231785811825280,13364,0.0019207066889780965,1,5
16264220811754368,15668,0.003069401415671558,1,5
1754571763363393408,101522,0.006583397293339491,1,5
3883317121883053184,50782,0.007851879707630582,1,5
3735683359159881984,62974,0.1327431288670653,1,5
4492840223197138304,86123,8.2714438321251E-4,1,5
2583325732218819968,5086,0.0017256210964716092,1,5
3882523343207286144,51179,0.010358639905171777,1,5
3963784021368540544,55461,0.005898360937386068,1,5
3339921875389105152,26335,0.0069354234793376915,1,5
4459778733182681088,80183,0.0011289146694230126,1,5
3736341141991450240,64607,0.008697408210813145,1,5
3870560931574914944,52525,0.01661155494162276,1,5
3918774619532899712,58932,0.003415869490016868,1,5
16370186245017600,16322,0.03162386095941476,1,5
24707336241895168,11242,0.005659271399538276,1,5
2727430165696789376,109083,0.0053293263510361295,1,5
4444910862071660928,83271,0.001193380367252319,1,5
3387172361094938752,24555,0.004665476126248738,1,5
4444966284331311360,83526,0.002708800687125662,1,5
2718565284478517632,113375,0.00162765683534033,1,5
648986192837050624,40580,0.004031731609274149,1,5
3877501117688759296,50623,0.004934797153908836,1,5
2717860080912937472,111871,0.0014819505397494406,1,5
4504815171838622208,91297,0.0064672578674597105,1,5
3871346257755277312,53115,0.004299530431916637,1,5
72533652508688640,10549,0.00407279950380335,1,5
3387127968312797312,24249,0.001902581249211411,1,5
3304571240821962368,18890,0.0035308317736729186,1,5
2586270980272349824,6451,0.00623219427221697,1,5
3738631562150374272,66272,0.006680847147536867,1,5
4492851871148502272,86085,0.0036774795158471853,1,5
2585487818755716224,6764,0.001581659215564981,1,5
1801954735923267712,99577,0.013552676292011342,1,5
28239998382321152,13366,0.007923035959936318,1,5
2728110179278870656,108806,0.009243450850880327,1,5
2571495433780162816,9561,0.009617579164142421,1,5
2763435357576714752,116627,0.0066830677303514755,1,5
1226159772270207360,69194,0.00445437864098923,1,5
1742751910283545472,106232,0.0038006800824258134,1,5
1754631755466911360,101800,0.01766422661630442,1,5
3306851898518217600,20472,0.01921386525156531,2,5
3927604694336986368,62350,0.004352502586073938,1,5
589914690114422144,46837,0.0027447764302179836,1,5
1178907121899542912,70884,9.665597331557074E-4,1,5
4493548068166734336,85776,0.00550116727578029,1,5
2586238609103943296,6730,0.1375758360309206,1,5
3292081853881074560,23406,0.003175092381697653,1,5
2728099321601525504,108875,0.005466908523758753,1,5
16374515572051712,16296,0.005538394781045708,2,5
1169302617249311232,75827,0.006521641484857342,1,5
4492249407495622016,85463,0.005134372545461975,1,5
2727574133000498048,109658,0.0021149655733323325,1,5
4492249368838087040,85460,0.0036670180765091135,1,5
3739171250561548160,65437,0.0014946432760536987,1,5
2729799991211741184,111635,0.0033368371632012833,1,5
2574278435149537792,8888,0.002916120899140307,1,5
2571470454251034496,9709,0.007352141827609622,1,5
3904527693320163712,61493,0.006875252727444038,1,5
3340037019168195456,27020,0.006172358946892303,1,5
4459738738447314304,80514,0.003989326416925881,1,5
3306260021961934720,21446,0.0019359916960367673,1,5
2760650294623198592,117356,0.0015881326573045714,1,5
4303834621071209728,98252,0.007536459201853661,1,5
3735651438963025792,63215,0.004050758550813575,1,5
3882616561177688576,51249,0.007657658384119183,1,5
4456933231450046976,79504,0.0024098007905850225,1,5
592869004843159936,46398,0.0027513619880111155,1,5
598929031902427520,43130,0.0035827443533972708,1,5
4457015523022930048,79699,0.0030793182384965777,1,5
4504818612132664960,91286,0.011055012713086235,1,5
4540285008928397184,84637,0.003603162803817763,1,5
4490044852322024832,87056,0.005494726359426288,1,5
4303843863840722944,98103,0.016817160957776554,1,5
4315097159237974784,96308,0.00244613048285249,1,5
4459771826875437312,80347,0.0011427153728305512,1,5
3339339963154835072,25540,0.007978300041382592,1,5
1166350222370338048,76193,0.0035022523561874883,1,5
4456265003258279936,77847,0.004451962773694344,1,5
1175389891577268992,72306,0.004535696221084576,1,5
589878028273607040,47143,0.004802989694869603,1,5
4457487797626751232,78672,6.336073963976874E-4,1,5
1226190799113961088,69100,0.004502051250264337,1,5
3736909550847197824,63758,0.006307779404183532,1,5
4315657394741338496,95364,0.0017304175813199283,1,5
1175384634537291776,72384,0.0024054930177954867,1,5
4313417242909092608,93259,0.0020466526303281603,1,5
36676379305617664,17904,0.03202296097128659,1,5
601711762685920640,42346,0.008507696721479855,1,5
4483243028576884736,89265,0.0014193197862259774,1,5
16936636596150912,15453,0.010038989611760146,1,5
2582730621550368640,4461,8.069356012255581E-4,1,5
1178879019929247488,71171,0.002274222574039938,1,5
2580472740063033856,6298,0.0027635291145991668,1,5
3162184656823346944,36752,0.004710395648366247,1,5
3342374988907849216,29111,0.0015437323561269894,1,5
3738601634818313472,66479,0.0051833092729992175,1,5
2810906291068589824,115132,0.002485378824647863,1,5
2726845843986094592,108367,0.005204914325673052,1,5
3303863567650182784,19427,0.00723095481924375,1,5
1802089151224612736,100262,0.006770555763800222,1,5
4312148165967540992,92796,0.0058898731738578165,1,5
4483839105621274240,90027,0.003019391735920557,1,5
4304374618729462144,97355,0.00332764481424958,1,5
2765728079838995712,118133,0.007937062112939876,1,5
1168603877609281792,74366,0.003930969286563863,1,5
1175391059808378752,72285,0.0022528603088954277,1,5
1746356418636974976,104991,0.003874573511990222,1,5
3727952589825393408,67120,0.006890091718966197,1,5
1189620045945489664,77597,0.001937443952075021,1,5
2584000312666763520,4884,0.0019345678611002426,1,5
2718439665274802944,112785,0.0036784897179861246,1,5
3351523204828478208,32595,0.006647392784709432,1,5
3301093038865245696,19970,0.004609503744599848,1,5
3868558132489749888,54055,0.002316201018254075,1,5
4492822871529462784,86330,0.0029325164435197062,1,5
2718395994047532800,113143,0.005201279700050674,1,5
3387215791804294912,24416,0.0121292425505814,1,5
4459409469071191936,81008,0.015711863978042973,1,5
3735682190928802688,63079,0.01112032716835469,1,5
4456926771819117440,79634,0.0018954072893104365,1,5
3907498096996960128,60945,0.0066784435134188596,1,5
3387939682772273664,23980,0.004880866975321942,1,5
1751819617038679168,102814,0.004206754533956087,1,5
3387939888930704512,23977,0.0024868953483149995,1,5
593445153231355648,45363,0.002659055180875418,1,5
3303312437444864384,18520,0.007433518674180649,1,5
4504082867058932096,92052,0.006245323841561841,1,5
3337078126000740608,27641,0.006111792446664936,2,5
3162716064537977600,36048,0.005144791372243445,1,5
3306292354474017920,21335,0.6948545850778437,1,2
593409419103394944,45614,0.003449558926438175,1,5
24724413031769600,11217,0.007282316312288019,1,5
3339893429819536000,26618,0.0027371325804193157,1,5
3351911779109236864,31873,0.006346337584641638,1,5
3295033557268849024,23045,0.005263871943220191,1,5
4447933831854499584,83117,0.0026150106862175147,1,5
4456269573103672192,77922,0.00541362566281942,1,5
2764192302611978880,116156,0.004635667284857959,1,5
3906784067274862464,59592,0.004535506188800693,1,5
3306855476227288192,20511,0.0012059614860055238,1,5
3342942066329410688,28139,0.005849843291736889,1,5
3342860874267155840,28067,8.159901107950519E-4,1,5
4504272635902275584,92434,0.012886573276952962,2,5
4312860958709488640,94284,0.0036123647164918796,1,5
592741912466024064,45809,0.0030002407063289193,1,5
602079652404802688,42499,0.004803070455601245,1,5
4315675845921403520,95227,0.0019183690919655446,1,5
2730373588392032512,110676,0.008998529304305338,1,5
1189425054427311232,77314,0.009720046942763749,1,5
4483300065743824256,89128,0.0010908006884039734,1,5
3339377140391539712,25297,0.0014874220476418809,1,5
2775451336039913344,3119,0.001219744857069648,1,5
4309870321424359552,95002,0.0070473681729763425,1,5
2586478199560585344,6334,0.14072547389972506,1,5
2810767718243453824,114676,0.006278919393747495,1,5
13471804874760192,16478,0.007243087246921186,1,5
3328121646019535744,31119,0.0066154438295718265,1,5
3904543812332812032,61423,0.0039695421231216894,1,5
1225641593055908096,70032,0.0045559540541370664,1,5
15674573341829760,14997,0.0027688373989187927,1,5
4312905248400130688,94650,0.003242198120541911,1,5
3736409964546170368,64445,0.017038227281309812,1,5
613680049832880384,47515,0.005482158501371999,1,5
1180476159352125056,73376,0.0067231734886786096,1,5
1754816881438863104,102117,0.0018804211450982157,1,5
3907406115977815936,60325,0.00523633274125656,1,5
3307052632405988992,20393,0.003650831483210008,1,5
4456798781792997888,79165,0.0021167493567434115,1,5
3871369484938371200,53039,0.002112045237119216,1,5
3735659891458671616,63290,0.004312906644126684,1,5
3727253025552144000,67587,0.006756502075315324,1,5
3162048901498042752,36374,0.0022845159179533977,1,5
4492971030721775232,86774,0.004263146946538172,1,5
4459801062714509312,80310,0.002086686532292417,1,5
3915848681651804800,55837,0.004987574482156228,1,5
4309904852962852736,94834,0.01197207064290586,1,5
4540899051811987200,84193,0.004534547091753513,1,5
3738476943327973376,65948,0.001535259159869972,1,5
3908143132366662784,60126,0.011529515368523396,1,5
1169174592864332800,75354,0.004612310077038727,1,5
1746420465189085312,105365,0.01072548384547828,1,5
593634681548180608,45345,0.006528366279452184,1,5
1190361494736577280,76443,0.002085326527533201,1,5
1190179181964770432,76529,0.0029049418555835973,1,5
26042658754047360,11971,0.0055703657633371624,1,5
4540820093133345024,84050,0.002153329999592913,1,5
4312731353809894528,93914,0.005075260626634033,1,5
3907404501070114560,60387,0.001893538972963531,1,5
1802865200286377984,98991,0.0036127175880923267,1,5
4303679452497027456,97897,2.8283687642752757E-4,1,5
2755178025250973696,1253,0.004731291322275923,1,5
3387381646261643776,24923,0.00955267930460308,1,5
1190361696599106560,76471,0.00474588163410513,1,5
1181356735022715136,72651,0.006919436762708256,1,5
4447970802932931840,82890,0.0027369016427315346,1,5
1226255017465164160,69421,0.001927753883151595,1,5
1226252955880803200,69391,0.0023687697467980346,1,5
2727778332925786624,109471,0.015350309857983082,1,5
604677042466290688,43851,0.008702175618024303,1,5
3964362914240553856,54607,0.003713259232351941,1,5
3881135931332143744,49328,0.0018712313464342397,1,5
4303735493232528640,97767,0.0028491088266082835,1,5
1180619443756986112,73849,1.3228666944635077,1,2
1766121858132786560,108051,0.0041744462190774385,1,5
602480424393545600,41792,0.0024967567764222678,1,5
4456978826822711680,79376,2.3283435449377194E-4,1,5
4456284553949575936,78052,0.005752557669925104,1,5
3927817037519293056,62751,0.0026026607509998232,1,5
1766650551427207936,106902,0.0030300637265897757,1,5
1178966018786806016,71260,0.0033810993481550216,1,5
1745996637816179072,105793,0.005519493126107974,1,5
3733457157351452800,64945,0.004389114516796597,1,5
4447268592963968128,81588,0.0011010014045308668,1,5
4492886780642886528,86212,0.0026177870414618915,1,5
3342385056311185664,29168,0.03408602255144079,1,5
1225690933640219136,70322,0.002760889414948931,1,5
3342534658612031104,28586,0.005965788903496745,1,5
1757256427159618944,103858,0.004218847241411824,1,5
4447282646096831360,81730,0.0019346347348644843,1,5
1178359260166926848,71837,0.005334213247666178,1,5
3351359892990508160,32858,0.002286727127603823,1,5
