Star,RA,Dec,Ep,Vmag,SpType,Dist,pmRA,pmDE,SimbadName
HIP71957,220.76499999999996,-5.658055555555556,2000,3.87,F2III  ,18.6,0.1,-0.32,HIP71957
HIP72044,221.04999999999998,22.185277777777777,2000,9.89,M0     ,26.3,0.0,0.12,HIP72044
HIP72146,221.35083333333333,13.846111111111112,2000,7.87,K0     ,19.5,-0.23,-0.23,HIP72146
HIP72197,221.50041666666664,-25.443055555555556,2000,5.15,F0V+G  ,30.4,-0.15,-0.11,HIP72197
HIP72220,221.56208333333333,1.8927777777777777,2000,3.73,A0V    ,39.4,-0.12,-0.02,HIP72220
HIP72237,221.5970833333333,16.496666666666666,2000,9.23,K5V    ,17.5,-0.11,-0.92,HIP72237
HIP72312,221.8170833333333,2.7030555555555558,2000,7.76,G8V    ,19.6,-0.29,-0.08,HIP72312
HIP72493,222.34874999999997,-67.23583333333333,2000,7.26,K0V    ,23.9,-0.11,-0.32,HIP72493
HIP72567,222.5658333333333,23.911666666666665,2000,5.86,G2V    ,17.9,0.14,0.03,HIP72567
HIP72603,222.67166666666665,-15.997222222222222,2000,5.15,F3V    ,23.6,-0.14,-0.06,HIP72603
HIP72607,222.67624999999998,74.15527777777778,2000,2.07,K4IIIva,38.7,-0.03,0.01,HIP72607
HIP72622,222.71958333333333,-16.041666666666668,2000,2.75,A3IV   ,23.6,-0.11,-0.07,HIP72622
HIP72659,222.84749999999997,19.10027777777778,2000,4.54,G8V+K  ,6.69,0.15,-0.07,HIP72659
HIP72688,222.91875,-24.30388888888889,2000,7.81,K3V    ,16.9,-0.94,-0.43,HIP72688
HIP72848,223.34916666666663,19.152777777777775,2000,6.0,K2V    ,11.5,-0.44,0.22,HIP72848
HIP72875,223.4233333333333,23.345,2000,8.65,K3V    ,22.9,-0.82,0.0,HIP72875
HIP72944,223.62166666666664,16.100833333333334,2000,10.1,M2Ve   ,9.81,0.28,-0.12,HIP72944
HIP72944,223.62166666666664,16.100833333333334,2000,10.1,M2Ve   ,9.81,0.28,-0.12,HIP72944
HIP73005,223.7958333333333,53.680277777777775,2000,7.77,K1V    ,23.9,-0.97,0.48,HIP73005
HIP73100,224.0958333333333,49.62833333333333,2000,5.63,F7V    ,24.8,0.11,-0.23,HIP73100
HIP73165,224.2958333333333,-4.346388888888889,2000,4.47,F0V    ,27.9,-0.1,-0.15,HIP73165
HIP73184,224.36666666666662,-21.415277777777778,2000,5.72,K4V    ,5.9,1.03,-1.73,HIP73184
HIP73457,225.1808333333333,-11.135,2000,9.49,K7V    ,19.5,-0.02,-0.48,HIP73457
HIP73470,225.23166666666663,45.42611111111111,2000,9.15,M0     ,11.6,0.24,0.37,HIP73470
HIP73631,225.765,-46.29361111111111,2000,9.87,K5V    ,24.8,-0.3,-0.01,HIP73631
HIP73633,225.77541666666664,-41.9925,2000,8.98,K3V    ,24.3,0.11,-0.2,HIP73633
HIP73695,225.94708333333332,47.653888888888886,2000,4.83,G2V+G  ,12.7,-0.44,0.02,HIP73695
HIP73850,226.39124999999999,-30.550833333333333,2000,6.48,F6V    ,31.8,0.01,0.08,HIP73850
HIP73996,226.82541666666665,24.86916666666667,2000,4.93,F5V    ,19.7,0.18,-0.16,HIP73996
HIP74190,227.3983333333333,3.1666666666666665,2000,11.4,M:     ,14.4,-0.6,0.48,HIP74190
HIP74273,227.68624999999997,-61.42222222222222,2000,6.29,G3IV   ,24.1,-0.18,-0.01,HIP74273
HIP74395,228.07124999999996,-52.09916666666667,2000,3.41,G8III  ,35.6,-0.11,-0.07,HIP74395
HIP74537,228.4620833333333,-1.351388888888889,2000,6.58,K0V    ,17.3,-1.27,-0.5,HIP74537
HIP74666,228.8758333333333,33.31472222222222,2000,3.46,G8III  ,35.7,0.08,-0.11,HIP74666
HIP74689,228.9545833333333,0.3719444444444444,2000,5.62,A4V    ,49.5,-0.11,0.01,HIP74689
HIP74702,228.99666666666664,0.7961111111111111,2000,6.92,K0     ,15.5,0.18,-0.14,HIP74702
HIP74824,229.3783333333333,-58.801111111111105,2000,4.07,A3V    ,29.6,-0.1,-0.14,HIP74824
HIP74926,229.6645833333333,-18.62638888888889,2000,10.3,---    ,26.2,0.45,-0.35,HIP74926
HIP74981,229.83833333333328,29.20611111111111,2000,10.2,K7     ,28.6,-0.14,0.39,HIP74981
HIP74995,229.86166666666665,-7.722222222222222,2000,10.5,M5     ,6.26,-1.22,-0.1,HIP74995
HIP75101,230.1958333333333,-2.4130555555555553,2000,6.34,K0V    ,36.9,-0.26,-0.17,HIP75101
HIP75181,230.45041666666663,-48.3175,2000,5.65,G2V    ,14.5,-1.62,-0.28,HIP75181
HIP75201,230.51708333333332,-4.777222222222222,2000,9.46,K7V    ,18.8,-0.29,-0.01,HIP75201
HIP75253,230.65291666666664,10.661111111111111,2000,7.97,K2V    ,21.8,-0.06,-0.2,HIP75253
HIP75266,230.67708333333331,1.4186111111111113,2000,8.28,K3V    ,25.4,-0.36,-0.36,HIP75266
HIP75277,230.69499999999996,18.91888888888889,2000,7.16,K0     ,20.1,-0.23,0.08,HIP75277
HIP75312,230.80124999999995,30.28777777777778,2000,4.99,G2V    ,18.6,0.13,-0.18,HIP75312
HIP75458,231.23249999999996,58.965833333333336,2000,3.29,K2III  ,31.3,-0.01,0.02,HIP75458
HIP75542,231.49374999999995,-26.705555555555556,2000,8.82,K3/K4V ,24.4,-0.82,-0.01,HIP75542
HIP75718,232.03999999999996,-9.348055555555556,2000,6.89,K2V    ,19.8,0.07,-0.36,HIP75718
HIP75722,232.05083333333332,-9.357777777777777,2000,7.57,K2V    ,20.8,0.08,-0.36,HIP75722
HIP75761,232.15916666666664,1.8419444444444446,2000,5.15,A8IV   ,37.4,-0.08,-0.03,HIP75761
HIP75809,232.29666666666665,80.44833333333334,2000,6.57,G8IV-V+,22.0,-0.23,0.11,HIP75809
HIP75829,232.3483333333333,80.45,2000,7.3,G5     ,21.7,-0.22,0.11,HIP75829
HIP76074,233.05374999999998,-41.275555555555556,2000,9.31,M0     ,5.93,-1.18,-1.03,HIP76074
HIP76219,233.54458333333332,10.064444444444446,2000,4.61,K1IV   ,28.9,0.31,-0.23,HIP76219
HIP76233,233.58666666666664,-5.695,2000,6.52,F7V    ,25.1,-0.09,0.01,HIP76233
HIP76267,233.6720833333333,26.714444444444442,2000,2.22,A0V    ,22.9,0.12,-0.09,HIP76267
HIP76315,233.83333333333331,60.08694444444445,2000,8.39,K5     ,19.0,0.17,-0.16,HIP76315
HIP76375,233.98583333333332,39.83111111111111,2000,7.65,K3V    ,22.2,-0.45,0.05,HIP76375
HIP76568,234.56749999999997,46.7975,2000,5.76,F2V    ,35.7,0.1,-0.1,HIP76568
HIP76602,234.66666666666663,-8.794722222222221,2000,6.56,F6IV-V ,22.6,0.0,-0.02,HIP76602
HIP76603,234.6670833333333,-8.79138888888889,2000,6.45,F6V    ,24.8,0.02,-0.03,HIP76603
HIP76779,235.14416666666662,-18.04888888888889,2000,8.92,K5V    ,15.7,0.16,0.09,HIP76779
HIP76829,235.29749999999999,-44.66111111111111,2000,4.64,F5IV-V ,17.5,-0.17,-0.27,HIP76829
HIP76832,235.31916666666663,75.99277777777777,2000,12.2,M4     ,13.0,0.78,-0.76,HIP76832
HIP76952,235.6858333333333,26.295555555555556,2000,3.81,A1Vs   ,44.4,-0.11,0.05,HIP76952
HIP77052,236.00749999999996,2.515,2000,5.86,G5V    ,14.6,-0.04,-0.14,HIP77052
HIP77060,236.0183333333333,-15.672777777777776,2000,5.41,A6IV   ,45.0,-0.03,-0.06,HIP77060
HIP77070,236.0670833333333,6.4255555555555555,2000,2.63,K2III  ,22.4,0.13,0.04,HIP77070
HIP77233,236.54708333333332,15.421666666666667,2000,3.65,A3V    ,46.9,0.07,-0.04,HIP77233
HIP77257,236.61083333333332,7.353055555555555,2000,4.42,G0Vvar ,11.7,-0.23,-0.07,HIP77257
HIP77349,236.85249999999996,10.896388888888888,2000,11.2,K:...  ,15.5,-0.33,-0.36,HIP77349
HIP77358,236.87124999999997,-37.91611111111111,2000,6.01,G6IV   ,15.2,-0.42,-0.21,HIP77358
HIP77408,237.03958333333333,1.5716666666666665,2000,7.44,G8V    ,21.3,-0.18,-0.17,HIP77408
HIP77409,237.04166666666666,74.41388888888889,2000,9.24,K5     ,26.3,0.11,-0.3,HIP77409
HIP77464,237.23666666666665,-3.818333333333333,2000,5.53,A5IV   ,49.1,-0.03,0.01,HIP77464
HIP77516,237.40499999999997,-3.4299999999999997,2000,3.54,A0V    ,47.7,-0.1,-0.03,HIP77516
HIP77574,237.56791666666663,-45.401666666666664,2000,6.11,F0V    ,44.9,0.04,-0.03,HIP77574
HIP77622,237.70416666666665,4.4775,2000,3.71,A2m    ,21.5,0.13,0.06,HIP77622
HIP77655,237.80791666666664,35.657222222222224,2000,4.79,K0III-I,31.1,-0.01,-0.35,HIP77655
HIP77660,237.81499999999997,-3.090277777777778,2000,5.09,A3Vn   ,48.8,-0.09,-0.03,HIP77660
HIP77725,238.03416666666664,10.874444444444444,2000,9.34,M2     ,22.5,-0.27,-0.24,HIP77725
HIP77760,238.16875,42.45138888888889,2000,4.6,F9V    ,15.8,0.44,0.63,HIP77760
HIP77801,238.30041666666665,13.196388888888889,2000,6.07,G0IV   ,17.4,-0.15,-0.56,HIP77801
HIP77908,238.66,-26.004166666666666,2000,9.2,K5V    ,25.3,-0.23,0.1,HIP77908
HIP77952,238.7858333333333,-63.43055555555555,2000,2.83,F2III  ,12.3,-0.19,-0.4,HIP77952
HIP78072,239.11333333333332,15.661388888888888,2000,3.85,F6V    ,11.1,0.31,-1.28,HIP78072
HIP78170,239.4195833333333,-42.62416666666667,2000,8.06,K5V    ,14.6,-0.26,-0.19,HIP78170
HIP78180,239.44749999999996,54.749722222222225,2000,4.96,F0IV   ,33.8,-0.15,0.11,HIP78180
HIP78241,239.6333333333333,27.739722222222223,2000,8.02,K0V    ,26.0,-0.78,0.3,HIP78241
HIP78286,239.7683333333333,49.880833333333335,2000,6.04,F0IV   ,49.0,0.02,-0.06,HIP78286
HIP78353,239.97249999999997,-8.253055555555555,2000,10.4,M0     ,13.9,0.2,-0.02,HIP78353
HIP78459,240.26124999999996,33.30333333333333,2000,5.39,G2V    ,17.4,-0.2,-0.77,HIP78459
HIP78662,240.88375,-57.775,2000,4.63,A7IV   ,42.9,-0.12,-0.08,HIP78662
HIP78709,241.01541666666665,25.254722222222224,2000,7.1,G8V    ,21.4,-0.49,0.7,HIP78709
HIP78734,241.09666666666664,-33.06083333333333,2000,10.0,---    ,23.2,-0.24,-0.07,HIP78734
HIP78775,241.23666666666665,39.156388888888884,2000,6.66,G8V    ,14.3,-0.57,0.05,HIP78775
HIP78843,241.41874999999996,-20.45,2000,7.39,K3/K4V ,18.5,0.3,-0.36,HIP78843
HIP78914,241.6225,-45.17305555555555,2000,4.73,Am     ,37.8,0.02,0.04,HIP78914
HIP78913,241.62333333333333,38.632222222222225,2000,8.58,K3V    ,23.4,0.23,-0.54,HIP78913
HIP79119,242.24291666666662,36.490833333333335,2000,4.73,K0III-I,34.6,-0.04,0.34,HIP79119
HIP79137,242.2966666666666,6.378611111111111,2000,5.93,K1+... ,30.4,0.26,-0.75,HIP79137
HIP79190,242.4283333333333,-56.44499999999999,2000,7.11,K3V    ,14.3,-0.14,0.33,HIP79190
HIP79248,242.60125,43.8175,2000,6.61,K0V    ,18.1,0.13,-0.3,HIP79248
HIP79492,243.32666666666663,13.526666666666667,2000,6.68,G8V    ,24.3,0.18,-0.42,HIP79492
HIP79537,243.45249999999996,-57.57027777777778,2000,7.53,K0V    ,13.7,-0.85,-1.41,HIP79537
HIP79578,243.54958333333332,-31.66361111111111,2000,6.55,G1V    ,21.8,-0.08,-0.25,HIP79578
HIP79607,243.67041666666665,33.85861111111111,2000,5.23,F8V    ,21.6,-0.27,-0.09,HIP79607
HIP79672,243.90541666666667,-8.369444444444445,2000,5.49,G1V    ,14.0,0.23,-0.5,HIP79672
HIP79702,243.98791666666662,7.356944444444444,2000,8.7,K4V    ,25.7,0.17,-0.47,HIP79702
HIP79755,244.17791666666665,67.23861111111111,2000,8.61,M0Vvar ,10.6,-0.5,0.09,HIP79755
HIP79762,244.18874999999994,67.25611111111111,2000,10.6,M3     ,10.7,-0.49,0.09,HIP79762
HIP79796,244.2725,55.26916666666666,2000,9.87,M1.5Ve ,20.6,0.08,-0.44,HIP79796
HIP79822,244.37624999999997,75.75527777777778,2000,4.95,F5V    ,29.8,-0.09,0.26,HIP79822
HIP79881,244.5745833333333,-28.61388888888889,2000,4.8,A0V:   ,43.0,-0.03,-0.1,HIP79881
HIP79882,244.58041666666662,-4.6925,2000,3.23,G8III  ,32.9,0.08,0.04,HIP79882
HIP79958,244.81624999999997,-55.50472222222222,2000,9.25,K5III  ,27.6,0.0,0.02,HIP79958
HIP80000,244.95999999999995,-50.155277777777776,2000,4.01,G8III  ,39.0,-0.16,-0.05,HIP80000
HIP80008,244.97958333333332,39.708333333333336,2000,5.48,F3IV-V ,26.8,-0.13,0.0,HIP80008
HIP80018,245.01458333333332,-37.528888888888886,2000,10.5,M4     ,8.47,-0.73,0.99,HIP80018
HIP80043,245.07499999999993,-48.22555555555556,2000,8.91,K3V    ,25.7,-0.4,-0.79,HIP80043
HIP80093,245.2195833333333,40.96138888888889,2000,8.99,M0     ,15.9,-0.01,0.11,HIP80093
HIP80179,245.51791666666662,1.0288888888888887,2000,4.82,F0V    ,27.3,-0.16,0.05,HIP80179
HIP80268,245.78166666666664,-24.709722222222222,2000,10.2,M2     ,16.8,-0.35,-0.68,HIP80268
HIP80331,245.99791666666664,61.51416666666667,2000,2.73,G8III  ,26.8,-0.02,0.06,HIP80331
HIP80337,246.0054166666666,-39.19277777777778,2000,5.37,G3/G5V ,12.8,0.07,0.0,HIP80337
HIP80366,246.08249999999998,-13.641666666666666,2000,8.4,K2V    ,21.5,-0.22,-0.21,HIP80366
HIP80459,246.3525,54.303888888888885,2000,10.1,M2     ,6.58,0.43,-0.17,HIP80459
HIP80480,246.43,78.96361111111112,2000,5.55,F0V    ,42.3,-0.11,0.1,HIP80480
HIP80628,246.95083333333332,-8.371666666666668,2000,4.62,A3m    ,37.4,-0.07,-0.01,HIP80628
HIP80644,246.9870833333333,7.3052777777777775,2000,8.83,K5     ,17.7,-0.25,-0.26,HIP80644
HIP80645,246.98874999999995,-64.05777777777777,2000,5.28,F4IV   ,40.4,0.05,0.03,HIP80645
HIP80686,247.11708333333328,-70.08416666666666,2000,4.9,F9V    ,12.1,0.2,0.11,HIP80686
HIP80725,247.21958333333328,18.413888888888888,2000,6.98,K2V    ,19.5,-0.35,0.39,HIP80725
GJ628,247.57541666666663,-12.662222222222223,2000,10.1,M3.5V  ,4.26,-0.09,-1.19,GJ628
HIP80925,247.87499999999994,-39.01222222222222,2000,7.24,K0V    ,24.6,-0.43,-0.33,HIP80925
HIP81262,248.95999999999995,-53.75694444444444,2000,8.78,K4V    ,22.3,-0.12,-0.24,HIP81262
HIP81300,249.08916666666667,-2.324444444444444,2000,5.77,K2V    ,9.77,0.46,-0.31,HIP81300
HIP81348,249.20458333333332,31.096666666666664,2000,9.49,K5     ,25.6,0.34,-0.45,HIP81348
HIP81375,249.28499999999997,0.25416666666666665,2000,7.09,K0     ,20.1,0.09,0.08,HIP81375
HIP81520,249.7670833333333,-58.25805555555556,2000,7.01,G3V    ,21.6,-0.23,-0.29,HIP81520
HIP81657,250.21041666666665,-60.44638888888888,2000,6.17,F2III-I,30.7,0.06,-0.07,HIP81657
HIP81813,250.66083333333327,68.10194444444444,2000,7.56,K1V    ,24.3,-0.28,0.43,HIP81813
HIP81833,250.72416666666663,38.92222222222222,2000,3.48,G8III-I,34.3,0.04,-0.08,HIP81833
HIP81919,250.9845833333333,43.47527777777778,2000,8.3,K5     ,27.3,-0.07,-0.06,HIP81919
HIP81935,251.06249999999997,-38.94361111111111,2000,7.52,K2V    ,14.3,-0.02,-0.06,HIP81935
HIP82003,251.27666666666664,33.509166666666665,2000,8.1,K7V    ,9.77,-0.04,0.38,HIP82003
HIP82020,251.32416666666663,56.781666666666666,2000,4.84,F2V    ,26.7,0.03,0.07,HIP82020
HIP82333,252.35291666666663,39.27611111111111,2000,9.67,M0     ,22.6,0.1,-0.28,HIP82333
HIP82389,252.52208333333328,18.900277777777777,2000,8.85,K0     ,26.7,-0.04,-0.07,HIP82389
HIP82396,252.54083333333327,-34.293055555555554,2000,2.29,K2IIIb ,20.0,-0.61,-0.26,HIP82396
HIP82587,253.2420833333333,31.701666666666664,2000,5.34,F0V    ,30.0,-0.09,-0.02,HIP82587
HIP82588,253.24499999999995,-0.02638888888888889,2000,6.65,G8V    ,16.9,-0.71,-1.48,HIP82588
HIP82817,253.86999999999998,-8.336111111111112,2000,9.02,M3Ve   ,5.73,-0.83,-0.88,HIP82817
HIP82834,253.90833333333333,-32.0675,2000,9.58,K4/K5V ,18.6,0.1,-0.33,HIP82834
HIP82860,254.0070833333333,65.13472222222222,2000,4.88,F6Vvar ,15.0,0.24,0.05,HIP82860
HIP82926,254.2025,-39.09388888888889,2000,11.1,M3Ve+..,14.5,0.07,-0.11,HIP82926
HIP83000,254.41708333333332,9.375,2000,3.19,K2IIIva,26.3,-0.29,-0.01,HIP83000
HIP83006,254.4258333333333,47.36194444444445,2000,7.93,K0     ,17.5,-0.14,0.26,HIP83006
HIP83020,254.4716666666666,47.36666666666667,2000,7.76,K0     ,17.9,-0.15,0.27,HIP83020
HIP83043,254.53666666666658,25.74388888888889,2000,9.7,M2     ,10.3,-0.11,-0.51,HIP83043
HIP83101,254.7254166666666,-39.55833333333333,2000,8.33,K3/K4V ,19.1,0.27,0.22,HIP83101
HIP83207,255.0725,30.92638888888889,2000,3.92,A0V    ,49.9,-0.05,0.03,HIP83207
HIP83363,255.56791666666666,-61.568333333333335,2000,8.74,K3V    ,25.4,-0.05,-0.19,HIP83363
HIP83389,255.65166666666667,47.08166666666667,2000,6.76,G8V    ,18.0,0.12,0.85,HIP83389
HIP83431,255.78624999999997,-53.23694444444445,2000,5.27,F6V    ,26.3,0.0,-0.17,HIP83431
HIP83451,255.82791666666665,59.58527777777778,2000,8.61,K4V... ,25.1,-0.36,0.24,HIP83451
HIP83541,256.11583333333334,-28.5825,2000,6.59,K1V    ,18.0,0.08,-0.27,HIP83541
HIP83591,256.26416666666665,-5.066388888888889,2000,7.7,K5V    ,10.7,-0.92,-1.14,HIP83591
HIP83599,256.30749999999995,-5.094166666666666,2000,10.0,M0V    ,11.1,-0.92,-1.13,HIP83599
HIP83601,256.31999999999994,0.7024999999999999,2000,6.0,F9V    ,20.3,-0.02,-0.34,HIP83601
HIP83608,256.33374999999995,54.47,2000,4.91,F5     ,26.9,-0.07,0.07,HIP83608
HIP83613,256.3445833333333,12.740833333333333,2000,4.89,A4IV   ,44.0,0.05,-0.01,HIP83613
HIP83762,256.78125,21.55388888888889,2000,11.6,M3     ,13.5,-0.47,-0.03,HIP83762
HIP83846,257.0304166666666,-41.723888888888894,2000,8.3,K5V    ,22.5,-0.21,-0.32,HIP83846
HIP83945,257.3812499999999,43.68111111111111,2000,11.7,M3     ,7.25,0.33,-0.28,HIP83945
HIP83990,257.54333333333335,-60.728611111111114,2000,7.38,K0V    ,13.6,0.07,0.59,HIP83990
HIP83988,257.54375,54.494166666666665,2000,8.85,K0     ,21.2,0.09,-0.1,HIP83988
HIP83996,257.5516666666666,54.49,2000,9.34,K8     ,20.8,0.09,-0.11,HIP83996
HIP84012,257.59458333333333,-15.724722222222223,2000,2.43,A2.5Va ,25.7,0.04,0.1,HIP84012
HIP84051,257.74625000000003,-52.515277777777776,2000,10.0,---    ,12.5,-0.25,0.16,HIP84051
HIP84123,257.96791666666667,-1.8516666666666668,2000,11.4,G      ,10.8,-0.53,-0.33,HIP84123
HIP84183,258.13583333333327,62.87416666666667,2000,5.54,F0IV   ,41.6,0.02,0.05,HIP84183
HIP84195,258.15666666666664,18.351111111111113,2000,7.95,K0     ,20.5,0.1,-0.12,HIP84195
HIP84223,258.2295833333333,42.33166666666667,2000,10.0,M1V:   ,23.8,-1.02,-0.35,HIP84223
HIP84379,258.75791666666663,24.839166666666664,2000,3.12,A3IVv S,24.0,-0.02,-0.16,HIP84379
HIP84405,258.8374999999999,-26.602777777777778,2000,4.33,K2:III:,5.98,-0.47,-1.14,HIP84405
HIP84478,259.0558333333333,-26.546111111111113,2000,6.33,K5V    ,5.96,-0.48,-1.12,HIP84478
HIP84521,259.1708333333333,8.058333333333334,2000,11.4,M3.5   ,14.9,-0.28,-0.07,HIP84521
HIP84607,259.41875,29.22694444444444,2000,8.43,K2     ,24.0,-0.07,0.22,HIP84607
HIP84616,259.46,52.44694444444444,2000,7.93,K2     ,18.5,0.02,-0.2,HIP84616
HIP84709,259.7383333333333,-34.98972222222222,2000,5.91,K4V    ,6.97,1.15,-0.09,HIP84709
HIP84720,259.7658333333333,-46.63611111111111,2000,5.47,M0V    ,8.78,1.04,0.11,HIP84720
HIP84790,259.96958333333333,41.71361111111111,2000,11.3,M4     ,12.3,0.29,-0.82,HIP84790
HIP84862,260.16499999999996,32.4675,2000,5.38,G0V    ,14.3,0.14,-1.04,HIP84862
HIP84893,260.25166666666667,-21.11277777777778,2000,4.39,F2/F3V ,17.3,0.26,-0.2,HIP84893
HIP85042,260.71375,-2.3880555555555554,2000,6.28,G5IV   ,19.4,0.05,-0.11,HIP85042
HIP85157,261.0275,22.96,2000,5.7,F0IV   ,42.7,-0.04,-0.04,HIP85157
HIP85235,261.25041666666664,67.30666666666666,2000,6.44,K0V    ,12.7,-0.53,0.0,HIP85235
HIP85295,261.4383333333333,2.111388888888889,2000,7.54,K7V    ,7.71,-0.58,-1.18,HIP85295
HIP85340,261.5925,-24.17527777777778,2000,4.16,A3IV:m ,25.6,0.0,-0.12,HIP85340
HIP85365,261.65791666666667,-5.086388888888888,2000,4.53,F3V    ,30.0,-0.09,-0.04,HIP85365
GJ674,262.16624999999993,-46.89527777777778,2000,9.37,M2.5V  ,4.54,0.57,-0.88,GJ674
HIP85561,262.2775,-23.83611111111111,2000,9.61,K5V    ,18.1,-0.29,-0.07,HIP85561
HIP85582,262.33375,29.391666666666666,2000,8.99,K2     ,23.5,-0.2,-0.28,HIP85582
HIP85647,262.5466666666666,-51.636944444444445,2000,9.58,M0     ,16.1,-0.26,-0.19,HIP85647
HIP85653,262.56833333333327,47.401944444444446,2000,7.22,G5     ,22.3,0.17,0.08,HIP85653
HIP85665,262.59458333333333,5.548333333333333,2000,9.33,M1V... ,9.98,0.03,-0.25,HIP85665
HIP85699,262.6983333333333,86.96777777777778,2000,5.78,A2m    ,47.8,0.06,0.01,HIP85699
HIP85810,263.00416666666666,34.27111111111111,2000,6.52,G5V    ,23.6,-0.24,0.06,HIP85810
HIP85819,263.0441666666667,55.18416666666666,2000,4.89,Am...  ,30.3,0.15,0.05,HIP85819
HIP85829,263.06666666666666,55.172777777777775,2000,4.86,Am     ,30.6,0.14,0.06,HIP85829
HIP85922,263.37416666666667,-5.744722222222222,2000,5.61,A5V    ,48.4,-0.04,-0.1,HIP85922
HIP86032,263.73374999999993,12.56,2000,2.08,A5III  ,14.3,0.11,-0.22,HIP86032
HIP86036,263.7483333333333,61.87444444444444,2000,5.23,G0V    ,14.0,0.28,-0.53,HIP86036
HIP86057,263.8066666666666,-48.68083333333333,2000,10.1,K5     ,9.77,0.08,0.46,HIP86057
HIP86087,263.89374999999995,61.68138888888889,2000,9.98,M1     ,14.0,0.26,-0.51,HIP86087
HIP86141,264.05583333333334,71.87833333333333,2000,8.55,K5     ,19.0,0.09,-0.04,HIP86141
GJ687,264.10791666666665,68.33916666666666,2000,9.17,M3.0V  ,4.53,-0.32,-1.27,GJ687
HIP86201,264.23791666666665,68.75777777777778,2000,4.77,F5V    ,23.4,0.0,0.32,HIP86201
HIP86214,264.2654166666667,-44.31916666666667,2000,10.9,M5     ,5.04,-0.71,-0.94,HIP86214
GJ682,264.2654166666667,-44.31888888888889,2000,10.9,M4.0V  ,5.04,-0.71,-0.94,GJ682
HIP86282,264.4529166666666,22.955555555555556,2000,9.29,M0...  ,22.1,-0.15,-0.15,HIP86282
HIP86287,264.47249999999997,18.591666666666665,2000,9.62,M1     ,8.12,0.93,0.98,HIP86287
HIP86305,264.5229166666666,-54.500277777777775,2000,5.25,A7V    ,42.1,-0.05,-0.15,HIP86305
HIP86340,264.6420833333333,71.33222222222221,2000,9.1,M0     ,23.9,-0.12,0.31,HIP86340
HIP86400,264.8204166666666,3.5549999999999997,2000,6.53,K3V    ,10.7,-0.18,-0.1,HIP86400
HIP86456,264.98208333333326,65.00138888888888,2000,8.39,K0     ,26.4,-0.02,0.11,HIP86456
HIP86486,265.0991666666667,-49.41555555555556,2000,4.76,F3IV   ,21.8,0.1,-0.18,HIP86486
HIP86614,265.485,72.14861111111112,2000,4.57,F5IV-V ,22.0,0.03,-0.27,HIP86614
HIP86620,265.4920833333333,72.15666666666667,2000,5.81,G0V    ,22.3,0.03,-0.27,HIP86620
HIP86623,265.4941666666666,15.952222222222222,2000,5.54,F4Vw   ,35.5,-0.01,0.1,HIP86623
HIP86722,265.815,21.609166666666667,2000,7.51,K0V    ,23.5,-0.12,-0.62,HIP86722
HIP86736,265.85749999999996,-21.68305555555556,2000,4.86,F6/F7V ,17.5,-0.1,-0.04,HIP86736
HIP86742,265.8683333333333,4.567222222222222,2000,2.76,K2III  ,25.1,-0.04,0.16,HIP86742
HIP86776,265.98333333333323,43.37861111111111,2000,10.4,M3     ,9.48,0.01,-0.6,HIP86776
HIP86796,266.03624999999994,-51.83388888888889,2000,5.12,G5V    ,15.2,-0.02,-0.19,HIP86796
HIP86990,266.6424999999999,-57.31888888888889,2000,10.7,M5     ,5.81,-1.12,-1.35,HIP86990
HIP87108,266.97333333333336,2.707222222222222,2000,3.75,A0V    ,29.0,-0.02,-0.08,HIP87108
HIP87261,267.4645833333333,-37.043055555555554,2000,3.19,K0/K1II,38.8,0.04,0.03,HIP87261
HIP87558,268.3091666666666,6.101388888888889,2000,5.77,F4IV-V ,31.3,-0.13,0.07,HIP87558
HIP87579,268.3745833333333,21.325277777777778,2000,8.5,K0     ,24.8,-0.07,0.06,HIP87579
HIP87585,268.3820833333333,56.8725,2000,3.73,K2III  ,34.1,0.09,0.08,HIP87585
HIP87768,268.9370833333333,18.50027777777778,2000,9.22,K5     ,23.0,-0.05,-0.05,HIP87768
GJ699,269.4520833333333,4.693333333333333,2000,9.57,M3.5V  ,1.83,-0.79,10.33,GJ699
HIP87938,269.4625,46.58861111111111,2000,11.7,M:     ,13.5,-0.02,0.58,HIP87938
HIP88175,270.1208333333333,-3.6900000000000004,2000,4.62,F3V    ,23.1,0.15,-0.04,HIP88175
HIP88348,270.62875,26.31277777777778,2000,7.01,K0V    ,21.9,0.39,-0.6,HIP88348
HIP88574,271.28166666666664,-3.031111111111111,2000,9.37,M2V    ,7.79,0.57,-0.33,HIP88574
HIP88601,271.3637499999999,2.5,2000,4.03,K0V SB ,5.08,0.12,-0.96,HIP88601
GJ702A,271.3637499999999,2.5,2000,4.21,K0.0V  ,5.1,0.13,-0.96,GJ702A
GJ702B,271.3637499999999,2.5,2000,6.01,K5V    ,5.1,0.13,-0.96,GJ702B
HIP88622,271.40624999999994,4.656944444444445,2000,6.8,G0V    ,24.3,-0.03,-0.32,HIP88622
HIP88635,271.4520833333333,-30.42388888888889,2000,2.98,K0III  ,29.4,-0.06,-0.18,HIP88635
HIP88684,271.56333333333333,-4.751111111111111,2000,5.74,K1IV   ,34.9,0.14,-0.03,HIP88684
HIP88694,271.59874999999994,-36.01972222222222,2000,5.94,G3V    ,17.3,0.11,0.01,HIP88694
