NAME,PSRJ,RAJ,DECJ,PMRA,PMDEC,PX,POSEPOCH,ELONG,ELAT,PMELONG,PMELAT,Gl,Gb,RAJD,DECJD,P0,F0,F1,F2,F3,PEPOCH,DM,DM1,RM,W50,W10,UNITS,TAU_SC,S400,S1400,S2000,BINARY,T0,PB,A1,OM,ECC,TASC,EPS1,EPS2,Minimum,Median,BINCOMP,DIST,DIST_DM,DM*sin(b),ZZ,XX,YY,ASSOC,SURVEY,OSURVEY,DISC.,PSR,NGLT,R_LUM,R_LUM14,AGE,BSURF,EDOT,EDOTD2,PMTOT,VTRANS,P1_I,AGE_I,BSURF_I,B_LC
B1854+00,J1857+0057,18:57:00.8,+00:57:16.8,*,*,*,49694.00,285.587,23.626,*,*,34.417,-0.805,284.253367,0.954659,0.356929,2.801678,-4.285e-16,-4.100e-27,*,49694.00,82.39,*,104.00,22.000,*,TDB,*,5.00,0.92,*,*,*,*,*,*,*,*,*,*,*,*,*,2.51,2.51,-1.16,-0.04,1.42,6.43,*,"misc,ar4,pksmb,palfa",000002460000,1983,*,*,3.15e+01,5.80e+00,1.04e+08,1.41e+11,4.74e+31,7.52e+30,*,*,*,*,*,2.91e+01
J1857+0143,J1857+0143,18:57:33.0,+01:43:47.0,*,*,*,52632.00,285.824,24.382,*,*,35.168,-0.571,284.387533,1.729722,0.139760,7.155120,-1.596e-12,*,*,52632.00,249.00,*,41.90,15.700,43.420,TDB,0.04,*,0.74,*,*,*,*,*,*,*,*,*,*,*,*,*,4.57,4.57,-2.48,-0.05,2.63,4.76,*,"pksmb,palfa",000002040000,2004,HE[lsg+15],*,*,1.55e+01,7.10e+04,2.11e+12,4.51e+35,2.16e+34,*,*,*,*,*,7.25e+03
J1857+0210,J1857+0210,18:57:40.9,+02:10:58,*,*,*,51721.00,285.914,24.829,*,*,35.586,-0.393,284.420417,2.182778,0.630983,1.584829,-3.525e-14,*,*,51721.00,783.00,*,*,16.000,*,TDB,0.03,*,0.30,*,*,*,*,*,*,*,*,*,*,*,*,*,7.25,7.25,-5.37,-0.05,4.22,2.6,*,"pksmb,palfa",000002040000,2002,*,*,*,1.58e+01,7.12e+05,3.01e+12,2.21e+33,4.20e+31,*,*,*,*,*,1.12e+02
B1855+02,J1857+0212,18:57:43.6,+02:12:41.1,*,*,*,49554.00,285.93,24.856,-11.000,*,35.617,-0.39,284.431843,2.21142,0.415823,2.404869,-2.329e-13,2.780e-25,*,49554.00,506.77,*,423.00,14.000,23.000,TDB,0.01,*,1.60,*,*,*,*,*,*,*,*,*,*,*,*,*,8.00,5.93,-3.45,-0.05,4.66,2.0,*,"jb2,pksmb,palfa",000002040100,1986,*,*,*,1.02e+02,1.64e+05,4.14e+12,2.21e+34,3.46e+32,*,*,*,*,*,5.40e+02
J1857+0300,J1857+0300,18:57:16.9,+03:00:26.0,*,*,*,56700.00,285.904,25.659,*,*,36.274,0.072,284.320458,3.007222,0.772678,1.294200,-4.437e-15,*,*,56700.00,691.00,*,*,14.000,*,TDB,*,*,0.05,*,*,*,*,*,*,*,*,*,*,*,*,*,6.66,6.66,0.87,0.01,3.94,3.13,*,palfa,000002000000,2017,*,*,*,2.22e+00,4.62e+06,1.45e+12,2.27e+32,5.11e+30,*,*,*,*,*,2.94e+01
J1857+0526,J1857+0526,18:57:15.8,+05:26:28.7,*,*,*,51800.00,286.2,28.079,*,*,38.438,1.187,284.316067,5.441306,0.349951,2.857541,-5.660e-14,*,*,51800.00,466.40,*,951.30,9.700,26.000,TDB,0.03,*,0.66,*,*,*,*,*,*,*,*,*,*,*,*,*,12.27,12.27,9.66,0.25,7.63,-1.11,*,"pksmb,palfa",000002040000,2003,*,*,*,9.94e+01,8.00e+05,1.58e+12,6.38e+33,4.24e+31,*,*,*,*,*,3.45e+02
J1857+0809,J1857+0809,18:57:09.3,+08:09:04.3,*,*,*,51991.00,286.52,30.775,*,*,40.839,2.446,284.288792,8.151194,0.502924,1.988373,-1.873e-14,*,*,51991.00,282.00,*,*,12.000,*,TDB,*,*,0.14,*,*,*,*,*,*,*,*,*,*,*,*,*,13.17,13.17,12.03,0.56,8.6,-1.45,*,pksmb,000000040000,2004,*,*,*,2.43e+01,1.68e+06,1.56e+12,1.47e+33,8.48e+30,*,*,*,*,*,1.15e+02
J1858+0215,J1858+0215,18:58:17.4,+02:15:38,*,*,*,51720.00,286.09,24.89,*,*,35.725,-0.493,284.572625,2.260556,0.745828,1.340792,-8.290e-15,*,*,51720.00,702.00,*,*,32.500,*,TDB,0.07,*,0.22,*,*,*,*,*,*,*,*,*,*,*,*,*,7.21,7.21,-6.04,-0.06,4.21,2.65,*,"pksmb,palfa",000002040000,2002,*,*,*,1.14e+01,2.56e+06,1.88e+12,4.39e+32,8.44e+30,*,*,*,*,*,4.24e+01
J1858+0241,J1858+0241,18:58:53.8,+02:41:38,*,*,*,52111.00,286.31,25.303,*,*,36.18,-0.43,284.724208,2.693889,4.693233,0.213073,-1.104e-15,*,*,52111.00,336.00,*,*,80.000,*,TDB,*,*,0.10,*,*,*,*,*,*,*,*,*,*,*,*,*,5.15,5.15,-2.52,-0.04,3.04,4.34,*,pksmb,000000040000,2004,*,*,*,2.65e+00,3.06e+06,1.08e+13,9.29e+30,3.50e+29,*,*,*,*,*,9.80e-01
J1858+0319,J1858+0319,18:58:40.8,+03:19:21.5,*,*,*,56700.00,286.328,25.934,*,*,36.714,-0.094,284.670333,3.322639,0.867444,1.152812,-1.362e-16,*,*,56700.00,284.00,*,*,10.600,*,TDB,*,*,0.06,*,*,*,*,*,*,*,*,*,*,*,*,*,4.78,4.78,-0.47,-0.01,2.86,4.67,*,palfa,000002000000,2017,*,*,*,1.37e+00,1.34e+08,3.02e+11,6.20e+30,2.71e+29,*,*,*,*,*,4.33e+00
J1858+0346,J1858+0346,18:58:22.3,+03:46:37.8,*,*,*,54510.00,286.3,26.394,*,*,37.083,0.182,284.593167,3.777167,0.256844,3.893417,-3.093e-14,*,*,54510.00,386.00,*,*,36.700,*,TDB,*,*,0.19,*,*,*,*,*,*,*,*,*,*,*,*,*,5.49,5.49,1.22,0.02,3.31,4.12,*,palfa,000002000000,2013,*,*,*,5.73e+00,1.99e+06,7.33e+11,4.75e+33,1.58e+32,*,*,*,*,*,4.05e+02
J1858-0736,J1858-0736,18:58:44.3,-07:37,*,*,*,56108.50,285.082,15.057,*,*,26.964,-5.079,284.684583,-7.616667,0.551059,1.814689,-1.666e-14,*,*,56108.50,194.00,*,*,*,*,TDB,*,*,0.30,*,*,*,*,*,*,*,*,*,*,*,*,*,10.15,10.15,-17.18,-0.9,4.58,-0.51,*,pksmb,000000040000,2013,*,*,*,3.09e+01,1.73e+06,1.69e+12,1.19e+33,1.16e+31,*,*,*,*,*,9.47e+01
J1859+00,J1859+00,18:59:46,+00:35,*,*,*,49717.00,286.288,23.182,*,*,34.401,-1.587,284.941667,0.583333,0.559634,1.786882,*,*,*,49717.00,420.00,*,*,54.000,97.000,TDB,*,*,4.80,*,*,*,*,*,*,*,*,*,*,*,*,*,7.70,7.70,-11.63,-0.21,4.35,2.15,*,"ar4,pksmb,palfa",000002060000,1996,*,*,*,2.85e+02,*,*,*,*,*,*,*,*,*,*
J1859+0601,J1859+0601,18:59:45.7,+06:01:46.1,*,*,*,52503.00,286.978,28.592,*,*,39.245,0.903,284.940667,6.029472,1.044313,0.957568,-2.339e-14,*,*,52503.00,276.00,*,*,24.320,*,TDB,*,*,0.30,*,*,*,*,*,*,*,*,*,*,*,*,*,6.42,6.42,4.35,0.1,4.06,3.53,*,"pksmb,palfa",000002040000,2004,*,*,*,1.24e+01,6.49e+05,5.22e+12,8.84e+32,2.15e+31,*,*,*,*,*,4.30e+01
