"Source Name","Association","RA","Dec","Gal l","Gal b","Flux 1-100 GeV(photons cm-2s-1)","+/-","Spectral Index","+/-","Variability Index","Classification","Light Curve(Likelihood)","Spectrum","DataAccess"
"3FGL J1438.6-4209",,"219.669","-42.1607","323.331","16.424","3.97798e-10","8.6055e-11","2.32115","0.215228","33.8211","Unassociated","Link","Link","Link"
"3FGL J1444.0-7033",,"221.013","-70.5636","312.098","-9.723","4.05902e-10","9.23698e-11","2.44857","0.155325","37.9015","Unassociated","Link","Link","Link"
"3FGL J1445.7-5925",,"221.447","-59.4278","317.019","0.279814","1.44263e-9","3.12102e-10","2.34142","0.12756","39.9144","Unassociated","Link","Link","Link"
"3FGL J1447.3-5800",,"221.831","-58.0049","317.808","1.48005","1.99562e-9","2.66236e-10","2.38918","0.1122","51.7187","Unassociated","Link","Link","Link"
"3FGL J1456.7-6046",,"224.195","-60.7768","317.646","-1.53723","1.21289e-9","3.01567e-10","2.71928","0.238524","48.6916","Unassociated","Link","Link","Link"
"3FGL J1457.6-6249",,"224.4","-62.8296","316.777","-3.39988","7.90275e-10","1.60183e-10","2.44984","0.115998","33.4204","Unassociated","Link","Link","Link"
"3FGL J1457.6-5355",,"224.412","-53.9259","320.935","4.4749","5.66322e-10","1.26386e-10","2.41864","0.16078","38.436","Unassociated","Link","Link","Link"
"3FGL J1458.7-2120",,"224.688","-21.3346","338.591","32.5782","5.62414e-10","9.67487e-11","2.34168","0.109259","35.3561","Unassociated","Link","Link","Link"
"3FGL J1502.2+5553",,"225.555","55.8862","92.785","52.8989","5.20324e-10","6.89845e-11","2.58332","0.0779097","102.712","Unassociated","Link","Link","Link"
"3FGL J1503.5-5801",,"225.893","-58.0294","319.709","0.472141","4.26495e-9","3.88053e-10","2.4995","0.100939","67.4757","Unassociated","Link","Link","Link"
"3FGL J1506.4-0340",,"226.622","-3.6684","354.808","45.1696","3.55628e-10","8.86802e-11","2.33324","0.169881","40.9425","Unassociated","Link","Link","Link"
"3FGL J1506.6-6219",,"226.668","-62.3312","317.934","-3.46565","7.80208e-10","1.72827e-10","1.85672","0.14688","43.8287","Unassociated","Link","Link","Link"
"3FGL J1510.2-5754",,"227.57","-57.9156","320.538","0.12976","2.88843e-9","3.42315e-10","2.51926","0.0761117","63.4092","Unassociated","Link","Link","Link"
"3FGL J1512.3+6622",,"228.087","66.3728","103.792","45.1642","1.95885e-10","5.06425e-11","2.22853","0.203001","51.6083","Unassociated","Link","Link","Link"
"3FGL J1512.8-5639",,"228.203","-56.6655","321.471","1.02949","1.52119e-9","2.30645e-10","2.46241","0.0876286","76.4352","Unassociated","Link","Link","Link"
"3FGL J1513.3-3719",,"228.329","-37.3186","331.863","17.4577","2.12597e-10","7.95013e-11","1.68497","0.220339","29.4917","Unassociated","Link","Link","Link"
"3FGL J1513.8-6250c",,"228.454","-62.8453","318.382","-4.32604","1.31956e-9","1.73921e-10","2.5822","0.0733944","58.0714","Unassociated","Link","Link","Link"
"3FGL J1517.0+2637",,"229.253","26.6305","40.5371","57.6493","1.97756e-10","6.25582e-11","2.00135","0.228394","28.3951","Unassociated","Link","Link","Link"
"3FGL J1517.6-4442",,"229.405","-44.7018","328.456","10.8046","5.97172e-10","1.10573e-10","2.57016","0.110808","49.8086","Unassociated","Link","Link","Link"
"3FGL J1518.2-5232",,"229.571","-52.5349","324.313","4.13206","1.40647e-9","1.60123e-10","2.24121","0.0710567","62.5314","Unassociated","Link","Link","Link"
"3FGL J1525.8-0834",,"231.47","-8.5792","354.76","38.2893","1.83126e-10","7.93731e-11","1.64389","0.255262","42.6823","Unassociated","Link","Link","Link"
"3FGL J1526.3-4505",,"231.586","-45.0861","329.549","9.63078","5.15023e-10","1.09293e-10","2.51738","0.168137","52.2339","Unassociated","Link","Link","Link"
"3FGL J1527.0-3804",,"231.754","-38.0803","333.757","15.3079","3.78503e-10","8.98309e-11","2.32907","0.181595","42.567","Unassociated","Link","Link","Link"
"3FGL J1528.1-2904",,"232.036","-29.0676","339.61","22.4259","2.20208e-10","8.71157e-11","1.69677","0.235326","40.384","Unassociated","Link","Link","Link"
"3FGL J1528.3-5836",,"232.078","-58.6077","322.171","-1.7236","3.0518e-9","3.17112e-10","2.28412","0.191172","68.7193","Unassociated","Link","Link","Link"
"3FGL J1528.7-2247",,"232.175","-22.7871","344.018","27.2713","3.89217e-10","9.09267e-11","2.24223","0.147023","41.7711","Unassociated","Link","Link","Link"
"3FGL J1529.5+6733",,"232.399","67.5592","103.487","43.1138","2.03182e-10","4.95653e-11","2.23684","0.168081","49.5986","Unassociated","Link","Link","Link"
"3FGL J1532.0-2618",,"233.014","-26.3034","342.211","24.0627","3.91867e-10","9.63478e-11","2.18258","0.168988","48.0579","Unassociated","Link","Link","Link"
"3FGL J1533.8-5231",,"233.473","-52.5326","326.289","2.81229","8.03142e-10","1.65523e-10","1.96557","0.121842","49.9946","Unassociated","Link","Link","Link"
"3FGL J1538.4-4656",,"234.603","-46.9354","330.187","6.90878","8.5716e-10","1.3629e-10","2.84941","0.080701","66.6132","Unassociated","Link","Link","Link"
"3FGL J1539.2-3324",,"234.823","-33.4142","338.759","17.5342","2.40712e-9","2.00657e-10","1.55351","0.153269","57.8741","Unassociated","Link","Link","Link"
"3FGL J1541.6+1414",,"235.403","14.234","23.6763","48.3916","3.05139e-10","8.89091e-11","1.97511","0.225121","38.1866","Unassociated","Link","Link","Link"
"3FGL J1542.4-5911",,"235.622","-59.1982","323.312","-3.27215","6.74455e-10","1.44016e-10","2.60194","0.130144","56.013","Unassociated","Link","Link","Link"
"3FGL J1543.5-0244",,"235.889","-2.7484","4.07391","38.9001","7.35464e-10","1.25298e-10","2.39257","0.184506","64.9415","Unassociated","Link","Link","Link"
"3FGL J1544.1-2555",,"236.028","-25.9205","344.735","22.6115","9.06044e-10","1.23967e-10","2.35858","0.0775228","50.9355","Unassociated","Link","Link","Link"
"3FGL J1544.6-1125",,"236.17","-11.4275","356.211","32.9844","1.01223e-9","1.26217e-10","2.41278","0.0724972","47.4726","Unassociated","Link","Link","Link"
"3FGL J1545.0-6641",,"236.269","-66.6916","318.93","-9.37807","3.13974e-10","8.94297e-11","1.67185","0.182978","54.4859","Unassociated","Link","Link","Link"
"3FGL J1548.4+1455",,"237.11","14.9256","25.6325","47.1749","1.29649e-9","1.16183e-10","2.11215","0.0654229","67.4286","Unassociated","Link","Link","Link"
"3FGL J1549.4-4832",,"237.375","-48.5384","330.684","4.5009","9.10036e-10","1.61917e-10","2.74199","0.0978589","31.0826","Unassociated","Link","Link","Link"
"3FGL J1549.9-3044",,"237.475","-30.7455","342.368","18.1415","1.83027e-10","6.23251e-11","1.43961","0.175566","35.2586","Unassociated","Link","Link","Link"
"3FGL J1550.4+6027",,"237.623","60.4619","93.4757","45.0926","3.07475e-10","6.02687e-11","1.84463","0.140036","44.8012","Unassociated","Link","Link","Link"
"3FGL J1552.8-5330",,"238.212","-53.5131","327.96","0.303424","7.18093e-9","6.74476e-10","2.47493","0.126245","46.4397","Unassociated","Link","Link","Link"
"3FGL J1553.1+5437",,"238.292","54.6242","85.5813","47.1696","3.84168e-10","6.09484e-11","2.25508","0.122249","56.2541","Unassociated","Link","Link","Link"
"3FGL J1553.3-0322c",,"238.347","-3.3814","5.36616","36.581","5.68765e-10","1.23941e-10","2.56255","0.123385","44.4448","Unassociated","Link","Link","Link"
"3FGL J1554.4-5315c",,"238.61","-53.2619","328.303","0.346553","3.86845e-9","5.12494e-10","2.13135","0.0717799","49.4994","Unassociated","Link","Link","Link"
"3FGL J1557.0-4225",,"239.264","-42.4218","335.641","8.36216","7.2315e-10","1.95536e-10","2.32667","0.156005","48.1589","Unassociated","Link","Link","Link"
"3FGL J1601.9+2306",,"240.489","23.1108","38.5379","46.9387","8.5594e-10","1.29863e-10","2.14775","0.280621","47.0404","Unassociated","Link","Link","Link"
"3FGL J1602.8-1924",,"240.72","-19.4073","353.056","24.3102","4.75559e-10","1.03832e-10","2.31297","0.140099","44.8366","Unassociated","Link","Link","Link"
"3FGL J1603.7-6011",,"240.931","-60.1953","324.75","-5.74402","4.95831e-10","1.09974e-10","1.9624","0.12946","50.7007","Unassociated","Link","Link","Link"
"3FGL J1611.9+1404",,"242.981","14.0791","27.7829","41.6369","5.05852e-10","8.91522e-11","2.20948","0.120074","57.5395","Unassociated","Link","Link","Link"
"3FGL J1613.4-4222",,"243.366","-42.3738","337.936","6.36381","6.53168e-10","1.40374e-10","2.43479","0.152106","44.6382","Unassociated","Link","Link","Link"
"3FGL J1615.6-4450",,"243.914","-44.8374","336.51","4.31163","1.03987e-9","1.80834e-10","2.56199","0.113222","66.2581","Unassociated","Link","Link","Link"
"3FGL J1616.8-5343",,"244.205","-53.7243","330.475","-2.21769","1.73329e-9","2.06514e-10","2.53006","0.0713059","50.44","Unassociated","Link","Link","Link"
"3FGL J1616.8+5846",,"244.216","58.783","89.5164","42.6881","1.05814e-10","4.23642e-11","3.11699","0.206526","46.8731","Unassociated","Link","Link","Link"
"3FGL J1618.8+5520",,"244.704","55.3455","84.9132","43.4512","2.01853e-10","5.14661e-11","2.3262","0.169176","34.9428","Unassociated","Link","Link","Link"
"3FGL J1619.0-5014c",,"244.773","-50.2437","333.155","0.0309692","3.1182e-9","4.89102e-10","2.43139","0.078106","63.2628","Unassociated","Link","Link","Link"
"3FGL J1619.1+7538",,"244.799","75.6414","109.091","35.2964","1.66505e-10","4.90028e-11","1.71267","0.206602","48.9191","Unassociated","Link","Link","Link"
"3FGL J1620.0-5101",,"245.009","-51.0278","332.711","-0.632794","3.51229e-9","4.79256e-10","2.25994","0.0742705","50.4833","Unassociated","Link","Link","Link"
"3FGL J1620.8-5149",,"245.203","-51.8298","332.232","-1.28741","1.18624e-9","2.8868e-10","2.09172","0.141789","51.9221","Unassociated","Link","Link","Link"
"3FGL J1622.9-5004",,"245.726","-50.0753","333.707","-0.280151","1.06367e-8","6.77512e-10","2.12644","0.0715448","54.349","Unassociated","Link","Link","Link"
"3FGL J1624.1-4700",,"246.042","-47.0058","336.037","1.72931","1.13882e-9","1.80639e-10","2.57413","0.132647","50.6429","Unassociated","Link","Link","Link"
"3FGL J1624.2-4041",,"246.059","-40.6865","340.572","6.14206","4.16573e-9","2.85995e-10","2.05726","0.105546","50.7954","Unassociated","Link","Link","Link"
"3FGL J1624.2-3957",,"246.066","-39.9566","341.102","6.64709","8.67859e-10","1.73491e-10","2.51979","0.126021","32.4702","Unassociated","Link","Link","Link"
"3FGL J1624.8-4233",,"246.2","-42.5662","339.293","4.75539","9.4483e-10","1.69989e-10","2.65373","0.111718","49.3863","Unassociated","Link","Link","Link"
"3FGL J1625.1-0021",,"246.279","-0.3586","13.8808","31.8378","3.56964e-9","2.11807e-10","1.66357","0.116929","37.31","Unassociated","Link","Link","Link"
"3FGL J1625.2-2845",,"246.308","-28.7539","349.523","14.2007","5.54824e-10","1.21714e-10","2.52038","0.166179","52.9699","Unassociated","Link","Link","Link"
"3FGL J1625.6-2058",,"246.422","-20.9788","355.668","19.2877","6.84538e-10","1.31049e-10","2.54092","0.106449","39.463","Unassociated","Link","Link","Link"
"3FGL J1626.2-4911",,"246.569","-49.1973","334.715","-0.0544239","2.08272e-9","5.10261e-10","2.10681","0.141122","44.2344","Unassociated","Link","Link","Link"
"3FGL J1626.2-2428c",,"246.572","-24.4669","352.996","16.8921","2.23464e-9","2.75738e-10","2.27537","0.0712755","46.868","Unassociated","Link","Link","Link"
"3FGL J1626.3-4406",,"246.579","-44.1117","338.373","3.48124","6.02736e-10","1.40855e-10","2.92323","0.203209","39.5735","Unassociated","Link","Link","Link"
"3FGL J1627.8+3217",,"246.968","32.2988","52.9583","43.2098","5.69284e-10","7.8459e-11","2.13928","0.0900996","33.0275","Unassociated","Link","Link","Link"
"3FGL J1628.1-3344",,"247.027","-33.7417","346.196","10.3679","5.65611e-10","1.30757e-10","2.1166","0.174274","36.8333","Unassociated","Link","Link","Link"
"3FGL J1628.1-5740",,"247.034","-57.6754","328.784","-6.12937","4.89239e-10","1.11425e-10","2.46391","0.154675","36.789","Unassociated","Link","Link","Link"
"3FGL J1628.1+0254",,"247.042","2.9092","17.6467","32.9081","3.39591e-10","8.41734e-11","2.12235","0.157439","56.1832","Unassociated","Link","Link","Link"
"3FGL J1628.2-2431c",,"247.069","-24.528","353.26","16.5119","1.83684e-9","2.51782e-10","2.37212","0.0764392","30.2843","Unassociated","Link","Link","Link"
"3FGL J1628.4-4546",,"247.116","-45.7778","337.435","2.0524","1.47557e-9","2.3314e-10","2.63292","0.0843102","52.3537","Unassociated","Link","Link","Link"
"3FGL J1628.7-8056",,"247.176","-80.9341","310.846","-21.6224","2.74306e-10","7.5835e-11","2.75426","0.151138","33.3842","Unassociated","Link","Link","Link"
"3FGL J1630.2-1052",,"247.554","-10.867","4.90696","24.7818","5.53631e-10","1.17674e-10","2.29769","0.116311","29.2417","Unassociated","Link","Link","Link"
"3FGL J1630.3-6126",,"247.584","-61.4358","326.205","-8.90112","6.29201e-10","1.06242e-10","2.78567","0.0893415","81.1779","Unassociated","Link","Link","Link"
"3FGL J1630.3-4346",,"247.594","-43.7672","339.128","3.19084","7.28073e-10","3.72673e-10","2.12662","0.475736","39.5878","Unassociated","Link","Link","Link"
"3FGL J1632.8+3838",,"248.202","38.6477","61.7412","42.8468","4.13536e-10","9.84323e-11","2.45232","0.200962","29.2697","Unassociated","Link","Link","Link"
"3FGL J1635.3+4257",,"248.85","42.9645","67.6258","42.458","2.79252e-10","6.0597e-11","2.4166","0.159871","57.0706","Unassociated","Link","Link","Link"
"3FGL J1639.4-5146",,"249.87","-51.7788","334.253","-3.34914","3.23566e-9","2.18879e-10","2.34925","0.046187","58.0275","Unassociated","Link","Link","Link"
"3FGL J1640.6-4917",,"250.156","-49.289","336.24","-1.83413","2.18187e-9","2.69999e-10","2.30669","0.0773057","74.7161","Unassociated","Link","Link","Link"
"3FGL J1641.5-5319",,"250.378","-53.3237","333.296","-4.60207","1.94389e-9","2.03601e-10","2.38035","0.126077","56.203","Unassociated","Link","Link","Link"
"3FGL J1641.5-2856",,"250.392","-28.948","351.792","11.3828","6.05927e-10","1.27365e-10","2.32684","0.121021","45.0012","Unassociated","Link","Link","Link"
"3FGL J1642.4+8045",,"250.612","80.7641","113.746","31.7551","2.73701e-10","5.67061e-11","2.4851","0.128251","42.6545","Unassociated","Link","Link","Link"
"3FGL J1643.6-5002",,"250.914","-50.0393","335.998","-2.69759","1.37094e-9","2.73674e-10","2.65563","0.226445","51.0056","Unassociated","Link","Link","Link"
"3FGL J1644.4+2632",,"251.123","26.5423","46.4653","38.5034","2.06201e-10","7.09489e-11","2.75322","0.223666","42.3549","Unassociated","Link","Link","Link"
"3FGL J1644.6-0911",,"251.174","-9.1856","8.67645","22.8728","4.58881e-10","1.09717e-10","2.56821","0.142794","38.5097","Unassociated","Link","Link","Link"
"3FGL J1645.7-2149",,"251.448","-21.8241","358.092","15.1341","1.48262e-9","1.99416e-10","2.29088","0.197373","37.0821","Unassociated","Link","Link","Link"
"3FGL J1646.9-1332",,"251.748","-13.5478","5.20248","19.8921","4.32477e-10","1.325e-10","1.85053","0.191334","41.9599","Unassociated","Link","Link","Link"
"3FGL J1648.0+4230",,"252.018","42.5102","67.0661","40.1247","2.33696e-10","5.82406e-11","2.48019","0.167684","51.2014","Unassociated","Link","Link","Link"
"3FGL J1648.6-5635",,"252.166","-56.5841","331.464","-7.4941","4.70626e-10","1.06081e-10","2.80108","0.130584","38.295","Unassociated","Link","Link","Link"
"3FGL J1649.6-3007",,"252.42","-30.1293","352.006","9.27036","1.08514e-9","1.50879e-10","2.31484","0.0859442","52.7288","Unassociated","Link","Link","Link"
"3FGL J1650.0-4438c",,"252.507","-44.6387","340.813","-0.0220067","3.82682e-9","4.8056e-10","2.70878","0.0600123","58.8063","Unassociated","Link","Link","Link"
"3FGL J1650.0+0356",,"252.514","3.9488","21.8564","28.6834","3.84778e-10","9.05187e-11","2.16577","0.18998","76.6848","Unassociated","Link","Link","Link"
"3FGL J1650.3-4600",,"252.599","-46.0141","339.798","-0.952196","9.1687e-9","6.96662e-10","2.49384","0.09132","55.0562","Unassociated","Link","Link","Link"
"3FGL J1651.5-4626",,"252.898","-46.434","339.606","-1.37927","1.21594e-9","5.28725e-10","1.92165","0.257881","39.4116","Unassociated","Link","Link","Link"
"3FGL J1652.2-4649",,"253.063","-46.83","339.373","-1.71872","1.64357e-9","3.51181e-10","2.0917","0.129011","54.0532","Unassociated","Link","Link","Link"
"3FGL J1652.8-4351",,"253.203","-43.8566","341.734","0.09197","5.49218e-9","5.89101e-10","2.20179","0.161135","64.552","Unassociated","Link","Link","Link"
"3FGL J1653.6-0158",,"253.419","-1.9801","16.6181","24.9246","4.23591e-9","2.22029e-10","2.06189","0.0578242","55.4034","Unassociated","Link","Link","Link"
"3FGL J1654.0-4617",,"253.501","-46.2965","339.976","-1.6139","1.47043e-9","3.2685e-10","2.01307","0.126429","50.3938","Unassociated","Link","Link","Link"
"3FGL J1654.3-4907",,"253.598","-49.1218","337.821","-3.44418","8.10113e-10","1.92648e-10","2.65509","0.256395","44.4834","Unassociated","Link","Link","Link"
"3FGL J1655.1-4644",,"253.78","-46.7347","339.756","-2.03893","9.2002e-10","3.48708e-10","1.93078","0.200428","42.7432","Unassociated","Link","Link","Link"
"3FGL J1655.1-3954",,"253.784","-39.9047","345.073","2.24962","3.68696e-10","2.08365e-10","1.67991","0.291421","34.0862","Unassociated","Link","Link","Link"
"3FGL J1655.5-4748",,"253.896","-47.8087","338.969","-2.77423","1.13844e-9","2.39727e-10","2.24841","0.152555","45.6677","Unassociated","Link","Link","Link"
"3FGL J1655.7-4712",,"253.947","-47.2105","339.457","-2.42624","1.2846e-9","2.86978e-10","2.23472","0.12509","42.2194","Unassociated","Link","Link","Link"
"3FGL J1656.9-3919c",,"254.245","-39.3274","345.746","2.33374","1.15714e-9","2.61007e-10","2.45301","0.377114","39.6478","Unassociated","Link","Link","Link"
"3FGL J1657.6-4653",,"254.419","-46.8965","339.903","-2.48141","1.11673e-9","2.87963e-10","2.05139","0.143341","56.3897","Unassociated","Link","Link","Link"
"3FGL J1659.0-0142",,"254.774","-1.7021","17.6467","23.9075","9.26108e-10","1.32244e-10","2.19463","0.10556","56.5831","Unassociated","Link","Link","Link"
"3FGL J1700.4-4019c",,"255.109","-40.3311","345.37","1.19096","1.63223e-9","5.46311e-10","2.68881","0.627227","53.3951","Unassociated","Link","Link","Link"
"3FGL J1701.1-4930",,"255.286","-49.5145","338.195","-4.55078","9.04041e-10","1.69433e-10","2.4389","0.118233","48.7746","Unassociated","Link","Link","Link"
"3FGL J1701.3-5216",,"255.343","-52.2694","336.024","-6.25878","5.61031e-10","1.2556e-10","2.47835","0.144488","43.6149","Unassociated","Link","Link","Link"
"3FGL J1701.4-4654",,"255.364","-46.9065","340.294","-2.9958","1.58217e-9","2.68534e-10","2.63625","0.0908403","48.8116","Unassociated","Link","Link","Link"
"3FGL J1702.0-5414",,"255.504","-54.2473","334.497","-7.53354","4.91092e-10","1.18577e-10","2.57832","0.144091","46.7845","Unassociated","Link","Link","Link"
"3FGL J1702.1-2524",,"255.53","-25.4128","357.496","9.98409","3.13197e-10","1.35874e-10","1.75934","0.278702","24.9302","Unassociated","Link","Link","Link"
"3FGL J1702.1-4623",,"255.537","-46.3866","340.779","-2.77189","1.38751e-9","2.66277e-10","2.51087","0.130166","59.5518","Unassociated","Link","Link","Link"
"3FGL J1702.8-5656",,"255.72","-56.9357","332.398","-9.24466","3.19841e-9","1.88099e-10","2.1699","0.0600264","58.7752","Unassociated","Link","Link","Link"
"3FGL J1703.6-2850",,"255.924","-28.8477","354.922","7.64966","5.09251e-10","1.24702e-10","2.22685","0.166135","26.8785","Unassociated","Link","Link","Link"
"3FGL J1703.9-4843",,"255.99","-48.7237","339.106","-4.43567","1.23141e-9","1.84791e-10","2.48454","0.0863514","41.4025","Unassociated","Link","Link","Link"
"3FGL J1704.1+1234",,"256.033","12.5736","32.4651","29.4244","5.72477e-10","9.227e-11","2.58327","0.102229","47.0017","Unassociated","Link","Link","Link"
"3FGL J1704.4-0528",,"256.121","-5.4781","14.913","20.7972","8.89023e-10","1.34583e-10","2.18474","0.106426","41.6637","Unassociated","Link","Link","Link"
"3FGL J1705.5+0948",,"256.376","9.8032","29.763","27.9511","3.18859e-10","8.30232e-11","2.80661","0.138399","45.9342","Unassociated","Link","Link","Link"
"3FGL J1705.5-4128c",,"256.396","-41.4809","345.052","-0.281031","4.83791e-9","0","2.7672","1.06113","45.1742","Unassociated","Link","Link","Link"
"3FGL J1707.8+5626",,"256.956","56.4434","84.7186","36.5053","1.7442e-10","5.3362e-11","2.7552","0.188215","28.1233","Unassociated","Link","Link","Link"
"3FGL J1709.4-0917",,"257.368","-9.2839","12.1965","17.7248","6.89807e-10","1.36406e-10","2.46475","0.10642","44.132","Unassociated","Link","Link","Link"
"3FGL J1709.5-0335",,"257.386","-3.5947","17.3344","20.6974","5.81064e-10","1.24709e-10","2.59491","0.125776","49.1071","Unassociated","Link","Link","Link"
"3FGL J1709.9+4624",,"257.487","46.412","72.2338","36.3849","2.3724e-10","6.10361e-11","2.51413","0.168093","42.3309","Unassociated","Link","Link","Link"
"3FGL J1710.6-4317",,"257.66","-43.2894","344.162","-2.11127","1.31079e-9","2.52694e-10","2.52668","0.128655","50.7325","Unassociated","Link","Link","Link"
"3FGL J1714.6-3327",,"258.656","-33.4566","352.576","3.03973","1.22101e-9","2.23276e-10","2.35723","0.115324","53.6042","Unassociated","Link","Link","Link"
"3FGL J1715.4-4028",,"258.852","-40.4692","346.967","-1.17365","1.37207e-9","2.80166e-10","2.10417","0.162094","59.8606","Unassociated","Link","Link","Link"
"3FGL J1717.6-4404",,"259.421","-44.0678","344.273","-3.59971","1.3859e-9","2.17042e-10","2.63938","0.0907111","51.9787","Unassociated","Link","Link","Link"
"3FGL J1719.2-2433",,"259.819","-24.5514","0.48673","7.31752","7.3934e-10","1.59491e-10","2.66495","0.121348","39.7124","Unassociated","Link","Link","Link"
"3FGL J1720.3-0428",,"260.096","-4.4727","17.9922","17.9234","5.19054e-10","1.53851e-10","2.08626","0.179228","53.7842","Unassociated","Link","Link","Link"
"3FGL J1720.7+0711",,"260.191","7.1891","28.9971","23.4136","8.89287e-10","1.19391e-10","2.35112","0.0927614","44.076","Unassociated","Link","Link","Link"
"3FGL J1721.4-5253",,"260.356","-52.8969","337.295","-9.10182","6.47096e-10","1.20346e-10","2.58453","0.124407","38.2319","Unassociated","Link","Link","Link"
"3FGL J1721.8-3919",,"260.464","-39.3256","348.614","-1.52809","1.37174e-9","2.50323e-10","2.4182","0.141018","43.8934","Unassociated","Link","Link","Link"
"3FGL J1722.7-0415",,"260.691","-4.2644","18.495","17.5166","1.01953e-9","1.69845e-10","2.29492","0.0918857","34.0286","Unassociated","Link","Link","Link"
"3FGL J1723.6-3646",,"260.919","-36.768","350.925","-0.376065","1.63101e-9","3.8302e-10","2.34981","0.232262","41.252","Unassociated","Link","Link","Link"
"3FGL J1725.0-0513",,"261.251","-5.2228","17.9235","16.5514","6.14953e-10","1.57219e-10","2.01844","0.177643","36.8594","Unassociated","Link","Link","Link"
"3FGL J1725.7-3555c",,"261.429","-35.9298","351.849","-0.244216","2.23814e-9","5.135e-10","2.46919","0.146942","50.6025","Unassociated","Link","Link","Link"
"3FGL J1726.6-3530c",,"261.667","-35.5154","352.301","-0.17309","3.97318e-9","5.14571e-10","2.43248","0.0716116","60.3084","Unassociated","Link","Link","Link"
"3FGL J1727.4+0634",,"261.872","6.5756","29.211","21.6464","4.28327e-10","9.7397e-11","2.68709","0.129078","44.3664","Unassociated","Link","Link","Link"
"3FGL J1727.6-0654",,"261.914","-6.9128","16.756","15.1271","7.66327e-10","1.51943e-10","2.45913","0.115294","49.9238","Unassociated","Link","Link","Link"
"3FGL J1727.7-2637",,"261.946","-26.6251","359.833","4.56838","1.07211e-9","2.44959e-10","2.48808","0.180861","52.1044","Unassociated","Link","Link","Link"
"3FGL J1728.0-6446",,"262.01","-64.7731","327.425","-16.1106","1.79944e-10","6.66718e-11","2.91344","0.190981","50.33","Unassociated","Link","Link","Link"
"3FGL J1729.0+6049",,"262.264","60.8257","89.7914","33.4182","2.40081e-10","5.81786e-11","2.52227","0.180096","32.3852","Unassociated","Link","Link","Link"
"3FGL J1729.7-2408",,"262.435","-24.1371","2.16453","5.56437","1.5994e-9","2.65241e-10","2.47454","0.120947","50.7361","Unassociated","Link","Link","Link"
"3FGL J1729.9-0859",,"262.491","-8.9861","15.218","13.576","3.78808e-10","1.09641e-10","2.44828","0.24257","28.7197","Unassociated","Link","Link","Link"
"3FGL J1730.6-0357",,"262.665","-3.9524","19.8037","15.9657","1.32514e-9","1.89265e-10","1.86748","0.320702","29.9717","Unassociated","Link","Link","Link"
"3FGL J1731.9+5428",,"262.985","54.4817","82.1932","33.1558","2.26748e-10","5.41935e-11","2.90192","0.121106","39.3142","Unassociated","Link","Link","Link"
"3FGL J1732.4-2709",,"263.123","-27.1501","359.969","3.40264","1.41356e-9","2.40137e-10","2.37296","0.118752","51.7705","Unassociated","Link","Link","Link"
"3FGL J1732.7+5914",,"263.183","59.2473","87.8818","33.0309","2.1334e-10","6.13224e-11","2.01383","0.2319","33.2964","Unassociated","Link","Link","Link"
"3FGL J1733.5-2811",,"263.383","-28.1941","359.217","2.6423","1.27151e-9","2.49881e-10","2.44576","0.129476","44.6191","Unassociated","Link","Link","Link"
"3FGL J1733.5-3941",,"263.385","-39.6994","349.554","-3.61045","1.02839e-9","1.73882e-10","2.23001","0.156652","52.4376","Unassociated","Link","Link","Link"
"3FGL J1733.8-6056",,"263.464","-60.9335","331.221","-14.7719","5.47937e-10","9.06915e-11","2.58187","0.0995277","56.6348","Unassociated","Link","Link","Link"
"3FGL J1734.7-2930",,"263.695","-29.5073","358.26","1.70085","3.38384e-9","3.98112e-10","2.52687","0.184909","70.2856","Unassociated","Link","Link","Link"
"3FGL J1736.0-2701",,"264.019","-27.0201","0.510727","2.80166","2.50016e-9","3.65457e-10","2.55461","0.232944","38.4509","Unassociated","Link","Link","Link"
"3FGL J1736.5-2839",,"264.132","-28.654","359.185","1.83939","3.03353e-9","4.5758e-10","2.39044","0.231584","57.1668","Unassociated","Link","Link","Link"
"3FGL J1737.9-2511",,"264.476","-25.1858","2.28254","3.43666","2.13736e-9","4.4393e-10","2.64751","0.193921","64.4773","Unassociated","Link","Link","Link"
"3FGL J1739.9-3124c",,"264.99","-31.4029","357.259","-0.258235","2.18671e-9","4.18984e-10","2.28943","0.091905","48.2175","Unassociated","Link","Link","Link"
"3FGL J1740.5-2843",,"265.125","-28.717","359.597","1.06893","6.3568e-9","6.42015e-10","2.39761","0.102783","46.4215","Unassociated","Link","Link","Link"
"3FGL J1740.5-2726",,"265.134","-27.45","0.676589","1.73338","3.87598e-9","4.28178e-10","2.32382","0.121841","43.1526","Unassociated","Link","Link","Link"
"3FGL J1740.5-2642",,"265.137","-26.7115","1.30435","2.12292","2.84379e-9","3.51687e-10","2.30185","0.190826","33.4228","Unassociated","Link","Link","Link"
"3FGL J1740.8-1933",,"265.213","-19.5652","7.43226","5.82658","7.09845e-10","1.71158e-10","2.21228","0.170329","49.4532","Unassociated","Link","Link","Link"
"3FGL J1740.8-6755",,"265.215","-67.9278","325.15","-18.7352","3.04311e-10","7.2053e-11","2.53902","0.149122","50.51","Unassociated","Link","Link","Link"
"3FGL J1741.4+0938",,"265.357","9.6377","33.773","19.8906","4.20073e-10","1.00263e-10","2.7462","0.127887","46.7054","Unassociated","Link","Link","Link"
