"Source Name","Association","RA","Dec","Gal l","Gal b","Flux 1-100 GeV(photons cm-2s-1)","+/-","Spectral Index","+/-","Variability Index","Classification","Light Curve(Likelihood)","Spectrum","DataAccess"
"3FGL J0541.1+3553",,"85.2775","35.8975","173.572","2.84227","2.135e-9","2.34588e-10","2.53795","0.132557","35.1678","Unassociated","Link","Link","Link"
"3FGL J0544.7+2239",,"86.1758","22.6572","185.256","-3.44724","6.15398e-10","1.42251e-10","2.49894","0.18143","37.4496","Unassociated","Link","Link","Link"
"3FGL J0545.6+6019",,"86.4153","60.3219","152.496","15.7493","1.27436e-9","1.23195e-10","1.79361","0.131544","35.953","Unassociated","Link","Link","Link"
"3FGL J0546.4+0031c",,"86.6249","0.5274","204.889","-14.1583","5.78142e-10","1.41093e-10","2.56852","0.122347","53.3054","Unassociated","Link","Link","Link"
"3FGL J0550.3-4521",,"87.5872","-45.3506","251.92","-29.2842","2.55983e-10","6.73956e-11","2.65776","0.169918","48.1078","Unassociated","Link","Link","Link"
"3FGL J0556.2+3933",,"89.0576","39.5502","171.947","7.27548","3.06058e-10","8.78548e-11","3.09301","0.133424","52.6741","Unassociated","Link","Link","Link"
"3FGL J0557.7-0720",,"89.4499","-7.3403","213.456","-15.2457","3.80879e-10","1.03287e-10","2.14806","0.175214","33.0594","Unassociated","Link","Link","Link"
"3FGL J0559.8+3042",,"89.9622","30.7153","180.035","3.56189","3.49781e-10","1.05117e-10","1.71105","0.172617","38.9955","Unassociated","Link","Link","Link"
"3FGL J0600.4-1934",,"90.1183","-19.5733","225.412","-19.7367","3.6272e-10","7.76466e-11","2.55597","0.126046","43.1418","Unassociated","Link","Link","Link"
"3FGL J0601.5+2309",,"90.3836","23.158","186.792","0.146509","7.06313e-10","1.50463e-10","2.48467","0.124348","45.7957","Unassociated","Link","Link","Link"
"3FGL J0603.3+2042",,"90.8397","20.7165","189.124","-0.690422","6.1797e-10","0","1.49989","0.499087","24.9277","Unassociated","Link","Link","Link"
"3FGL J0605.0-0000",,"91.2715","-0.0089","207.599","-10.3022","6.98106e-10","1.20306e-10","2.00855","0.123517","51.8751","Unassociated","Link","Link","Link"
"3FGL J0605.9+2039c",,"91.4769","20.6528","189.472","-0.202125","1.39801e-9","2.13091e-10","2.35888","0.0763616","50.5694","Unassociated","Link","Link","Link"
"3FGL J0608.2-2306",,"92.0642","-23.1095","229.615","-19.4075","2.85618e-10","6.96946e-11","2.20042","0.16081","42.4058","Unassociated","Link","Link","Link"
"3FGL J0608.6+5328",,"92.1599","53.4832","160.301","15.5539","3.13994e-10","7.83798e-11","2.49254","0.158592","36.9702","Unassociated","Link","Link","Link"
"3FGL J0609.2+2051c",,"92.3186","20.8629","189.671","0.587759","9.77098e-10","2.1833e-10","2.27254","0.110946","33.2846","Unassociated","Link","Link","Link"
"3FGL J0609.6-2851",,"92.4176","-28.8628","235.46","-21.1843","2.15808e-10","6.26931e-11","2.63916","0.177929","48.401","Unassociated","Link","Link","Link"
"3FGL J0609.7-1841",,"92.4261","-18.6933","225.461","-17.386","6.07649e-10","9.30841e-11","2.29835","0.0978861","61.7989","Unassociated","Link","Link","Link"
"3FGL J0611.5+1957",,"92.899","19.9602","190.724","0.628506","1.22047e-9","1.87847e-10","2.38203","0.0849657","46.4173","Unassociated","Link","Link","Link"
"3FGL J0619.4+2242",,"94.8745","22.7063","189.182","3.55279","1.38201e-9","3.21065e-10","2.0149","0.127076","51.6864","Unassociated","Link","Link","Link"
"3FGL J0623.1-4143",,"95.7795","-41.7256","249.549","-22.6657","2.51742e-10","6.60214e-11","2.29008","0.185844","31.7469","Unassociated","Link","Link","Link"
"3FGL J0626.8+1743",,"96.7115","17.7317","194.394","2.75654","7.06535e-10","1.66367e-10","2.69961","0.128834","49.0857","Unassociated","Link","Link","Link"
"3FGL J0628.4+2429",,"97.123","24.498","188.543","6.20778","4.37888e-10","1.1002e-10","2.20729","0.163503","42.0229","Unassociated","Link","Link","Link"
"3FGL J0630.2-0929c",,"97.571","-9.4961","219.057","-8.98238","4.90527e-10","1.24862e-10","2.51023","0.132537","43.0229","Unassociated","Link","Link","Link"
"3FGL J0634.1+0424",,"98.5283","4.4062","207.034","-1.83253","4.3299e-9","3.39951e-10","2.7588","0.102633","42.8702","Unassociated","Link","Link","Link"
"3FGL J0636.7+7115",,"99.1914","71.2632","143.547","24.4268","2.9065e-10","6.47827e-11","2.60671","0.144387","67.5337","Unassociated","Link","Link","Link"
"3FGL J0637.5+0418",,"99.3835","4.315","207.507","-1.11703","1.30314e-9","3.58222e-10","3.03861","0.378893","71.3661","Unassociated","Link","Link","Link"
"3FGL J0638.4+5704",,"99.605","57.0743","158.421","20.8107","1.71605e-10","5.66751e-11","2.92715","0.181481","61.7177","Unassociated","Link","Link","Link"
"3FGL J0639.9+3250",,"99.9877","32.8394","182.052","12.1115","2.78331e-10","8.27424e-11","2.64586","0.171959","49.4731","Unassociated","Link","Link","Link"
"3FGL J0641.1+1004",,"100.286","10.0833","202.788","2.32078","1.30799e-9","2.11184e-10","2.40211","0.153177","45.4026","Unassociated","Link","Link","Link"
"3FGL J0644.6+6035",,"101.152","60.5911","155.048","22.5944","5.92352e-10","7.52102e-11","2.27647","0.0915301","60.2857","Unassociated","Link","Link","Link"
"3FGL J0647.6+0032",,"101.913","0.5345","212.025","-0.597966","1.46871e-9","1.7559e-10","2.4574","0.0653341","49.2888","Unassociated","Link","Link","Link"
"3FGL J0647.8+1751",,"101.962","17.8514","196.56","7.26862","4.0983e-10","9.12537e-11","2.70281","0.128917","41.1323","Unassociated","Link","Link","Link"
"3FGL J0650.9+6524",,"102.748","65.4148","150.128","24.452","2.78739e-10","5.79387e-11","2.54007","0.129948","47.1395","Unassociated","Link","Link","Link"
"3FGL J0657.6-4701",,"104.424","-47.0263","257.003","-18.4853","3.14644e-10","8.41314e-11","2.01112","0.190085","38.1465","Unassociated","Link","Link","Link"
"3FGL J0658.8+2318",,"104.72","23.3146","192.681","11.9469","2.90509e-10","7.24589e-11","2.29433","0.179703","42.8216","Unassociated","Link","Link","Link"
"3FGL J0659.2-0439c",,"104.802","-4.6526","217.958","-0.395969","8.80308e-10","1.66396e-10","2.40032","0.113697","41.5237","Unassociated","Link","Link","Link"
"3FGL J0700.6+3557",,"105.162","35.9665","180.803","17.2622","2.83923e-10","6.84853e-11","2.40319","0.149474","35.7686","Unassociated","Link","Link","Link"
"3FGL J0704.1-1043",,"106.035","-10.7218","223.915","-2.08573","1.54307e-9","2.48146e-10","2.74339","0.214945","40.9975","Unassociated","Link","Link","Link"
"3FGL J0704.3-4828",,"106.075","-48.4751","258.842","-17.9558","2.57991e-10","8.32529e-11","1.97427","0.239348","28.2218","Unassociated","Link","Link","Link"
"3FGL J0705.7-0006",,"106.438","-0.1127","214.666","3.13318","4.53373e-10","1.10996e-10","2.27329","0.140969","53.6431","Unassociated","Link","Link","Link"
"3FGL J0707.5-3111",,"106.887","-31.197","242.718","-10.528","3.13557e-10","8.58169e-11","2.7119","0.149539","44.4328","Unassociated","Link","Link","Link"
"3FGL J0707.7-1035c",,"106.927","-10.5922","224.203","-1.24646","7.89718e-10","1.7943e-10","2.49427","0.132063","47.3035","Unassociated","Link","Link","Link"
"3FGL J0708.7+1747",,"107.196","17.7941","198.795","11.7378","2.86614e-10","8.57692e-11","1.83672","0.235205","53.5154","Unassociated","Link","Link","Link"
"3FGL J0711.1-1037",,"107.794","-10.6212","224.621","-0.504176","1.33698e-9","2.17628e-10","2.63802","0.175874","38.703","Unassociated","Link","Link","Link"
"3FGL J0712.2-3806",,"108.052","-38.1104","249.523","-12.5943","4.48002e-10","9.67521e-11","2.40104","0.125677","59.0344","Unassociated","Link","Link","Link"
"3FGL J0714.7-3924",,"108.677","-39.4086","250.94","-12.6958","4.33978e-10","9.85469e-11","2.3836","0.139879","39.8985","Unassociated","Link","Link","Link"
"3FGL J0716.0-4525",,"109.011","-45.4221","256.691","-14.943","2.6329e-10","7.19467e-11","2.25825","0.182865","38.2498","Unassociated","Link","Link","Link"
"3FGL J0718.9-5004",,"109.738","-50.0794","261.333","-16.3381","3.86673e-10","8.4004e-11","2.39174","0.135616","35.0057","Unassociated","Link","Link","Link"
"3FGL J0721.5-0221",,"110.375","-2.3616","218.483","5.59684","3.34122e-10","9.34311e-11","2.00267","0.204746","40.4914","Unassociated","Link","Link","Link"
"3FGL J0722.2-2648",,"110.551","-26.8037","240.195","-5.69876","5.40202e-10","1.13833e-10","2.45122","0.133118","40.1181","Unassociated","Link","Link","Link"
"3FGL J0725.4-5007",,"111.371","-50.1197","261.806","-15.394","2.15137e-10","8.01411e-11","1.94153","0.276596","30.9984","Unassociated","Link","Link","Link"
"3FGL J0725.7-0550",,"111.441","-5.8423","222.073","4.91603","3.68508e-10","9.48404e-11","1.85058","0.173456","47.5352","Unassociated","Link","Link","Link"
"3FGL J0725.8-3532",,"111.459","-35.5373","248.379","-9.01749","3.90227e-10","9.20177e-11","2.35854","0.176205","35.6011","Unassociated","Link","Link","Link"
"3FGL J0725.8+0212",,"111.468","2.2068","214.899","8.66638","7.51183e-10","1.05893e-10","2.1847","0.0985282","54.3254","Unassociated","Link","Link","Link"
"3FGL J0731.7-1914c",,"112.944","-19.237","234.563","-0.177471","8.51327e-10","1.67846e-10","2.52102","0.103562","46.8984","Unassociated","Link","Link","Link"
"3FGL J0731.8-3010",,"112.974","-30.1768","244.191","-5.3991","2.24775e-10","9.88382e-11","1.66924","0.247994","32.2033","Unassociated","Link","Link","Link"
"3FGL J0733.3+5904",,"113.328","59.0668","157.973","28.3108","2.36623e-10","5.55741e-11","2.78037","0.132421","74.4337","Unassociated","Link","Link","Link"
"3FGL J0737.2-3233",,"114.314","-32.5588","246.842","-5.53337","1.58167e-9","1.83114e-10","2.25285","0.13473","51.3332","Unassociated","Link","Link","Link"
"3FGL J0737.8-8245",,"114.462","-82.761","295.075","-25.4546","4.22561e-10","8.81942e-11","1.91932","0.153761","41.7889","Unassociated","Link","Link","Link"
"3FGL J0739.8+1312",,"114.974","13.2109","206.327","16.6217","2.11048e-10","6.48354e-11","2.73459","0.153979","36.2061","Unassociated","Link","Link","Link"
"3FGL J0740.6-5230",,"115.162","-52.5042","265.079","-14.2615","5.18997e-10","9.36324e-11","2.23041","0.126851","37.3388","Unassociated","Link","Link","Link"
"3FGL J0742.7-3110",,"115.694","-31.1739","246.202","-3.83512","6.84605e-10","1.32992e-10","2.34277","0.128556","42.5977","Unassociated","Link","Link","Link"
"3FGL J0744.1-2523",,"116.045","-25.3994","241.339","-0.698815","2.7394e-9","2.20694e-10","2.08863","0.0874714","61.3416","Unassociated","Link","Link","Link"
"3FGL J0744.3+1715",,"116.082","17.2559","202.904","19.249","3.5699e-10","7.90253e-11","2.26117","0.143568","31.5213","Unassociated","Link","Link","Link"
"3FGL J0746.4-0225",,"116.618","-2.4221","221.486","11.0823","6.4828e-10","9.31706e-11","2.00257","0.10458","59.8091","Unassociated","Link","Link","Link"
"3FGL J0747.4-0734",,"116.863","-7.5801","226.199","8.81995","4.65955e-10","1.037e-10","2.11312","0.150109","34.8226","Unassociated","Link","Link","Link"
"3FGL J0747.5-4927",,"116.89","-49.4584","262.806","-11.9038","4.94792e-10","9.43224e-11","2.27348","0.169382","39.6524","Unassociated","Link","Link","Link"
"3FGL J0748.7-5116",,"117.178","-51.2795","264.54","-12.596","3.65119e-10","8.5352e-11","2.62075","0.135606","42.1207","Unassociated","Link","Link","Link"
"3FGL J0748.8-2208",,"117.202","-22.1347","239.049","1.85756","6.73809e-10","1.30034e-10","2.36566","0.12418","39.6635","Unassociated","Link","Link","Link"
"3FGL J0749.0+4459",,"117.265","44.9868","174.226","28.6176","4.469e-10","7.39532e-11","2.37175","0.111827","75.4891","Unassociated","Link","Link","Link"
"3FGL J0749.5+1320",,"117.398","13.3402","207.235","18.8201","4.60228e-10","8.60592e-11","2.24931","0.130413","46.5726","Unassociated","Link","Link","Link"
"3FGL J0751.7-2944",,"117.938","-29.7342","245.929","-1.43885","6.29896e-10","1.30214e-10","2.45068","0.117827","52.258","Unassociated","Link","Link","Link"
"3FGL J0752.6-1629",,"118.152","-16.4892","234.625","5.48918","5.44052e-10","9.91498e-11","2.19927","0.133153","42.0795","Unassociated","Link","Link","Link"
"3FGL J0755.2-2633",,"118.802","-26.5615","243.599","0.84554","6.87638e-10","1.32181e-10","2.6044","0.102465","56.8226","Unassociated","Link","Link","Link"
"3FGL J0757.5-0536",,"119.396","-5.6063","225.696","11.9796","3.397e-10","7.79281e-11","2.69497","0.122798","34.7783","Unassociated","Link","Link","Link"
"3FGL J0758.6-1451",,"119.656","-14.8661","233.96","7.56186","1.12949e-9","1.35757e-10","1.98434","0.179058","38.6277","Unassociated","Link","Link","Link"
"3FGL J0800.6-4806",,"120.174","-48.1147","262.693","-9.3593","3.85176e-10","9.61219e-11","2.68585","0.149883","50.6643","Unassociated","Link","Link","Link"
"3FGL J0802.3-5610",,"120.583","-56.1688","269.931","-13.1755","9.13768e-10","1.10814e-10","2.47055","0.069357","44.3622","Unassociated","Link","Link","Link"
"3FGL J0802.3-0941",,"120.59","-9.696","229.917","10.9744","6.20367e-10","9.60102e-11","2.28206","0.112163","35.8834","Unassociated","Link","Link","Link"
"3FGL J0810.5-5214",,"122.63","-52.2473","267.106","-10.1492","6.52527e-10","1.12784e-10","2.55006","0.0959821","50.4131","Unassociated","Link","Link","Link"
"3FGL J0813.5-0356",,"123.387","-3.9388","226.22","16.2618","2.19985e-10","6.67065e-11","1.66701","0.190703","32.1268","Unassociated","Link","Link","Link"
"3FGL J0816.1-5044",,"124.028","-50.7484","266.294","-8.61262","8.39619e-10","1.28741e-10","2.49358","0.0856803","43.8125","Unassociated","Link","Link","Link"
"3FGL J0818.0+3237",,"124.524","32.6301","189.567","31.5052","3.6102e-10","7.00929e-11","2.18035","0.124845","56.4262","Unassociated","Link","Link","Link"
"3FGL J0823.3-4205c",,"125.848","-42.0929","259.783","-2.73583","7.25264e-10","2.21428e-10","2.06187","0.186068","50.0772","Unassociated","Link","Link","Link"
"3FGL J0823.6-4838",,"125.913","-48.6366","265.205","-6.42582","8.47345e-10","1.37454e-10","2.61247","0.0885404","89.8759","Unassociated","Link","Link","Link"
"3FGL J0826.3-5056",,"126.589","-50.9478","267.37","-7.38081","9.18354e-10","1.38073e-10","2.22844","0.0951334","50.5325","Unassociated","Link","Link","Link"
"3FGL J0826.3-6400",,"126.593","-64.0109","278.437","-14.6494","4.24464e-10","8.26998e-11","2.34202","0.131106","35.3519","Unassociated","Link","Link","Link"
"3FGL J0829.8-5239",,"127.468","-52.6586","269.099","-7.91604","5.57757e-10","1.10335e-10","2.56151","0.111457","39.9552","Unassociated","Link","Link","Link"
"3FGL J0830.5-4452",,"127.635","-44.8689","262.8","-3.28827","1.08658e-9","4.3026e-10","1.95153","0.203695","48.7159","Unassociated","Link","Link","Link"
"3FGL J0830.8+2629",,"127.704","26.4911","197.414","32.5527","2.70226e-10","6.71358e-11","2.5568","0.157203","56.182","Unassociated","Link","Link","Link"
"3FGL J0832.8-4321",,"128.215","-43.3568","261.825","-2.05972","1.33215e-9","2.53135e-10","2.26077","0.104498","46.6553","Unassociated","Link","Link","Link"
"3FGL J0834.5-4825",,"128.634","-48.4224","266.081","-4.83471","6.73235e-10","1.45044e-10","2.43702","0.144194","52.9545","Unassociated","Link","Link","Link"
"3FGL J0834.6+6101",,"128.674","61.0216","155.517","35.9204","2.15754e-10","5.43669e-11","2.41564","0.142314","32.2758","Unassociated","Link","Link","Link"
"3FGL J0838.8-2829",,"129.704","-28.4892","250.605","7.8008","1.0996e-9","1.1545e-10","2.22503","0.0676916","42.9359","Unassociated","Link","Link","Link"
"3FGL J0838.9-4056c",,"129.745","-40.9378","260.573","0.300821","9.1427e-10","2.15136e-10","2.66308","0.123899","53.5749","Unassociated","Link","Link","Link"
"3FGL J0839.6-4133",,"129.92","-41.5555","261.143","0.0291312","1.18684e-9","2.31355e-10","2.66841","0.20407","47.3542","Unassociated","Link","Link","Link"
"3FGL J0843.4+6713",,"130.859","67.2181","147.799","35.6055","6.47529e-10","7.22421e-11","1.99219","0.0845786","55.9727","Unassociated","Link","Link","Link"
"3FGL J0844.3-4741",,"131.082","-47.684","266.488","-3.08571","9.3454e-10","1.73837e-10","2.46155","0.115088","49.9229","Unassociated","Link","Link","Link"
"3FGL J0846.8-2638",,"131.716","-26.6498","250.212","10.3329","3.46962e-10","8.26252e-11","2.47283","0.135666","36.6591","Unassociated","Link","Link","Link"
"3FGL J0847.2-6936",,"131.808","-69.613","284.434","-16.1025","3.27399e-10","7.21119e-11","2.52586","0.14207","51.316","Unassociated","Link","Link","Link"
"3FGL J0847.4-4327",,"131.863","-43.4587","263.525","-0.0231771","2.62236e-9","3.43585e-10","2.75211","0.164163","47.7843","Unassociated","Link","Link","Link"
"3FGL J0848.2-4524",,"132.071","-45.4129","265.138","-1.13643","1.73798e-9","2.43394e-10","2.52832","0.0859948","56.9225","Unassociated","Link","Link","Link"
"3FGL J0848.5+7018",,"132.131","70.3008","144.014","35.1686","2.77387e-10","6.3367e-11","2.01338","0.193573","54.5432","Unassociated","Link","Link","Link"
"3FGL J0851.4-4244",,"132.865","-42.7478","263.437","0.993159","1.60185e-9","2.90037e-10","2.75576","0.154656","42.2036","Unassociated","Link","Link","Link"
"3FGL J0854.4-4404",,"133.62","-44.0765","264.808","0.563028","1.34177e-9","2.24216e-10","2.60057","0.0960607","55.3549","Unassociated","Link","Link","Link"
"3FGL J0854.8-4503",,"133.711","-45.0616","265.603","-0.0229047","4.54139e-9","3.19236e-10","2.35731","0.0856183","44.9358","Unassociated","Link","Link","Link"
"3FGL J0855.4-4818",,"133.855","-48.3163","268.153","-2.04874","1.92984e-9","3.10273e-10","2.80792","0.172621","33.8377","Unassociated","Link","Link","Link"
"3FGL J0855.4+7142",,"133.861","71.7123","142.156","35.2256","4.29619e-10","6.61539e-11","2.57188","0.107373","76.9857","Unassociated","Link","Link","Link"
"3FGL J0856.4+6429",,"134.11","64.4846","150.637","37.6182","2.0379e-10","5.29874e-11","2.55152","0.174983","46.375","Unassociated","Link","Link","Link"
"3FGL J0857.6-4258",,"134.409","-42.9824","264.345","1.70719","2.19526e-9","2.7026e-10","2.73474","0.159421","60.6417","Unassociated","Link","Link","Link"
"3FGL J0858.0-4834",,"134.519","-48.5691","268.631","-1.87778","1.03522e-9","2.25294e-10","2.44822","0.121345","41.9112","Unassociated","Link","Link","Link"
"3FGL J0858.6-4357",,"134.657","-43.9582","265.202","1.20666","3.24526e-9","3.20916e-10","2.54891","0.124871","56.82","Unassociated","Link","Link","Link"
"3FGL J0859.3-4732",,"134.847","-47.5492","268.003","-1.04509","1.39584e-9","2.41245e-10","2.42121","0.102724","38.4577","Unassociated","Link","Link","Link"
"3FGL J0900.0+6754",,"135.022","67.9137","146.393","36.9174","2.49475e-10","5.93491e-11","2.23863","0.160095","46.1823","Unassociated","Link","Link","Link"
"3FGL J0901.0-6725",,"135.262","-67.4256","283.439","-13.7666","2.58388e-10","6.91591e-11","2.52385","0.168947","38.7455","Unassociated","Link","Link","Link"
"3FGL J0901.6-4700",,"135.405","-47.0013","267.84","-0.399238","2.45405e-9","2.84988e-10","2.59235","0.162206","55.0985","Unassociated","Link","Link","Link"
"3FGL J0903.0-4826",,"135.763","-48.4496","269.084","-1.17869","1.16416e-9","2.39592e-10","2.46689","0.101253","38.4841","Unassociated","Link","Link","Link"
"3FGL J0903.2-4744",,"135.814","-47.7429","268.579","-0.683541","1.60041e-9","2.6001e-10","2.28217","0.0994983","66.2266","Unassociated","Link","Link","Link"
"3FGL J0905.6-4917",,"136.42","-49.2959","270.003","-1.42205","2.16551e-9","3.10153e-10","2.56351","0.176604","59.5042","Unassociated","Link","Link","Link"
"3FGL J0905.8-2127",,"136.458","-21.4611","248.799","16.9488","4.15048e-10","8.86149e-11","2.65996","0.112408","45.107","Unassociated","Link","Link","Link"
"3FGL J0906.0-4705",,"136.506","-47.0977","268.412","0.0960499","1.68935e-9","2.82258e-10","2.79043","0.21659","57.0078","Unassociated","Link","Link","Link"
"3FGL J0907.0-4802",,"136.754","-48.043","269.223","-0.416362","2.19925e-9","2.96187e-10","2.67507","0.20625","40.755","Unassociated","Link","Link","Link"
"3FGL J0914.5-4736",,"138.641","-47.6152","269.776","0.801237","2.45599e-9","3.25682e-10","2.41404","0.111347","71.9251","Unassociated","Link","Link","Link"
"3FGL J0915.8-5110",,"138.964","-51.1799","272.491","-1.51892","4.76631e-10","1.287e-10","2.34819","0.187313","47.9387","Unassociated","Link","Link","Link"
"3FGL J0918.2-4859",,"139.573","-48.9891","271.194","0.289631","8.40627e-10","1.91742e-10","2.44082","0.1326","41.229","Unassociated","Link","Link","Link"
"3FGL J0919.4+6604",,"139.871","66.0751","147.69","39.3515","2.35436e-10","5.84001e-11","2.15822","0.164409","47.2602","Unassociated","Link","Link","Link"
"3FGL J0919.5-2200",,"139.883","-22.0054","251.396","19.0269","2.86412e-10","7.32801e-11","2.19767","0.255144","37.5227","Unassociated","Link","Link","Link"
"3FGL J0921.6+2339",,"140.416","23.6555","204.897","42.8328","5.31537e-10","8.08991e-11","1.97714","0.112463","58.4919","Unassociated","Link","Link","Link"
"3FGL J0923.8-5154",,"140.965","-51.904","273.882","-1.14528","9.68137e-10","1.67731e-10","2.63091","0.0926084","38.8549","Unassociated","Link","Link","Link"
"3FGL J0928.3-5255",,"142.085","-52.9234","275.081","-1.40353","3.24997e-10","1.55718e-10","1.65034","0.262143","46.6156","Unassociated","Link","Link","Link"
"3FGL J0930.7+5133",,"142.688","51.559","165.737","45.3605","2.08721e-10","5.45123e-11","2.06835","0.206025","32.839","Unassociated","Link","Link","Link"
"3FGL J0931.8+6739",,"142.968","67.6515","145.166","39.7731","3.17458e-10","5.85228e-11","2.16611","0.126568","44.0072","Unassociated","Link","Link","Link"
"3FGL J0933.9-6232",,"143.481","-62.5338","282.235","-7.89365","2.6669e-9","1.85576e-10","1.4802","0.180166","59.2013","Unassociated","Link","Link","Link"
"3FGL J0935.1-1736",,"143.787","-17.6062","250.499","24.6957","3.43819e-10","8.52377e-11","1.74864","0.156548","33.4467","Unassociated","Link","Link","Link"
"3FGL J0935.2+0903",,"143.801","9.0518","224.675","40.3669","4.36346e-10","7.82781e-11","2.40236","0.105258","67.3905","Unassociated","Link","Link","Link"
"3FGL J0936.3-2114",,"144.1","-21.2453","253.625","22.4326","2.92477e-10","7.59864e-11","1.8429","0.175609","46.8771","Unassociated","Link","Link","Link"
"3FGL J0937.1-4544c",,"144.292","-45.7438","271.258","4.84235","4.77208e-10","1.12845e-10","2.49001","0.16255","51.275","Unassociated","Link","Link","Link"
"3FGL J0937.8-6407",,"144.475","-64.122","283.654","-8.75936","3.91046e-10","8.40802e-11","2.54505","0.121492","44.8616","Unassociated","Link","Link","Link"
"3FGL J0937.9-1435",,"144.483","-14.5978","248.507","27.204","3.26234e-10","7.72436e-11","1.88978","0.151361","50.7472","Unassociated","Link","Link","Link"
"3FGL J0940.6-7609",,"145.164","-76.1608","292.247","-17.4252","8.26929e-10","1.07851e-10","2.39027","0.0836158","48.2263","Unassociated","Link","Link","Link"
"3FGL J0941.0+6151",,"145.275","61.866","151.483","43.2489","3.97304e-10","6.16239e-11","2.29645","0.126633","52.8791","Unassociated","Link","Link","Link"
"3FGL J0946.2+5209",,"146.574","52.1505","163.976","47.514","2.07436e-10","5.02518e-11","2.73511","0.135098","53.3506","Unassociated","Link","Link","Link"
"3FGL J0948.1-3641",,"147.036","-36.6931","266.762","12.9941","5.11485e-10","9.40655e-11","2.72214","0.0942176","50.6869","Unassociated","Link","Link","Link"
"3FGL J0948.8-4243",,"147.204","-42.7211","270.845","8.49168","4.88227e-10","9.83367e-11","2.49293","0.122085","39.9689","Unassociated","Link","Link","Link"
"3FGL J0950.4+7550",,"147.61","75.8495","135.411","36.5359","1.93314e-10","4.8881e-11","2.19668","0.191598","42.2521","Unassociated","Link","Link","Link"
"3FGL J0952.8+0711",,"148.217","7.1991","229.723","43.2661","2.40501e-10","6.89817e-11","1.69938","0.171843","39.5244","Unassociated","Link","Link","Link"
"3FGL J0953.7-1510",,"148.429","-15.1745","251.938","29.6055","1.24612e-9","1.32735e-10","1.81001","0.186564","40.2146","Unassociated","Link","Link","Link"
"3FGL J0954.8-3948",,"148.712","-39.8087","269.844","11.4575","1.30113e-9","1.33176e-10","2.28353","0.0972685","51.3363","Unassociated","Link","Link","Link"
"3FGL J1002.0-2837",,"150.503","-28.6281","263.619","21.0263","2.66607e-10","7.33679e-11","2.57619","0.153921","34.284","Unassociated","Link","Link","Link"
"3FGL J1002.5-5709",,"150.646","-57.1629","281.558","-1.47205","2.65545e-9","3.32194e-10","2.37983","0.133168","31.5418","Unassociated","Link","Link","Link"
"3FGL J1003.7-5215",,"150.947","-52.2521","278.768","2.57364","5.23825e-10","1.25324e-10","2.31018","0.134494","55.8272","Unassociated","Link","Link","Link"
"3FGL J1008.6-5706",,"152.172","-57.1129","282.198","-0.94379","2.18524e-9","2.77421e-10","2.50905","0.0770476","40.5682","Unassociated","Link","Link","Link"
"3FGL J1010.8-7645c",,"152.71","-76.7555","294.058","-16.7382","4.04938e-10","9.50854e-11","2.30661","0.158895","37.3265","Unassociated","Link","Link","Link"
"3FGL J1013.4-4008",,"153.367","-40.1499","272.958","13.3537","3.41611e-10","8.20044e-11","2.25135","0.180018","43.5963","Unassociated","Link","Link","Link"
"3FGL J1013.6-5734",,"153.412","-57.5694","283.008","-0.934567","2.52168e-9","3.99994e-10","2.68354","0.213258","43.7216","Unassociated","Link","Link","Link"
"3FGL J1016.5-6034",,"154.135","-60.5764","285.005","-3.21388","6.73498e-10","2.15368e-10","2.96771","0.213944","49.543","Unassociated","Link","Link","Link"
"3FGL J1016.6-4244",,"154.164","-42.7457","274.986","11.5729","3.54082e-10","8.71956e-11","1.78218","0.159682","51.1024","Unassociated","Link","Link","Link"
"3FGL J1016.9-2653",,"154.246","-26.8979","265.244","24.4497","2.69474e-10","7.0936e-11","2.60506","0.146111","44.0033","Unassociated","Link","Link","Link"
"3FGL J1018.2-6254",,"154.559","-62.9049","286.47","-5.03834","4.80865e-10","1.02085e-10","2.56774","0.121253","33.8016","Unassociated","Link","Link","Link"
"3FGL J1021.9-5815c",,"155.484","-58.2649","284.309","-0.905443","1.8328e-9","3.65227e-10","2.30127","0.104079","39.6523","Unassociated","Link","Link","Link"
"3FGL J1024.3-5757",,"156.085","-57.9515","284.409","-0.470469","1.18901e-9","4.5182e-10","1.89549","0.192678","32.9019","Unassociated","Link","Link","Link"
"3FGL J1024.4-4545",,"156.104","-45.7517","277.859","9.84103","3.05341e-10","9.04409e-11","1.96419","0.204","38.7732","Unassociated","Link","Link","Link"
"3FGL J1025.1-6507",,"156.292","-65.1208","288.321","-6.48522","6.87903e-10","1.13174e-10","2.41878","0.0935493","52.904","Unassociated","Link","Link","Link"
"3FGL J1025.7-5659c",,"156.443","-56.9997","284.067","0.438405","1.06796e-9","2.52414e-10","2.345","0.129108","44.3385","Unassociated","Link","Link","Link"
"3FGL J1025.9-5930",,"156.475","-59.5127","285.41","-1.68638","1.18441e-9","2.41625e-10","2.21716","0.139723","44.563","Unassociated","Link","Link","Link"
"3FGL J1026.2-5730",,"156.56","-57.5166","284.394","0.0326371","5.94587e-9","4.9721e-10","2.84202","0.15374","50.4189","Unassociated","Link","Link","Link"
"3FGL J1027.8+8253",,"156.963","82.8983","127.879","32.794","2.85935e-10","5.60384e-11","2.07307","0.138673","41.7944","Unassociated","Link","Link","Link"
