NAME,PSRJ,RAJ,DECJ,PMRA,PMDEC,PX,POSEPOCH,ELONG,ELAT,PMELONG,PMELAT,Gl,Gb,RAJD,DECJD,P0,F0,F1,F2,F3,PEPOCH,DM,DM1,RM,W50,W10,UNITS,TAU_SC,S400,S1400,S2000,BINARY,T0,PB,A1,OM,ECC,TASC,EPS1,EPS2,Minimum,Median,BINCOMP,DIST,DIST_DM,DM*sin(b),ZZ,XX,YY,ASSOC,SURVEY,OSURVEY,DISC.,PSR,NGLT,R_LUM,R_LUM14,AGE,BSURF,EDOT,EDOTD2,PMTOT,VTRANS,P1_I,AGE_I,BSURF_I,B_LC
B1742-30,J1745-3040,17:45:56.3,-30:40:23.1,12.500,30.000,*,53895.00,266.952,-7.271,*,*,358.553,-0.963,266.484636,-30.673108,0.367432,2.721589,-7.904e-14,-8.300e-26,*,53895.00,88.37,*,101.00,7.800,23.000,TDB,0.00,66.00,13.00,*,*,*,*,*,*,*,*,*,*,*,*,*,0.20,2.34,-1.49,-0.0,-0.01,8.3,*,"misc,mol2,jb2,pks1,pksmb,htru_pks",10441110,1973,*,*,2.64e+00,5.20e-01,5.46e+05,2.00e+12,8.49e+33,2.12e+35,32.500,30.816,1.07e-14,5.46e+05,2.00e+12,3.79e+02
J1747-2647,J1747-2647,17:47:30.8,-26:47:14,*,*,*,54311.00,267.209,-3.378,*,*,2.054,0.758,266.878725,-26.787222,0.500254,1.998983,-5.291e-14,*,*,54311.00,570.00,*,*,66.000,*,TDB,*,*,1.54,*,*,*,*,*,*,*,*,*,*,*,*,*,6.19,6.19,7.54,0.08,0.22,2.31,*,"pksmb,htru_pks",10040000,2009,*,*,*,5.90e+01,5.99e+05,2.60e+12,4.18e+33,1.09e+32,*,*,*,*,*,1.95e+02
B1745-12,J1748-1300,17:48:17.4,-13:00:52.0,*,*,*,50021.00,267.1,10.395,3.000,*,14.016,7.656,267.072532,-13.014468,0.394133,2.537212,-7.807e-15,-4.140e-26,*,50021.00,99.36,*,67.00,12.300,21.900,TDB,0.00,23.00,2.00,*,*,*,*,*,*,*,*,*,*,*,*,*,2.40,2.40,13.24,0.32,0.58,6.19,*,"mol2,gb2,pks70,pkssw",104050,1978,*,*,1.32e+02,1.15e+01,5.15e+06,7.00e+11,7.82e+32,1.36e+32,*,*,*,*,*,1.07e+02
B1746-30,J1749-3002,17:49:13.4,-30:02:35,*,*,*,50279.00,267.653,-6.626,*,*,359.459,-1.244,267.306221,-30.043034,0.609874,1.639684,-2.116e-14,-3.500e-26,*,50279.00,509.40,*,-290.00,45.000,88.000,TDB,0.01,12.70,3.70,*,*,*,*,*,*,*,*,*,*,*,*,*,12.68,12.68,-11.06,-0.28,-0.12,-4.18,*,"pks1,pksmb,htru_pks",10041000,1992,*,*,2.04e+03,5.95e+02,1.23e+06,2.22e+12,1.37e+33,8.52e+30,*,*,*,*,*,9.16e+01
B1747-46,J1751-4657,17:51:42.2,-46:57:24.8,*,*,*,46943.00,268.456,-23.529,*,*,345.002,-10.178,267.925971,-46.956889,0.742352,1.347069,-2.343e-15,*,*,46800.00,20.40,*,19.00,17.000,29.000,TDB,0.00,70.00,10.00,*,*,*,*,*,*,*,*,*,*,*,*,*,0.74,0.74,-3.60,-0.13,-0.19,7.8,*,"misc,mol2,pks70,pkssw,htru_pks",10504010,1969,*,*,3.83e+01,5.48e+00,9.11e+06,9.91e+11,1.25e+32,2.28e+32,*,*,*,*,*,2.27e+01
B1749-28,J1752-2806,17:52:58.6,-28:06:37.3,-4.000,-5.000,*,46483.00,268.446,-4.681,*,*,1.54,-0.961,268.24454,-28.110361,0.562558,1.777596,-2.569e-14,1.300e-26,*,46483.00,50.37,*,96.00,9.100,15.000,TDB,0.00,1100.00,18.00,*,*,*,*,*,*,*,*,*,*,*,*,*,0.20,1.34,-0.84,-0.0,0.01,8.3,*,"mol1,jb1,mol2,jb2,pks1,pks70,pksmb,",10045113,1968,*,*,4.40e+01,7.20e-01,1.10e+06,2.16e+12,1.80e+33,4.51e+34,6.403,6.071,8.13e-15,1.10e+06,2.16e+12,1.14e+02
B1750-24,J1753-2501,17:53:30.6,-25:00:25,*,*,*,49613.00,268.529,-1.576,*,*,4.274,0.512,268.377579,-25.006998,0.528336,1.892733,-5.057e-14,-6.200e-26,*,49613.00,672.00,*,21.00,57.000,93.200,TDB,0.33,*,2.30,*,*,*,*,*,*,*,*,*,*,*,*,*,5.30,5.30,6.01,0.05,0.39,3.21,*,"jb2,pksmb,htru_pks",10040100,1986,*,*,*,6.46e+01,5.93e+05,2.76e+12,3.78e+33,1.35e+32,*,*,*,*,*,1.76e+02
B1753-24,J1756-2435,17:56:57.9,-24:35:34,*,*,*,49613.00,269.31,-1.155,*,*,5.027,0.044,269.241306,-24.592864,0.67048,1.491469,-6.334e-16,-1.500e-28,*,49613.00,367.10,*,-130.00,25.000,39.000,TDB,0.03,8.40,2.00,*,*,*,*,*,*,*,*,*,*,*,*,*,3.83,3.83,0.28,0.0,0.34,4.68,*,"jb2,pks1,pksmb,htru_pks",10041100,1986,*,*,1.23e+02,2.93e+01,3.73e+07,4.42e+11,3.73e+31,2.54e+30,*,*,*,*,*,1.38e+01
B1754-24,J1757-2421,17:57:29.3,-24:22:07.4,*,*,*,53623.00,269.428,-0.931,-17.000,*,5.281,0.054,269.372182,-24.368735,0.234106,4.271573,-2.373e-13,3.400e-23,*,53623.00,179.45,*,16.00,15.000,24.000,TCB,0.00,20.00,3.90,*,*,*,*,*,*,*,*,*,*,*,*,*,3.12,3.12,0.17,0.0,0.29,5.39,*,"misc,mol1,jb2,pks1,pksmb,htru_pks",10441101,1974,*,1,1.95e+02,3.80e+01,2.85e+05,1.77e+12,4.00e+34,4.11e+33,*,*,*,*,*,1.29e+03
B1758-23,J1801-2304,18:01:19.8,-23:04:44.6,*,*,*,57259.00,270.306,0.36,*,*,6.837,-0.066,270.332562,-23.079066,0.415827,2.404846,-6.531e-13,1.120e-24,*,54000.00,1073.90,*,-1156.00,88.000,265.000,TDB,0.34,*,2.20,*,*,*,*,*,*,*,*,*,*,*,*,*,4.00,6.52,-1.24,-0.0,0.48,4.53,SNR:W28(?)[fkv93],"jb2,pks1,pksmb,htru_pks",10041100,1985,*,9,*,3.52e+01,5.83e+04,6.93e+12,6.20e+34,3.88e+33,*,*,*,*,*,9.04e+02
B1758-29,J1801-2920,18:01:46.8,-29:20:38.6,*,*,*,50549.00,270.39,-5.905,*,*,1.436,-3.249,270.44515,-29.344048,1.081908,0.924293,-2.813e-15,-1.860e-26,*,50549.00,125.61,*,-62.00,52.000,63.000,TDB,*,*,1.80,*,*,*,*,*,*,*,*,*,*,*,*,*,3.01,3.01,-7.12,-0.17,0.08,5.5,*,"pks1,pksmb,htru_pks",10041000,1992,*,*,*,1.63e+01,5.21e+06,1.91e+12,1.03e+32,1.13e+31,*,*,*,*,*,1.41e+01
B1800-21,J1803-2137,18:03:51.4,-21:37:07.3,11.600,14.800,*,51544.00,270.897,1.818,*,*,8.395,0.146,270.96421,-21.618709,0.133667,7.481283,-7.520e-12,2.079e-22,*,53900.00,233.99,*,-36.10,14.000,43.000,TDB,0.01,23.00,13.90,*,*,*,*,*,*,*,*,*,*,*,*,*,4.40,3.42,0.60,0.01,0.64,4.15,"SNR:G8.7-0.1(?)[kw90],GRS:J1804-216(?)[a","jb2,pks1,pksmb,htru_pks",10041100,1986,HE,5,4.45e+02,2.69e+02,1.58e+04,4.29e+12,2.22e+36,1.15e+35,18.804,392.261,1.34e-13,1.58e+04,4.29e+12,1.68e+04
J1805-1504,J1805-1504,18:05:06.1,-15:04:36,*,*,*,53035.00,271.245,8.357,*,*,14.246,3.093,271.275417,-15.076667,1.181269,0.846547,-1.960e-16,*,*,53035.00,225.00,*,213.10,235.000,*,TDB,*,*,4.32,*,*,*,*,*,*,*,*,*,*,*,*,*,5.40,5.40,12.14,0.29,1.33,3.27,*,"pksmb,htru_pks",10040000,2006,*,*,*,1.26e+02,6.84e+07,5.75e+11,6.55e+30,2.25e+29,*,*,*,*,*,3.27e+00
B1804-12,J1806-1154,18:06:06.7,-11:54:28.7,*,*,*,50134.00,271.526,11.523,*,*,17.142,4.417,271.528297,-11.907985,0.522618,1.913442,-5.158e-15,8.400e-27,*,50134.00,122.41,*,255.90,32.000,41.000,TDB,0.00,4.00,2.60,*,*,*,*,*,*,*,*,*,*,*,*,*,3.00,3.00,9.43,0.23,0.88,5.64,*,"gb3,pks70,pksmb,htru_pks",10044200,1985,*,*,3.60e+01,2.34e+01,5.88e+06,8.68e+11,3.90e+32,4.33e+31,*,*,*,*,*,5.70e+01
J1806-1920,J1806-1920,18:06:06.6,-19:20:23,*,*,*,51271.00,271.445,4.092,*,*,10.641,0.802,271.5275,-19.339722,0.879791,1.136634,-2.200e-17,4.700e-24,*,51271.00,683.00,*,1069.00,400.000,*,TDB,*,*,1.90,*,*,*,*,*,*,*,*,*,*,*,*,*,12.76,12.76,9.56,0.18,2.36,-4.04,*,"pksmb,htru_pks",10040000,2002,*,*,*,3.09e+02,8.19e+08,1.24e+11,9.87e+29,6.06e+27,*,*,*,*,*,1.71e+00
B1804-08,J1807-0847,18:07:38.0,-08:47:43.2,-5.000,1.000,*,48244.00,271.949,14.631,*,*,20.061,5.587,271.908448,-8.795353,0.163727,6.107714,-1.074e-15,-4.790e-27,*,48244.00,112.38,*,166.00,8.900,13.000,TDB,0.00,65.00,15.00,*,*,*,*,*,*,*,*,*,*,*,*,*,1.50,2.70,10.94,0.15,0.51,7.1,*,"mol2,gb3,pks70,pkssw,pksmb,htru_pks",10144210,1978,*,*,1.46e+02,3.38e+01,9.01e+07,6.95e+10,2.59e+32,1.15e+32,5.099,36.261,2.88e-17,9.01e+07,6.95e+10,1.48e+02
J1808-0813,J1808-0813,18:08:09.4,-08:13:01.8,*,*,*,50862.00,272.092,15.207,*,*,20.634,5.75,272.039302,-8.217166,0.876044,1.141495,-1.616e-15,2.000e-27,*,50862.00,151.27,*,77.00,24.000,40.000,TDB,0.00,28.00,1.80,*,*,*,*,*,*,*,*,*,*,*,*,*,3.97,3.97,15.16,0.4,1.39,4.8,*,"pks70,pkssw,pksmb,htru_pks",10144000,1996,*,*,4.41e+02,2.84e+01,1.12e+07,1.05e+12,7.28e+31,4.62e+30,*,*,*,*,*,1.47e+01
B1805-20,J1808-2057,18:08:06.3,-20:58:08,*,*,*,49612.00,271.894,2.457,*,*,9.446,-0.4,272.026652,-20.968757,0.91841,1.088838,-2.024e-14,7.870e-26,*,49612.00,606.80,*,93.00,76.000,84.500,TDB,0.04,*,2.60,*,*,*,*,*,*,*,*,*,*,*,*,*,4.58,4.58,-4.24,-0.03,0.75,3.98,*,"jb2,pks1,pksmb,htru_pks",10041100,1986,*,*,*,5.45e+01,8.52e+05,4.01e+12,8.70e+32,4.15e+31,*,*,*,*,*,4.85e+01
J1809-1917,J1809-1917,18:09:43.1,-19:17:38.1,*,*,*,51506.00,272.299,4.126,*,*,11.094,0.08,272.429779,-19.293917,0.082747,12.085047,-3.729e-12,3.220e-23,*,51506.00,197.10,*,41.00,18.000,26.000,TDB,0.01,*,2.50,*,*,*,*,*,*,*,*,*,*,*,*,*,3.27,3.27,0.28,0.0,0.63,5.29,XRS:PWN[kp07],"pksmb,htru_pks",10040000,2002,*,1,*,2.67e+01,5.13e+04,1.47e+12,1.78e+36,1.66e+35,*,*,*,*,*,2.43e+04
B1809-176,J1812-1733,18:12:15.8,-17:33:37.8,*,*,*,57382.00,272.938,5.848,*,*,12.904,0.387,273.06608,-17.56052,0.538341,1.85756,-3.390e-15,-1.400e-26,*,50283.00,518.00,*,342.60,63.000,*,TDB,0.06,*,3.30,*,*,*,*,*,*,*,*,*,*,*,*,*,4.52,4.52,3.50,0.03,1.01,4.09,*,"jb2,pksmb,htru_pks",10040100,1987,*,*,*,6.74e+01,8.68e+06,7.36e+11,2.49e+32,1.22e+31,*,*,*,*,*,4.42e+01
B1813-36,J1817-3618,18:17:05.7,-36:18:04.0,*,*,*,43558.13,273.533,-12.914,*,*,356.801,-9.374,274.274071,-36.301111,0.387017,2.583866,-1.366e-14,*,*,43558.13,94.30,*,66.00,9.000,18.000,TDB,*,22.00,2.00,*,*,*,*,*,*,*,*,*,*,*,*,*,4.40,4.40,-15.36,-0.72,-0.24,4.17,*,"mol2,pks70,pkssw,htru_pks",10104010,1978,*,*,4.26e+02,3.87e+01,3.00e+06,9.01e+11,1.39e+33,7.20e+31,*,*,*,*,*,1.46e+02
B1815-14,J1818-1422,18:18:23.7,-14:22:36.7,*,*,*,54000.00,274.51,8.99,-12.000,*,16.405,0.61,274.599025,-14.376864,0.291489,3.430656,-2.396e-14,-4.460e-25,*,54100.00,622.00,*,1173.90,19.000,53.000,TDB,0.06,*,7.10,*,*,*,*,*,*,*,*,*,*,*,*,*,5.46,5.46,6.62,0.06,1.54,3.26,*,"jb2,pks1,pksmb,htru_pks",10041100,1986,*,1,*,2.12e+02,2.27e+06,7.80e+11,3.24e+33,1.09e+32,*,*,*,*,*,2.95e+02
J1818-1519,J1818-1519,18:18:14.6,-15:19:43,*,*,*,51415.00,274.442,8.04,*,*,15.55,0.192,274.560833,-15.328611,0.93969,1.064181,-4.650e-15,*,*,51415.00,845.00,*,1157.00,130.400,*,TDB,*,*,2.10,*,*,*,*,*,*,*,*,*,*,*,*,*,5.36,5.36,2.83,0.02,1.44,3.34,*,"pksmb,htru_pks",10040000,2002,*,*,*,6.03e+01,3.63e+06,1.99e+12,1.95e+32,6.80e+30,*,*,*,*,*,2.25e+01
B1818-04,J1820-0427,18:20:52.6,-04:27:38.1,*,*,*,46634.00,275.5,18.879,-10.000,10.000,25.456,4.733,275.2192,-4.46059,0.598076,1.672029,-1.770e-14,3.570e-26,*,46634.00,84.44,*,69.20,11.000,20.000,TDB,0.00,157.00,6.10,*,*,*,*,*,*,*,*,*,*,*,*,*,0.30,2.92,6.97,0.02,0.13,8.23,*,"mol1,jb1,mol2,gb2,gb3,pks70,pkssw,p",10144253,1969,*,*,1.41e+01,5.49e-01,1.50e+06,1.97e+12,1.17e+33,1.30e+34,14.142,20.114,6.33e-15,1.50e+06,1.97e+12,8.63e+01
B1817-13,J1820-1346,18:20:19.7,-13:46:15.3,*,*,*,49609.00,275.006,9.58,*,*,17.161,0.483,275.082331,-13.77091,0.92146,1.085235,-5.294e-15,1.420e-26,*,49609.00,776.70,*,893.00,33.000,120.000,TDB,0.13,*,2.00,*,*,*,*,*,*,*,*,*,*,*,*,*,5.89,5.89,6.55,0.05,1.74,2.87,*,"jb2,pks1,pksmb,htru_pks",10041100,1986,*,*,*,6.94e+01,3.25e+06,2.06e+12,2.27e+32,6.54e+30,*,*,*,*,*,2.47e+01
B1819-22,J1822-2256,18:22:58.9,-22:56:31,*,*,*,48740.00,275.29,0.392,*,*,9.349,-4.373,275.745642,-22.941836,1.874269,0.533541,-3.856e-16,5.800e-28,*,48740.00,121.20,*,124.00,46.000,81.000,TDB,0.00,25.00,2.40,*,*,*,*,*,*,*,*,*,*,*,*,*,3.26,3.26,-9.24,-0.25,0.53,5.29,*,"jb1,mol2,pks70,pksmb,htru_pks",10044012,1972,*,*,2.66e+02,2.55e+01,2.19e+07,1.61e+12,8.12e+30,7.64e+29,*,*,*,*,*,2.30e+00
J1822-4209,J1822-4209,18:22:11.3,-42:09:10.9,*,*,*,49015.00,274.342,-18.797,*,*,351.883,-12.829,275.547317,-42.15305,0.456512,2.190523,-2.201e-15,*,*,49015.00,72.51,*,-13.00,17.000,32.000,TDB,*,7.00,1.50,*,*,*,*,*,*,*,*,*,*,*,*,*,3.69,3.69,-16.10,-0.82,-0.51,4.94,*,"pks70,pkssw,htru_pks",10104000,1996,*,*,9.53e+01,2.04e+01,1.58e+07,4.63e+11,1.90e+32,1.40e+31,*,*,*,*,*,4.56e+01
B1821+05,J1823+0550,18:23:30.9,+05:50:24.3,5.000,-2.000,*,48713.00,276.7,29.143,*,*,34.987,8.859,275.879055,5.840086,0.752907,1.328186,-4.000e-16,-5.000e-29,*,48713.00,66.78,*,145.00,10.200,43.600,TDB,0.00,18.00,1.70,*,*,*,*,*,*,*,*,*,*,*,*,*,2.00,3.09,10.28,0.31,1.13,6.88,*,"mol2,gb3,ar4,pkssw,gb4",130210,1978,*,*,7.20e+01,6.80e+00,5.26e+07,4.18e+11,2.10e+31,5.24e+30,5.385,51.062,2.27e-16,5.26e+07,4.18e+11,9.18e+00
B1820-11,J1823-1115,18:23:40.3,-11:15:11,*,*,*,49465.00,275.935,12.064,*,*,19.767,0.946,275.917945,-11.253135,0.279829,3.573615,-1.761e-14,-1.870e-25,*,49465.00,428.59,*,-354.00,26.000,*,TDB,0.01,11.00,3.20,*,BT,47260.5438,357.7620,200.6720,99.17,7.946e-01,*,*,*,0.6465,0.7792,MS(?)[pv91],5.39,5.39,7.08,0.09,1.82,3.43,*,"jb2,pksmb,htru_pks",10040100,1986,*,*,3.20e+02,9.30e+01,3.22e+06,6.29e+11,2.48e+33,8.55e+31,*,*,*,*,*,2.69e+02
B1820-31,J1823-3106,18:23:46.7,-31:06:49.7,*,*,*,50093.00,275.135,-7.78,16.000,*,2.12,-8.273,275.944952,-31.11382,0.284054,3.520453,-3.628e-14,-2.010e-25,*,50093.00,50.24,*,95.00,6.300,11.600,TDB,*,36.00,2.50,*,*,*,*,*,*,*,*,*,*,*,*,*,1.59,1.59,-7.23,-0.23,0.06,6.93,*,"mol2,pks70,pkssw,htru_pks",10104010,1978,*,*,9.10e+01,6.32e+00,1.54e+06,9.23e+11,5.04e+33,1.99e+33,*,*,*,*,*,3.77e+02
B1821-19,J1824-1945,18:24:00.4,-19:45:51.7,-12.000,-100.000,*,49877.00,275.658,3.557,*,*,12.279,-3.106,276.001898,-19.764366,0.189335,5.281644,-1.459e-13,5.200e-26,*,49877.00,224.38,-0.011,-302.20,2.900,5.500,TDB,0.00,71.00,4.90,*,*,*,*,*,*,*,*,*,*,*,*,*,3.70,5.61,-12.16,-0.2,0.79,4.89,*,"mol2,pks1,pks70,pksmb,htru_pks",10045010,1978,*,*,9.72e+02,6.71e+01,5.73e+05,1.01e+12,3.04e+34,2.22e+33,100.717,1766.742,5.21e-15,5.75e+05,1.01e+12,1.39e+03
B1822-09,J1825-0935,18:25:30.6,-09:35:22.3,-13.000,-9.000,*,53300.00,276.473,13.707,*,*,21.449,1.324,276.377621,-9.589528,0.769006,1.30038,-8.878e-14,-2.800e-24,*,54262.00,19.38,*,65.20,12.000,42.000,TDB,0.00,36.00,12.00,*,*,*,*,*,*,*,*,*,*,*,*,*,0.30,0.26,0.45,0.01,0.11,8.22,XRS:[pb15],"jb1,mol2,gb2,pks70,pksmb,htru_pks",10044052,1972,*,11,3.24e+00,1.08e+00,2.32e+05,6.43e+12,4.56e+33,5.06e+34,15.811,22.488,5.25e-14,2.32e+05,6.43e+12,1.33e+02
B1822-14,J1825-1446,18:25:02.9,-14:46:53.2,11.070,-27.610,*,55854.70,276.122,8.525,*,*,16.805,-1.001,276.262313,-14.781457,0.279187,3.58183,-2.910e-13,2.240e-25,*,49480.00,352.23,*,-899.00,12.000,27.000,TDB,0.02,*,2.60,*,*,*,*,*,*,*,*,*,*,*,*,*,4.44,4.44,-6.15,-0.08,1.28,4.25,*,"jb2,pks1,pksmb,htru_pks",10041100,1986,*,*,*,5.13e+01,1.95e+05,2.55e+12,4.11e+34,2.09e+33,29.747,626.161,2.27e-14,1.95e+05,2.55e+12,1.10e+03
B1823-13,J1826-1334,18:26:13.1,-13:34:46.8,23.000,-3.900,*,52400.00,276.464,9.713,*,*,18.001,-0.691,276.554896,-13.579667,0.101487,9.853499,-7.306e-12,2.809e-22,*,54200.00,231.00,*,10.00,5.800,34.700,TDB,0.00,*,2.10,*,*,*,*,*,*,*,*,*,*,*,*,*,3.61,3.61,-2.79,-0.04,1.12,5.07,"GRS:J1825-137[aab+06],XRS:PWN:G18.0-0.7[","jb2,pks1,pksmb,htru_pks",10041100,1986,HE,6,*,2.74e+01,2.14e+04,2.80e+12,2.84e+36,2.18e+35,23.328,399.261,7.53e-14,2.14e+04,2.80e+12,2.51e+04
J1827-0750,J1827-0750,18:27:02.7,-07:50:19.2,*,*,*,53223.00,276.95,15.438,*,*,23.176,1.803,276.761396,-7.838667,0.270502,3.69683,-2.111e-14,*,*,53223.00,381.00,*,-401.90,10.000,*,TDB,*,*,2.70,*,*,*,*,*,*,*,*,*,*,*,*,*,9.98,9.98,11.99,0.31,3.93,-0.67,*,"pksmb,htru_pks",10040000,2006,*,*,*,2.69e+02,2.77e+06,6.54e+11,3.08e+33,3.09e+31,*,*,*,*,*,3.10e+02
B1824-10,J1827-0958,18:27:05.4,-09:58:43.1,*,*,*,49480.00,276.855,13.3,*,*,21.286,0.798,276.772831,-9.978641,0.245757,4.069058,-1.660e-14,-5.700e-26,*,49480.00,430.00,*,-42.00,22.000,35.800,TDB,0.03,*,1.80,*,*,*,*,*,*,*,*,*,*,*,*,*,5.04,5.04,5.99,0.07,1.83,3.8,*,"jb2,pksmb,htru_pks",10040100,1986,*,*,*,4.57e+01,3.88e+06,5.02e+11,2.67e+33,1.05e+32,*,*,*,*,*,3.17e+02
J1828-1101,J1828-1101,18:28:18.8,-11:01:50.9,*,*,*,51531.00,277.109,12.234,*,*,20.495,0.042,277.078538,-11.030806,0.072052,13.878936,-2.853e-12,-1.600e-23,*,51531.00,605.00,*,59.40,9.900,49.000,TDB,*,*,2.90,*,*,*,*,*,*,*,*,*,*,*,*,*,4.77,4.77,0.45,0.0,1.67,4.03,*,"pksmb,htru_pks",10040000,2002,HE[lsg+15],*,*,6.60e+01,7.71e+04,1.05e+12,1.56e+36,6.87e+34,*,*,*,*,*,2.62e+04
B1826-17,J1829-1751,18:29:43.1,-17:51:03.9,22.000,-150.000,*,49878.00,277.102,5.405,*,*,14.604,-3.418,277.429738,-17.851083,0.307133,3.255919,-5.885e-14,3.300e-26,*,49878.00,217.11,*,304.70,15.000,20.000,TDB,0.00,78.00,7.70,*,*,*,*,*,*,*,*,*,*,*,*,*,5.94,5.94,-12.94,-0.35,1.5,2.76,*,"jb1,mol2,gb3,pks1,pks70,pksmb,htru_",10045212,1972,*,*,2.75e+03,2.72e+02,8.77e+05,1.32e+12,7.57e+33,2.14e+32,151.605,4269.392,5.45e-15,8.93e+05,1.31e+12,4.28e+02
B1829-08,J1832-0827,18:32:37.0,-08:27:03.6,-4.000,20.000,*,49442.00,278.342,14.752,*,*,23.272,0.298,278.15425,-8.451011,0.647293,1.544896,-1.525e-13,1.900e-26,*,49442.00,300.87,*,39.00,7.100,25.000,TDB,0.00,9.40,2.10,*,*,*,*,*,*,*,*,*,*,*,*,*,5.20,4.05,1.56,0.03,2.05,3.72,*,"jb2,pksmb,htru_pks",10040100,1986,*,*,2.54e+02,5.68e+01,1.61e+05,6.51e+12,9.30e+33,3.44e+32,20.396,502.825,6.39e-14,1.61e+05,6.51e+12,2.25e+02
B1831-03,J1833-0338,18:33:41.9,-03:39:04.3,*,*,*,49698.00,278.925,19.527,*,*,27.657,2.272,278.424644,-3.651203,0.686704,1.456231,-8.814e-14,1.430e-25,*,49698.00,234.54,*,-41.00,7.500,23.000,TDB,0.00,89.00,2.80,*,*,*,*,*,*,*,*,*,*,*,*,*,5.17,5.17,9.30,0.2,2.4,3.92,*,"jb1,mol2,gb3,pks70,pksmb,htru_pks",10044212,1972,*,*,2.38e+03,7.48e+01,2.62e+05,5.41e+12,5.07e+33,1.90e+32,*,*,*,*,*,1.57e+02
B1830-08,J1833-0827,18:33:40.3,-08:27:31.2,*,*,*,50483.00,278.611,14.729,-30.000,15.000,23.386,0.063,278.417917,-8.458679,0.085284,11.725494,-1.261e-12,-1.301e-24,*,50483.00,410.95,-0.130,-470.00,4.900,15.000,TDB,0.01,*,3.60,*,*,*,*,*,*,*,*,*,*,*,*,*,4.50,4.38,0.45,0.0,1.79,4.37,XRS:PWN[eit+11],"jb2,pksmb,htru_pks",10040100,1986,*,2,*,7.29e+01,1.47e+05,8.95e+11,5.84e+35,2.88e+34,33.541,715.576,9.17e-15,1.47e+05,8.95e+11,1.35e+04
B1831-04,J1834-0426,18:34:25.6,-04:26:15.8,*,*,*,49714.00,279.064,18.731,-0.500,*,27.042,1.749,278.606678,-4.437733,0.290108,3.44699,-8.549e-16,1.630e-26,*,49714.00,79.31,*,100.00,84.000,99.000,TDB,0.00,77.00,5.00,*,*,*,*,*,*,*,*,*,*,*,*,*,2.49,2.49,2.42,0.08,1.13,6.28,*,"jb1,mol2,gb2,gb3,pks70,pksmb,htru_p",10044252,1973,*,*,4.77e+02,3.10e+01,6.39e+07,1.46e+11,1.16e+32,1.88e+31,*,*,*,*,*,5.61e+01
J1835-1020,J1835-1020,18:35:57.5,-10:20:04.5,25.000,4.000,*,54369.00,279.071,12.822,*,*,21.98,-1.302,278.98991,-10.334583,0.30245,3.306336,-6.470e-14,*,*,54369.00,113.70,*,142.80,5.700,10.000,TDB,0.00,*,1.96,*,*,*,*,*,*,*,*,*,*,*,*,*,2.87,2.87,-2.58,-0.07,1.07,5.84,*,"pksmb,htru_pks",10040000,2002,*,*,*,1.61e+01,8.10e+05,1.35e+12,8.45e+33,1.03e+33,25.318,344.491,5.92e-15,8.10e+05,1.35e+12,4.59e+02
J1835-1106,J1835-1106,18:35:18.2,-11:06:15.1,27.000,56.000,*,49445.70,278.857,12.064,*,*,21.222,-1.512,278.826196,-11.104194,0.165907,6.027474,-7.488e-13,*,*,49445.70,132.68,*,42.90,4.700,9.400,TDB,0.00,30.00,2.20,*,*,*,*,*,*,*,*,*,*,*,*,*,3.16,3.16,-3.50,-0.08,1.14,5.56,*,"pks70,pksmb,htru_pks",10044000,1996,*,1,3.00e+02,2.20e+01,1.28e+05,1.87e+12,1.78e+35,1.78e+34,62.169,931.384,2.06e-14,1.28e+05,1.87e+12,3.84e+03
B1834-04,J1836-0436,18:36:51.7,-04:36:37.6,*,*,*,49532.00,279.692,18.519,-1.800,12.000,27.167,1.13,279.215793,-4.610466,0.354237,2.822973,-1.324e-14,-8.700e-26,*,49532.00,231.50,*,14.90,9.100,17.000,TDB,0.00,*,1.80,*,*,*,*,*,*,*,*,*,*,*,*,*,4.36,4.36,4.57,0.09,1.99,4.62,*,"jb2,pksmb,htru_pks",10040100,1986,*,*,*,3.42e+01,3.38e+06,7.76e+11,1.48e+33,7.76e+31,12.134,250.822,1.66e-15,3.38e+06,7.76e+11,1.64e+02
B1834-10,J1836-1008,18:36:53.9,-10:08:08.3,18.000,12.000,*,48880.00,279.321,13.006,*,*,22.263,-1.415,279.224691,-10.135653,0.562711,1.777112,-3.726e-14,-1.950e-25,*,48880.00,316.98,*,826.60,8.700,17.000,TDB,0.00,54.00,3.70,*,*,*,*,*,*,*,*,*,*,*,*,*,5.36,5.36,-7.83,-0.13,2.03,3.54,*,"mol2,pks70,pksmb,htru_pks",10044010,1978,*,*,1.55e+03,1.06e+02,7.56e+05,2.61e+12,2.61e+33,9.10e+31,21.633,549.736,1.18e-14,7.56e+05,2.61e+12,1.37e+02
B1834-06,J1837-0653,18:37:14.6,-06:53:02.1,*,*,*,49480.00,279.631,16.245,*,*,25.191,0.002,279.311043,-6.883921,1.905809,0.524712,-2.126e-16,4.600e-28,*,49480.00,316.10,*,-268.40,105.000,170.000,TDB,*,*,2.50,*,*,*,*,*,*,*,*,*,*,*,*,*,4.14,4.14,0.01,0.0,1.76,4.75,*,"jb2,pksmb,htru_pks",10040100,1986,*,*,*,4.28e+01,3.91e+07,1.23e+12,4.40e+30,2.57e+29,*,*,*,*,*,1.66e+00
