NAME,PSRJ,RAJ,DECJ,PMRA,PMDEC,PX,POSEPOCH,ELONG,ELAT,PMELONG,PMELAT,Gl,Gb,RAJD,DECJD,P0,F0,F1,F2,F3,PEPOCH,DM,DM1,RM,W50,W10,UNITS,TAU_SC,S400,S1400,S2000,BINARY,T0,PB,A1,OM,ECC,TASC,EPS1,EPS2,Minimum,Median,BINCOMP,DIST,DIST_DM,DM*sin(b),ZZ,XX,YY,ASSOC,SURVEY,OSURVEY,DISC.,PSR,NGLT,R_LUM,R_LUM14,AGE,BSURF,EDOT,EDOTD2,PMTOT,VTRANS,P1_I,AGE_I,BSURF_I,B_LC
B0835-41,J0837-4135,08:37:21.1,-41:35:14.3,-2.300,-18.000,*,52340.00,150.641,-57.044,*,*,260.904,-0.336,129.338257,-41.587325,0.751624,1.330453,-6.265e-15,*,*,51700.00,147.29,*,145.00,8.900,18.000,TDB,0.00,197.00,16.00,*,*,*,*,*,*,*,*,*,*,*,*,*,1.50,1.43,-0.86,-0.01,-1.48,8.74,*,"mol1,mol2,pks70,pksmb,pkshl,htru_pk",11044011,1968,*,*,4.43e+02,3.60e+01,3.36e+06,1.65e+12,3.29e+32,1.46e+32,18.146,129.047,3.54e-15,3.37e+06,1.65e+12,3.64e+01
B0839-53,J0840-5332,08:40:33.8,-53:32:35.5,*,*,*,47728.43,165.814,-66.726,*,*,270.774,-7.143,130.141167,-53.543194,0.720612,1.387709,-3.166e-15,*,*,47728.43,156.50,*,81.00,23.000,40.000,TDB,0.00,19.00,2.00,*,*,*,*,*,*,*,*,*,*,*,*,*,0.57,0.57,-19.46,-0.07,-0.57,8.49,*,"mol2,pks70,pkssw,htru_pks,ghrss",4010104010,1978,*,*,6.17e+00,6.50e-01,6.94e+06,1.10e+12,1.73e+32,5.34e+32,*,*,*,*,*,2.76e+01
B0844-35,J0846-3533,08:46:06.0,-35:33:40.7,93.000,-15.000,*,48719.00,148.736,-50.882,*,*,257.19,4.71,131.525252,-35.561292,1.116097,0.895979,-1.286e-15,9.300e-28,*,48719.00,94.16,*,136.50,22.000,76.000,TDB,0.00,16.00,2.70,*,*,*,*,*,*,*,*,*,*,*,*,*,0.54,0.54,7.73,0.04,-0.52,8.62,*,"mol2,pks70,pkshl,pksmb,htru_pks",11044010,1978,*,*,4.67e+00,7.87e-01,1.10e+07,1.35e+12,4.55e+31,1.56e+32,94.202,241.168,1.59e-15,1.11e+07,1.35e+12,9.12e+00
J0900-3144,J0900-3144,09:00:43.9,-31:44:30.8,-1.010,2.020,0.770,55000.00,150.545,-46.147,*,*,256.162,9.486,135.183138,-31.741915,0.01111,90.011842,-3.960e-16,*,*,55000.00,75.71,*,82.00,0.800,3.500,TCB,*,*,3.80,*,ELL1,*,18.7376,17.2488,70.41,1.049e-05,52678.6303,9.883e-06,3.517e-06,0.3577,0.4236,CO(?)[bjd+06],0.89,0.38,12.48,0.15,-0.85,8.71,*,"pkshl,htru_pks",11000000,2006,*,*,*,3.01e+00,3.60e+09,7.46e+08,1.41e+33,1.78e+33,2.258,9.529,4.88e-20,3.61e+09,7.45e+08,5.10e+03
B0905-51,J0907-5157,09:07:15.9,-51:57:59.2,*,*,*,46917.00,170.704,-62.92,*,*,272.15,-3.031,136.81625,-51.966458,0.253556,3.943902,-2.847e-14,*,*,46800.00,103.72,*,-23.30,13.000,24.000,TDB,0.00,35.00,9.30,*,*,*,*,*,*,*,*,*,*,*,*,*,0.34,0.34,-5.48,-0.02,-0.34,8.49,*,"mol2,pks1,pks70,pksmb,htru_pks,ghrs",4010045010,1978,*,*,4.05e+00,1.08e+00,2.19e+06,6.89e+11,4.43e+33,3.83e+34,*,*,*,*,*,3.96e+02
B0906-17,J0908-1739,09:08:38.1,-17:39:37.6,27.000,-40.000,*,48737.00,145.859,-32.416,*,*,246.119,19.85,137.159092,-17.660464,0.401626,2.489881,-4.151e-15,1.100e-27,*,48737.00,15.88,*,-32.10,9.500,23.700,TDB,0.00,16.00,3.20,*,*,*,*,*,*,*,*,*,*,*,*,*,0.80,0.80,5.39,0.27,-0.69,8.8,*,"mol2,gb2,pks70,pkshl",1004050,1978,*,*,1.02e+01,2.05e+00,9.50e+06,5.25e+11,4.08e+32,6.37e+32,48.260,183.038,6.68e-16,9.53e+06,5.24e+11,7.59e+01
B0906-49,J0908-4913,09:08:35.5,-49:13:06.5,*,*,*,46546.28,167.476,-60.625,*,*,270.266,-1.019,137.148042,-49.218472,0.106755,9.367279,-1.329e-12,*,*,46546.28,180.37,-0.038,10.00,2.800,56.000,TDB,0.00,28.00,10.00,*,*,*,*,*,*,*,*,*,*,*,*,*,1.00,1.02,-3.21,-0.02,-1.0,8.5,*,"misc,pks1,pks70,pksmb,htru_pks",10445000,1988,*,*,2.80e+01,1.00e+01,1.12e+05,1.29e+12,4.92e+35,4.92e+35,*,*,*,*,*,9.92e+03
B0919+06,J0922+0638,09:22:14.0,+06:38:23.3,18.800,86.400,0.830,48227.00,140.83,-8.333,*,*,225.42,36.392,140.558425,6.639806,0.430627,2.322195,-7.404e-14,1.800e-24,*,55140.16,27.30,*,29.20,10.500,24.400,TDB,0.00,52.00,4.20,*,*,*,*,*,*,*,*,*,*,*,*,*,1.10,1.91,16.20,0.65,-0.63,9.12,XRS:[pb15],"mol2,ar4,pkshl,gb4",1030010,1978,*,1,6.29e+01,5.08e+00,4.97e+05,2.46e+12,6.79e+33,5.61e+33,88.422,461.125,1.37e-14,4.97e+05,2.46e+12,2.89e+02
B0923-58,J0924-5814,09:24:31.0,-58:14:06.4,*,*,*,47728.45,184.893,-65.71,*,*,278.395,-5.595,141.129167,-58.235111,0.739501,1.352263,-8.920e-15,*,*,47728.45,57.40,*,-45.00,41.000,80.000,TDB,0.00,22.00,4.30,*,*,*,*,*,*,*,*,*,*,*,*,*,0.11,0.11,-5.60,-0.01,-0.11,8.48,*,"mol2,pks70,pksmb,htru_pks",10044010,1978,*,*,2.66e-01,5.20e-02,2.40e+06,1.92e+12,4.76e+32,3.94e+34,*,*,*,*,*,4.46e+01
B0940-55,J0942-5552,09:42:15.8,-55:52:52.3,*,*,*,46800.00,184.734,-62.341,*,*,278.571,-2.23,145.565958,-55.881194,0.664367,1.505191,-5.178e-14,*,*,46800.00,180.20,*,-61.90,11.000,49.000,TDB,0.00,55.00,10.00,*,*,*,*,*,*,*,*,*,*,*,*,*,0.30,0.41,-7.01,-0.01,-0.3,8.46,*,"mol1,mol2,pks1,pks70,pksmb,htru_pks",10045011,1969,*,*,4.95e+00,9.00e-01,4.61e+05,3.94e+12,3.08e+33,3.42e+34,*,*,*,*,*,1.26e+02
B0950+08,J0953+0755,09:53:09.3,+07:55:35.7,-2.090,29.460,3.820,46375.00,147.707,-4.621,*,*,228.908,43.697,148.28879,7.926597,0.253065,3.951551,-3.588e-15,-7.600e-27,*,46375.00,2.97,*,-0.66,9.500,20.600,TDB,0.00,400.00,84.00,*,*,*,*,*,*,*,*,*,*,*,*,*,0.26,0.19,2.05,0.18,-0.14,8.62,*,"misc,mol2,ar4,pkshl,gb4",1430010,1968,HE[bwt+04],*,2.72e+01,5.72e+00,1.75e+07,2.44e+11,5.60e+32,8.22e+33,29.534,36.545,2.30e-16,1.75e+07,2.44e+11,1.41e+02
B0959-54,J1001-5507,10:01:37.9,-55:07:06.7,*,*,*,46800.00,187.697,-59.88,*,*,280.226,0.085,150.40825,-55.118528,1.436583,0.696096,-2.490e-14,*,*,46800.00,130.32,*,297.00,15.000,31.000,TDB,0.00,80.00,6.30,*,*,*,*,*,*,*,*,*,*,*,*,*,0.30,0.41,0.19,0.0,-0.3,8.45,*,"mol1,mol2,pks1,pks70,pksmb,htru_pks",10045011,1969,*,*,7.20e+00,5.67e-01,4.43e+05,8.70e+12,6.84e+32,7.60e+33,*,*,*,*,*,2.75e+01
B1011-58,J1012-5857,10:12:48.5,-58:57:40,*,*,*,48016.20,195.489,-61.472,*,*,283.706,-2.144,153.202083,-58.961111,0.819911,1.219644,-2.631e-14,*,*,48016.20,383.90,*,74.00,10.000,23.000,TDB,0.00,15.00,1.70,*,*,*,*,*,*,*,*,*,*,*,*,*,3.18,3.18,-14.36,-0.12,-3.09,7.75,*,"pks1,pks70,pksmb,htru_pks",10045000,1992,*,*,1.52e+02,1.72e+01,7.34e+05,3.85e+12,1.27e+33,1.25e+32,*,*,*,*,*,6.55e+01
J1013-5934,J1013-5934,10:13:31.8,-59:34:26.7,*,*,*,51397.00,196.583,-61.81,*,*,284.13,-2.596,153.382725,-59.574083,0.442901,2.257843,-2.845e-15,*,*,51397.00,379.78,*,-97.00,7.400,39.000,TDB,*,*,1.90,*,*,*,*,*,*,*,*,*,*,*,*,*,3.14,3.14,-17.20,-0.14,-3.04,7.73,*,"pksmb,htru_pks",10040000,2003,*,*,*,1.87e+01,1.26e+07,5.03e+11,2.54e+32,2.57e+31,*,*,*,*,*,5.43e+01
B1015-56,J1017-5621,10:17:12.8,-56:21:30.7,*,*,*,43557.62,192.51,-59.246,*,*,282.732,0.341,154.303583,-56.358528,0.503459,1.98626,-1.235e-14,*,*,43557.62,438.70,*,332.80,7.300,48.000,TDB,0.00,15.00,2.90,*,*,*,*,*,*,*,*,*,*,*,*,*,3.51,3.51,2.61,0.02,-3.42,7.73,*,"mol2,pks1,pks70,pksmb,htru_pks",10045010,1978,*,*,1.85e+02,3.57e+01,2.55e+06,1.27e+12,9.68e+32,7.86e+31,*,*,*,*,*,9.33e+01
J1022+1001,J1022+1001,10:22:57.9,+10:01:52.7,-14.860,5.590,1.425,55000.00,153.866,-0.064,*,*,231.795,51.101,155.741664,10.031329,0.016453,60.779448,-1.601e-16,*,*,54500.00,10.25,*,1.39,0.972,1.960,TCB,*,20.00,6.10,*,DD,50246.7166,7.8051,16.7654,97.68,9.723e-05,*,*,*,0.7053,0.8530,CO[cnst96],1.13,0.83,7.98,0.88,-0.56,8.94,*,"ar4,gb4,pkshl",1030000,1996,*,*,2.55e+01,7.79e+00,6.02e+09,8.54e+08,3.84e+32,3.01e+32,15.877,85.056,3.20e-20,8.16e+09,7.34e+08,1.80e+03
J1034-3224,J1034-3224,10:34:19.5,-32:24:26.0,*,*,*,50705.00,174.933,-37.904,*,*,272.05,22.117,158.581296,-32.407217,1.15059,0.869119,-1.741e-16,3.500e-28,*,50705.00,50.75,*,-8.00,23.000,194.000,TDB,*,41.00,4.70,*,*,*,*,*,*,*,*,*,*,*,*,*,1.64,1.64,19.11,0.62,-1.52,8.45,*,"pks70,pkssw",104000,1996,*,*,1.10e+02,1.26e+01,7.91e+07,5.21e+11,5.97e+30,2.22e+30,*,*,*,*,*,3.21e+00
B1039-19,J1041-1942,10:41:36.1,-19:42:13.6,-1.000,14.000,*,48738.00,170.048,-25.782,*,*,265.591,33.59,160.400817,-19.703781,1.386368,0.721309,-4.916e-16,6.600e-29,*,48738.00,33.78,*,-22.80,61.800,72.900,TDB,*,28.00,4.00,*,*,*,*,*,*,*,*,*,*,*,*,*,2.53,2.53,18.69,1.4,-2.1,8.66,*,"mol2,pks70",4010,1978,*,*,1.79e+02,2.56e+01,2.32e+07,1.16e+12,1.40e+31,2.19e+30,14.036,168.353,9.43e-16,2.33e+07,1.16e+12,4.07e+00
J1047-6709,J1047-6709,10:47:28.2,-67:09:51.0,*,*,*,49139.00,214.743,-63.331,*,*,291.314,-7.132,161.867842,-67.164185,0.198451,5.039016,-4.284e-14,*,*,49139.00,116.16,*,-79.30,9.000,21.000,TDB,*,4.00,4.00,*,*,*,*,*,*,*,*,*,*,*,*,*,1.76,1.76,-14.42,-0.22,-1.63,7.87,*,"pks70,pkssw,htru_pks",10104000,1998,*,*,1.24e+01,1.24e+01,1.86e+06,5.86e+11,8.52e+33,2.75e+33,*,*,*,*,*,7.02e+02
B1046-58,J1048-5832,10:48:12.2,-58:32:05.8,*,*,*,49790.00,201.109,-57.84,*,*,287.425,0.577,162.050833,-58.534944,0.123671,8.085992,-6.298e-12,-3.900e-22,*,50889.00,128.68,*,-155.00,5.600,9.700,TDB,*,*,6.50,*,*,*,*,*,*,*,*,*,*,*,*,*,2.90,1.79,1.29,0.03,-2.77,7.63,GRS:2FGL_J1048.2-5831[naa+12],"pks1,pksmb,htru_pks",10041000,1992,"HE[klm+00,aaa+09i]",3,*,5.47e+01,2.03e+04,3.49e+12,2.01e+36,2.39e+35,*,*,*,*,*,1.73e+04
B1054-62,J1056-6258,10:56:25.5,-62:58:47.6,*,*,*,46917.00,208.801,-60.092,*,*,290.292,-2.966,164.106458,-62.979889,0.422447,2.36716,-2.004e-14,*,*,46800.00,320.30,*,4.00,20.000,39.000,TDB,0.00,45.00,21.00,*,*,*,*,*,*,*,*,*,*,*,*,*,2.40,2.61,-16.57,-0.12,-2.25,7.67,*,"mol2,pks1,pks70,pksmb,htru_pks",10045010,1978,*,*,2.59e+02,1.21e+02,1.87e+06,1.24e+12,1.87e+33,3.25e+32,*,*,*,*,*,1.55e+02
B1107-56,J1110-5637,11:10:00.4,-56:37:32.9,*,*,*,48338.54,202.545,-54.443,*,*,289.279,3.533,167.501667,-56.625806,0.558253,1.791303,-6.623e-15,*,*,48338.54,262.56,*,419.00,22.000,28.000,TDB,*,*,1.80,*,*,*,*,*,*,*,*,*,*,*,*,*,2.45,2.45,16.18,0.15,-2.31,7.69,*,"pks1,pks70,pksmb,htru_pks",10045000,1992,*,*,*,1.08e+01,4.29e+06,1.09e+12,4.68e+32,7.80e+31,*,*,*,*,*,5.85e+01
B1110-65,J1112-6613,11:12:38.5,-66:13:04.8,*,*,*,43555.62,216.127,-60.749,*,*,293.19,-5.233,168.160542,-66.218,0.334213,2.992105,-7.377e-15,*,*,43555.62,249.30,*,-132.00,15.000,30.000,TDB,*,19.00,2.60,*,*,*,*,*,*,*,*,*,*,*,*,*,2.53,2.53,-22.74,-0.23,-2.32,7.51,*,"mol2,pks70,pkssw,pksmb,htru_pks",10144010,1978,*,*,1.22e+02,1.66e+01,6.43e+06,5.31e+11,8.71e+32,1.36e+32,*,*,*,*,*,1.33e+02
B1112-60,J1114-6100,11:14:22.5,-61:00:34.2,*,*,*,47910.64,208.69,-57.209,*,*,291.443,-0.322,168.593833,-61.0095,0.88082,1.135306,-5.940e-14,*,*,47910.64,677.00,*,*,29.000,60.000,TDB,0.02,*,2.00,*,*,*,*,*,*,*,*,*,*,*,*,*,5.48,5.48,-3.80,-0.03,-5.1,6.5,*,"pks1,pksmb,htru_pks",10041000,1992,*,*,*,6.01e+01,3.03e+05,6.45e+12,2.66e+33,8.87e+31,*,*,*,*,*,8.84e+01
B1114-41,J1116-4122,11:16:43.0,-41:22:43.9,-1.000,7.000,*,51360.00,190.282,-41.492,*,*,284.451,18.069,169.179525,-41.378878,0.943158,1.060268,-8.941e-15,*,*,48383.00,40.53,*,-37.00,14.000,24.000,TDB,0.00,26.00,3.00,*,*,*,*,*,*,*,*,*,*,*,*,*,0.28,0.28,12.57,0.09,-0.26,8.43,*,"mol2,pks70,pkssw",104010,1978,*,*,2.04e+00,2.35e-01,1.88e+06,2.77e+12,3.74e+32,4.77e+33,7.071,9.387,7.95e-15,1.88e+06,2.77e+12,3.10e+01
B1131-62,J1133-6250,11:33:51.4,-62:50:50.6,*,*,*,50013.17,214.04,-56.828,*,*,294.213,-1.296,173.464375,-62.847389,1.022875,0.977636,-4.320e-16,*,*,50013.17,567.80,*,848.00,255.000,305.000,TDB,0.02,*,2.90,*,*,*,*,*,*,*,*,*,*,*,*,*,7.45,7.45,-12.85,-0.17,-6.79,5.45,*,"pks1,pksmb,htru_pks",10041000,1992,*,*,*,1.61e+02,3.59e+07,6.88e+11,1.67e+31,3.00e+29,*,*,*,*,*,6.03e+00
B1133+16,J1136+1551,11:36:03.2,+15:51:04.4,-74.000,368.100,2.800,46407.00,168.153,12.163,*,*,241.902,69.195,174.013532,15.851244,1.187913,0.841812,-2.646e-15,8.700e-28,*,46407.00,4.84,*,3.97,31.700,41.800,TDB,0.00,257.00,32.00,*,*,*,*,*,*,*,*,*,*,*,*,*,0.35,0.41,4.53,0.33,-0.11,8.56,XRS:[kpg06a],"misc,mol2,ar4,gb4",430010,1968,*,*,3.15e+01,3.92e+00,5.04e+06,2.13e+12,8.79e+31,7.18e+32,375.465,623.023,3.59e-15,5.24e+06,2.09e+12,1.19e+01
B1133-55,J1136-5525,11:36:02.1,-55:25:08.3,*,*,*,46800.00,205.822,-51.164,*,*,292.308,5.89,174.009042,-55.418972,0.364706,2.741938,-6.176e-14,*,*,46800.00,85.50,*,28.00,15.000,27.000,TDB,*,23.00,4.00,*,*,*,*,*,*,*,*,*,*,*,*,*,1.52,1.52,8.77,0.16,-1.4,7.93,*,"mol2,pks70,pkssw,htru_pks",10104010,1978,*,*,5.31e+01,9.24e+00,7.03e+05,1.75e+12,6.69e+33,2.89e+33,*,*,*,*,*,3.39e+02
B1143-60,J1146-6030,11:46:07.7,-60:30:59.4,*,*,*,43555.65,212.993,-54.146,*,*,294.977,1.343,176.53225,-60.5165,0.273372,3.658013,-2.401e-14,*,*,43555.65,111.68,*,-5.00,11.000,15.000,TDB,*,17.00,3.60,*,*,*,*,*,*,*,*,*,*,*,*,*,1.63,1.63,2.62,0.04,-1.48,7.81,*,"mol2,pks1,pks70,pksmb,htru_pks",10045010,1978,*,*,4.52e+01,9.56e+00,2.41e+06,7.09e+11,3.47e+33,1.30e+33,*,*,*,*,*,3.25e+02
B1154-62,J1157-6224,11:57:15.2,-62:24:50.8,*,*,*,46901.00,216.884,-54.626,*,*,296.705,-0.199,179.3135,-62.414131,0.400522,2.496741,-2.451e-14,*,*,46800.00,325.20,*,508.20,13.000,47.000,TDB,0.00,145.00,5.90,*,*,*,*,*,*,*,*,*,*,*,*,*,4.00,4.77,-1.13,-0.01,-3.57,6.7,*,"mol1,mol2,pks1,pks70,pksmb,htru_pks",10045011,1969,*,*,2.32e+03,9.44e+01,1.61e+06,1.27e+12,2.42e+33,1.51e+32,*,*,*,*,*,1.85e+02
B1159-58,J1202-5820,12:02:28.4,-58:20:33.4,*,*,*,43555.69,213.228,-51.143,*,*,296.528,3.919,180.618346,-58.342611,0.452801,2.208478,-1.037e-14,*,*,43555.69,145.41,*,139.00,10.000,16.000,TDB,*,23.00,2.00,*,*,*,*,*,*,*,*,*,*,*,*,*,1.89,1.89,9.94,0.13,-1.69,7.66,*,"mol2,pks1,pks70,pksmb,htru_pks",10045010,1978,*,*,8.22e+01,7.14e+00,3.37e+06,9.93e+11,9.04e+32,2.53e+32,*,*,*,*,*,1.00e+02
J1210-5559,J1210-5559,12:10:05.9,-55:59:03.9,*,*,*,49020.00,212.228,-48.65,*,*,297.136,6.421,182.52495,-55.984422,0.279767,3.574399,-9.274e-15,*,*,49020.00,174.35,*,58.00,8.000,12.000,TDB,0.00,23.00,2.10,*,*,*,*,*,*,*,*,*,*,*,*,*,2.37,2.37,19.50,0.27,-2.1,7.43,*,"pks70,pkssw,htru_pks",10104000,1996,*,*,1.29e+02,1.18e+01,6.11e+06,4.56e+11,1.31e+33,2.33e+32,*,*,*,*,*,1.95e+02
B1221-63,J1224-6407,12:24:22.1,-64:07:53.9,*,*,*,46916.00,222.705,-53.816,*,*,299.984,-1.415,186.092438,-64.131642,0.216476,4.619445,-1.057e-13,*,*,46800.00,97.69,*,-3.60,6.100,9.100,TDB,*,48.00,3.90,*,*,*,*,*,*,*,*,*,*,*,*,*,4.00,1.54,-2.41,-0.1,-3.46,6.5,XRS:[pb15],"misc,mol2,pks1,pks70,pksmb,htru_pks",10445010,1973,HE[lsg+15],*,7.68e+02,6.24e+01,6.92e+05,1.05e+12,1.93e+34,1.20e+33,*,*,*,*,*,9.68e+02
J1231-6303,J1231-6303,12:31:13.0,-63:03:18,*,*,*,51397.00,222.477,-52.505,*,*,300.644,-0.273,187.804167,-63.055,1.351236,0.740063,-7.668e-16,*,*,51397.00,301.00,*,390.00,185.000,*,TDB,*,*,1.50,*,*,*,*,*,*,*,*,*,*,*,*,*,8.28,8.28,-1.43,-0.04,-7.12,4.28,*,"pksmb,htru_pks",10040000,2003,*,*,*,1.03e+02,1.53e+07,1.39e+12,2.24e+31,3.27e+29,*,*,*,*,*,5.29e+00
B1237+25,J1239+2453,12:39:40.4,+24:53:49.2,-104.500,49.400,1.160,46531.00,178.454,26.641,*,*,252.45,86.541,189.918589,24.897025,1.382449,0.723354,-5.023e-16,-5.080e-28,*,46531.00,9.25,*,-0.12,51.100,60.600,TDB,0.00,110.00,10.00,*,*,*,*,*,*,*,*,*,*,*,*,*,0.84,0.83,9.23,0.84,-0.05,8.52,*,"gb1,ar4,gb4",30020,1969,*,*,7.76e+01,7.06e+00,2.28e+07,1.17e+12,1.43e+31,2.03e+31,115.588,460.319,9.22e-16,2.37e+07,1.14e+12,4.14e+00
B1240-64,J1243-6423,12:43:17.1,-64:23:23.8,*,*,*,46968.00,225.574,-52.661,*,*,302.051,-1.532,190.821492,-64.389958,0.388481,2.574129,-2.982e-14,*,*,46800.00,297.25,*,157.80,6.600,11.000,TDB,*,110.00,13.00,*,*,*,*,*,*,*,*,*,*,*,*,*,2.00,9.41,-7.95,-0.05,-1.69,7.44,*,"mol1,mol2,pks1,pks70,pksmb,htru_pks",10045011,1969,*,*,4.40e+02,5.20e+01,1.37e+06,1.34e+12,3.03e+33,7.58e+32,*,*,*,*,*,2.14e+02
J1253-5820,J1253-5820,12:53:28.3,-58:20:40.8,*,*,*,49020.00,221.386,-47.114,*,*,303.2,4.526,193.368092,-58.344692,0.255496,3.913951,-3.216e-14,*,*,49020.00,100.58,*,17.70,4.400,13.000,TDB,*,20.00,3.50,*,*,*,*,*,*,*,*,*,*,*,*,*,1.64,1.64,7.94,0.13,-1.37,7.6,*,"pks70,pksmb,htru_pks",10044000,1996,*,*,5.38e+01,9.41e+00,1.93e+06,7.41e+11,4.97e+33,1.85e+33,*,*,*,*,*,4.17e+02
B1259-63,J1302-6350,13:02:47.6,-63:50:08.6,-6.600,-4.400,*,55000.00,227.698,-50.897,*,*,304.184,-0.992,195.698511,-63.83574,0.047763,20.936924,-9.989e-13,-2.110e-24,*,50357.00,146.73,*,21.10,23.000,30.100,TDB,*,*,1.70,*,MSS,53071.2447,1236.7245,1296.2745,138.67,8.699e-01,*,*,*,3.1316,4.1399,MS[jml+94],2.30,2.21,-2.54,-0.04,-1.9,7.21,*,"pks1,pksmb,htru_pks",10041000,1992,*,1,*,8.99e+00,3.32e+05,3.34e+11,8.26e+35,1.56e+35,7.932,86.495,2.28e-15,3.32e+05,3.34e+11,2.87e+04
B1302-64,J1305-6455,13:05:23.7,-64:55:26.3,*,*,*,43555.70,229.115,-51.587,*,*,304.411,-2.092,196.34875,-64.923972,0.571647,1.749331,-1.234e-14,*,*,43555.70,505.00,*,-420.00,19.000,50.000,TDB,0.00,29.00,1.60,*,*,*,*,*,*,*,*,*,*,*,*,*,11.90,11.90,-18.44,-0.43,-9.81,1.78,*,"mol2,pks1,pks70,pksmb,htru_pks",10045010,1978,*,*,4.11e+03,2.27e+02,2.25e+06,1.54e+12,8.52e+32,6.02e+30,*,*,*,*,*,7.71e+01
B1303-66,J1306-6617,13:06:38.1,-66:17:21.8,*,*,*,48394.50,230.658,-52.578,*,*,304.462,-3.463,196.659125,-66.289389,0.473026,2.114047,-2.670e-14,*,*,48394.50,436.90,*,396.00,23.000,59.000,TDB,0.01,*,2.50,*,*,*,*,*,*,*,*,*,*,*,*,*,15.87,15.87,-26.39,-0.96,-13.06,-0.46,*,"pks1,pksmb,htru_pks",10041000,1992,*,*,*,6.30e+02,1.25e+06,1.70e+12,2.23e+33,8.85e+30,*,*,*,*,*,1.51e+02
B1323-58,J1326-5859,13:26:58.2,-58:59:29.1,*,*,*,47781.79,227.16,-45.272,*,*,307.504,3.565,201.742792,-58.991417,0.477991,2.09209,-1.417e-14,*,*,47781.79,287.30,*,-579.60,7.600,23.000,TDB,0.00,120.00,9.90,*,*,*,*,*,*,*,*,*,*,*,*,*,3.00,10.67,17.86,0.19,-2.38,6.68,*,"mol2,pks1,pks70,pksmb,htru_pks",10045010,1978,*,*,1.08e+03,8.91e+01,2.34e+06,1.26e+12,1.17e+33,1.30e+32,*,*,*,*,*,1.08e+02
B1322-66,J1326-6700,13:26:03.2,-67:00:51,*,*,*,43555.71,233.866,-51.968,*,*,306.31,-4.37,201.513333,-67.014167,0.543009,1.841592,-1.801e-14,*,*,43555.71,209.60,*,-47.00,42.000,56.000,TDB,*,28.00,11.00,*,*,*,*,*,*,*,*,*,*,*,*,*,6.74,6.74,-15.97,-0.51,-5.42,4.52,*,"mol2,pksmb,htru_pks",10040010,1978,*,*,1.27e+03,5.00e+02,1.62e+06,1.72e+12,1.31e+33,2.88e+31,*,*,*,*,*,1.01e+02
B1323-62,J1327-6222,13:27:17.4,-62:22:44.6,*,*,*,47781.81,229.87,-48.105,*,*,307.074,0.204,201.8225,-62.379056,0.529913,1.887102,-6.723e-14,*,*,47781.81,318.80,*,-306.00,11.000,19.000,TDB,0.00,135.00,16.00,*,*,*,*,*,*,*,*,*,*,*,*,*,4.00,6.51,1.14,0.01,-3.19,6.09,*,"misc,mol2,pks1,pks70,pksmb,htru_pks",10445010,1973,*,*,2.16e+03,2.56e+02,4.45e+05,3.20e+12,5.01e+33,3.13e+32,*,*,*,*,*,2.02e+02
B1323-627,J1327-6301,13:27:07.4,-63:01:15.3,*,*,*,47910.80,230.383,-48.649,*,*,306.966,-0.429,201.781125,-63.020942,0.196479,5.089611,-3.962e-14,*,*,47910.80,294.91,*,87.00,6.700,30.000,TDB,*,*,3.20,*,*,*,*,*,*,*,*,*,*,*,*,*,6.22,6.22,-2.21,-0.05,-4.97,4.76,*,"pks1,pksmb,htru_pks",10041000,1992,*,*,*,1.24e+02,2.04e+06,5.55e+11,7.96e+33,2.06e+32,*,*,*,*,*,6.86e+02
B1325-43,J1328-4357,13:28:06.4,-43:57:44.1,3.000,54.000,*,51360.00,218.132,-31.973,*,*,309.874,18.415,202.0268,-43.962256,0.532699,1.877233,-1.062e-14,*,*,43613.53,42.00,*,-22.90,11.000,19.000,TDB,*,18.00,2.00,*,*,*,*,*,*,*,*,*,*,*,*,*,1.42,1.42,13.27,0.45,-1.03,7.64,*,"mol2,pks70,pkssw",104010,1978,*,1,3.63e+01,4.03e+00,2.80e+06,1.28e+12,7.87e+32,3.90e+32,54.083,364.098,3.01e-15,2.81e+06,1.28e+12,7.95e+01
B1334-61,J1338-6204,13:38:09.3,-62:04:18.7,*,*,*,48375.50,231.2,-47.16,*,*,308.373,0.305,204.538958,-62.071861,1.23899,0.807109,-9.025e-15,*,*,48375.50,640.30,*,-459.00,93.000,145.000,TDB,0.03,*,3.80,*,*,*,*,*,*,*,*,*,*,*,*,*,12.37,12.37,3.41,0.07,-9.7,0.82,*,"pks1,pksmb,htru_pks",10041000,1992,*,*,*,5.81e+02,1.42e+06,4.19e+12,2.88e+32,1.88e+30,*,*,*,*,*,2.07e+01
B1338-62,J1341-6220,13:41:42.6,-62:20:20.7,*,*,*,49381.00,231.925,-47.167,*,*,308.73,-0.035,205.427625,-62.339083,0.19334,5.172242,-6.771e-12,-1.000e-23,*,50859.00,719.65,*,-921.00,12.000,41.000,TDB,0.03,*,1.90,*,*,*,*,*,*,*,*,*,*,*,*,*,12.60,12.60,-0.43,-0.01,-9.83,0.62,"SNR:G308.8-0.1[cks+92],XRS:[pb15]","misc,pks1,pksmb,htru_pks",10441000,1985,*,12,*,3.02e+02,1.21e+04,7.08e+12,1.38e+36,8.71e+33,*,*,*,*,*,9.18e+03
